"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,65.98,27.31,67.13,643.66,219.88,7.22,2.03,70.52,17.04,1.78,27.75,14.92,15.46,0.00,5.13,2.82,141.51,74.81,65.00,33.05,34.48,100.00,15.83,4.04,6.88,76.92,0.00,6.39,9.98,16.49,4.43,3.81,185.33,189.66,31.14,67.10,67.88,0.00,184.17,197.14,184.23,5.67,67.01,45.00,36.47,39.79,45.10,30.67,30.56,30.55,23.04,23.49,110.26,0.00,146.00
2.00,65.98,27.31,67.13,643.66,219.88,7.22,2.03,72.87,17.04,1.78,27.75,14.92,40.95,0.00,5.13,2.82,141.51,83.80,65.00,33.05,34.48,100.00,15.83,4.04,6.88,76.92,0.00,6.39,9.98,16.49,4.43,3.81,185.33,189.66,54.85,67.10,67.88,0.00,184.17,197.14,184.23,5.67,67.01,45.00,42.00,34.26,45.10,30.67,30.56,30.55,56.00,87.27,110.26,0.00,146.00
3.00,68.30,28.27,67.13,643.66,219.88,7.22,2.03,88.96,17.04,1.78,27.75,14.92,71.26,0.00,5.13,2.82,141.51,90.34,65.00,33.05,34.48,100.00,15.83,4.04,6.88,76.92,0.00,6.39,9.98,16.49,4.43,3.81,185.33,189.66,67.50,67.10,67.88,0.00,184.17,197.14,184.23,5.67,67.01,45.00,43.45,38.68,45.10,30.67,30.56,30.55,56.00,87.27,110.26,0.00,146.00
4.00,72.37,29.95,67.13,643.66,219.88,7.22,2.03,88.96,17.04,1.78,27.75,14.92,142.31,0.00,5.13,2.82,141.51,101.58,65.00,33.05,34.48,137.87,15.83,4.04,6.88,76.92,0.00,6.39,9.98,84.23,4.43,19.48,165.44,0.00,67.50,67.10,67.88,0.00,184.17,197.14,184.23,5.67,74.91,48.54,46.68,50.57,45.10,30.67,30.56,30.55,56.00,87.27,110.26,0.00,146.00
5.00,72.37,29.95,67.13,643.66,219.88,7.22,2.03,88.96,17.04,1.78,27.75,14.92,135.16,0.00,5.13,2.82,141.51,97.92,65.00,33.05,34.48,131.98,15.83,4.04,6.88,76.92,0.00,6.39,9.98,72.35,4.43,16.74,160.23,0.00,67.50,67.10,67.88,0.00,184.17,197.14,184.23,5.67,74.91,48.54,40.79,46.85,45.10,30.67,30.56,30.55,56.00,87.27,110.26,0.00,146.00
6.00,69.00,29.95,67.13,643.66,219.88,7.22,2.03,88.96,17.04,1.78,27.75,14.92,135.12,0.00,5.13,2.82,141.51,96.76,65.00,33.05,34.48,127.03,15.83,4.04,6.88,76.92,0.00,6.39,9.98,68.24,4.43,15.78,157.57,0.00,67.50,67.10,67.88,0.00,184.17,197.14,184.23,5.67,74.91,48.54,39.40,44.51,45.10,30.67,30.56,30.55,56.00,87.27,110.26,0.00,146.00
7.00,62.97,29.95,67.13,643.66,219.88,7.22,2.03,88.96,17.04,1.78,27.75,14.92,130.04,0.00,5.13,2.82,141.51,94.95,65.00,33.05,34.48,118.76,15.83,4.04,6.88,76.92,0.00,6.39,9.98,67.97,4.43,15.72,155.77,0.00,34.22,67.10,34.22,0.00,184.17,197.14,184.23,5.67,72.48,47.32,33.36,35.28,45.10,30.67,30.56,30.55,56.00,87.27,110.26,0.00,146.00
8.00,71.18,29.95,67.13,643.66,219.88,7.22,2.03,88.96,17.04,1.78,27.75,14.92,142.31,0.00,5.13,2.82,141.51,101.96,65.00,33.05,34.48,185.08,15.83,4.04,6.88,76.92,0.00,6.39,9.98,85.48,4.43,19.77,0.00,0.00,23.30,67.10,23.30,0.00,184.17,197.14,184.23,5.67,74.91,48.54,43.25,50.96,45.10,30.67,30.56,30.55,56.00,87.27,110.26,0.00,146.00
9.00,70.33,29.95,67.13,643.66,219.88,7.22,2.03,88.96,17.04,1.78,27.75,14.92,140.26,0.00,5.13,2.82,141.51,94.30,65.00,33.05,34.48,165.68,15.83,4.04,6.88,76.92,0.00,6.39,9.98,85.48,4.43,19.77,0.00,0.00,22.82,22.81,67.88,0.00,184.17,197.14,184.23,5.67,74.91,48.54,43.97,40.86,45.10,30.67,30.56,30.55,56.00,87.27,110.26,0.00,146.00
10.00,70.27,29.95,67.13,643.66,219.88,7.22,2.03,88.96,17.04,1.78,27.75,14.92,139.14,0.00,5.13,2.82,141.51,91.68,65.00,33.05,34.48,148.50,15.83,4.04,6.88,76.92,0.00,6.39,9.98,85.48,4.43,19.77,0.00,0.00,23.30,67.10,23.30,0.00,184.17,197.14,184.23,5.67,74.91,48.54,40.91,47.05,45.10,30.67,30.56,30.55,56.00,87.27,110.26,0.00,146.00
