"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.00,21.92,0.00,14.00,4.20,6.30,12.00,20.00,3.54,0.40,3.40,5.00,0.06,0.07,17.75,0.00,9.00,1.81,45.02,8.00,10.08,13.38,5.00,20.00,20.00,20.00,20.00,1.40,0.01,12.81,46.10,3.54,27.00,20.00,19.00,0.27,19.00,0.01,0.60,20.00,20.00,20.00,1.20,130.86,11.78,19.44,8.10,8.00,7.55,20.00,1.20,3.62,3.10,18.90,0.00,1.00,48.42,63.83,1.50,2.43,0.18,56.15,109.83,0.00,2.00,0.20,0.39,11.00,0.84,22.00,0.00,0.00
2.00,0.00,21.73,0.00,14.00,4.20,6.30,12.00,20.00,3.54,0.40,3.40,5.00,0.00,0.00,17.75,0.00,9.00,1.65,42.51,8.00,10.08,13.38,5.00,20.00,20.00,20.00,20.00,1.40,0.00,12.01,43.23,3.54,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,117.20,11.78,19.44,8.10,8.00,7.55,20.00,1.20,3.67,2.95,18.90,0.00,1.00,45.12,61.55,1.38,2.23,0.00,53.71,91.76,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
3.00,0.00,21.96,0.00,14.00,4.20,6.30,12.00,20.00,3.54,0.40,3.40,5.00,0.00,0.00,17.75,0.00,9.00,1.78,39.47,8.00,10.08,13.38,5.00,20.00,20.00,20.00,20.00,1.40,0.00,11.19,39.73,3.54,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,101.15,11.78,19.44,8.10,8.00,7.55,20.00,1.20,3.66,3.00,18.90,0.00,1.00,42.42,59.16,1.29,2.02,0.00,50.66,72.60,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
4.00,0.00,21.91,0.00,14.00,4.20,6.30,12.00,20.00,3.54,0.40,3.40,5.00,0.00,0.00,17.75,0.00,9.00,1.86,37.34,8.00,10.08,13.38,5.00,20.00,20.00,20.00,20.00,1.40,0.00,10.43,35.62,3.54,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,85.50,11.78,19.44,8.10,8.00,7.55,20.00,1.20,3.42,3.03,18.90,0.00,1.00,38.30,55.50,1.21,1.80,0.00,48.10,57.80,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
5.00,0.00,21.85,0.00,14.00,4.20,6.30,12.00,20.00,3.54,0.40,3.40,5.00,0.00,0.00,17.75,0.00,9.00,1.86,35.34,8.00,10.08,13.38,5.00,20.00,20.00,20.00,20.00,1.40,0.00,9.69,31.93,3.54,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,69.50,11.78,19.44,8.10,8.00,7.55,20.00,1.20,3.30,2.93,18.90,0.00,1.00,33.50,51.00,1.12,1.59,0.00,45.80,43.90,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
6.00,0.00,21.75,0.00,14.00,4.20,6.30,12.00,20.00,3.54,0.40,3.40,5.00,0.00,0.00,17.75,0.00,9.00,1.84,33.33,8.00,10.08,13.38,5.00,20.00,20.00,20.00,20.00,1.40,0.00,8.96,28.67,3.54,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,57.80,11.78,19.44,8.10,8.00,7.55,20.00,1.20,3.23,2.79,18.90,0.00,1.00,31.80,49.20,1.03,1.40,0.00,42.80,32.90,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,21.97,0.00,14.00,4.20,6.30,12.00,20.00,3.54,0.40,3.40,5.00,0.00,0.00,17.75,0.00,9.00,1.93,29.86,8.00,10.08,13.38,5.00,20.00,20.00,20.00,20.00,1.40,0.00,8.32,26.00,3.54,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,47.50,11.78,19.44,8.10,8.00,7.55,20.00,1.20,3.06,2.52,18.90,0.00,1.00,31.10,48.30,0.93,1.19,0.00,39.70,22.90,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,21.86,0.00,14.00,4.20,6.30,12.00,20.00,3.54,0.40,3.40,5.00,0.00,0.00,17.75,0.00,9.00,2.07,25.91,8.00,10.08,13.38,5.00,20.00,20.00,20.00,20.00,1.40,0.00,7.77,23.92,3.54,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,41.00,11.78,19.44,8.10,8.00,7.55,20.00,1.20,2.85,2.19,18.90,0.00,1.00,29.50,46.20,0.81,0.98,0.00,36.10,16.90,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,21.85,0.00,14.00,4.20,6.30,12.00,20.00,3.54,0.40,3.40,5.00,0.00,0.00,17.75,0.00,9.00,2.01,22.89,8.00,10.08,13.38,5.00,20.00,20.00,20.00,20.00,1.40,0.00,7.21,21.82,3.54,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,35.80,11.78,19.44,8.10,8.00,7.55,20.00,1.20,2.76,2.02,18.90,0.00,1.00,27.50,43.60,0.76,0.89,0.00,32.40,12.30,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,21.73,0.00,14.00,4.20,6.30,12.00,20.00,3.54,0.40,3.40,5.00,0.00,0.00,17.75,0.00,9.00,1.89,20.17,8.00,10.08,13.38,5.00,20.00,20.00,20.00,20.00,1.40,0.00,6.62,19.68,3.54,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,1.20,32.80,11.78,19.44,8.10,8.00,7.55,20.00,1.20,2.71,1.90,18.90,0.00,1.00,25.30,40.50,0.72,0.85,0.00,29.60,9.90,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
