"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,78.57,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,12.00,137.72,5.13,2.82,164.07,112.47,132.84,27.21,18.34,242.00,17.28,4.20,6.88,87.77,0.00,6.39,9.98,0.00,6.19,0.00,228.68,220.60,0.00,66.77,26.78,20.60,184.35,188.53,184.41,5.67,0.00,0.00,50.53,66.54,81.64,30.70,30.59,30.58,76.77,87.36,110.37,110.32,203.40,19.44,20.27
2.00,78.57,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,132.84,27.21,45.00,242.00,17.28,4.20,6.88,87.77,0.00,6.39,9.98,0.00,6.19,0.00,228.68,220.60,0.00,44.29,20.60,44.80,184.35,188.53,184.41,5.67,0.00,0.00,50.53,66.54,81.64,30.70,30.59,30.58,76.77,87.36,83.21,110.32,203.40,19.44,20.27
3.00,78.57,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,132.84,27.21,45.00,242.00,17.28,4.20,6.88,87.77,0.00,6.39,9.98,73.90,6.19,17.11,228.68,220.60,0.00,20.60,20.60,63.95,184.35,188.53,184.41,5.67,0.00,0.00,50.53,66.54,81.64,30.70,30.59,30.58,76.77,87.36,88.44,110.32,203.40,19.44,20.27
4.00,78.57,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,132.84,27.21,45.00,242.00,17.28,4.20,6.88,87.77,0.00,6.39,9.98,0.00,6.19,0.00,228.68,220.60,0.00,63.27,20.60,20.60,184.35,188.53,184.41,5.67,0.00,0.00,50.53,66.54,81.64,30.70,30.59,30.58,76.77,87.36,88.44,110.32,203.40,19.44,20.27
5.00,78.57,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,132.84,27.21,23.32,242.00,17.28,4.20,6.88,87.77,0.00,6.39,9.98,21.08,6.19,4.88,228.68,220.60,0.00,43.95,44.45,20.60,184.35,188.53,184.41,5.67,0.00,0.00,50.53,66.54,81.64,30.70,30.59,30.58,76.77,87.36,110.37,110.32,203.40,19.44,20.27
6.00,78.57,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,132.84,27.21,45.00,242.00,17.28,4.20,6.88,87.77,0.00,6.39,9.98,4.63,6.19,0.00,228.68,220.60,0.00,41.73,20.60,42.14,184.35,188.53,184.41,5.67,0.00,0.00,50.53,66.54,81.64,30.70,30.59,30.58,76.77,87.36,88.44,110.32,203.40,19.44,20.27
7.00,78.57,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,132.84,27.21,45.00,242.00,17.28,4.20,6.88,87.77,0.00,6.39,9.98,17.62,6.19,4.08,228.68,220.60,0.00,41.73,42.14,20.60,184.35,188.53,184.41,5.67,0.00,0.00,50.53,66.54,81.64,30.70,30.59,30.58,76.77,87.36,88.44,110.32,203.40,19.44,20.27
8.00,78.57,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,132.84,27.21,45.00,242.00,17.28,4.20,6.88,87.77,0.00,6.39,9.98,76.72,6.19,17.76,228.68,220.60,0.00,67.16,20.60,20.60,184.35,188.53,184.41,5.67,0.00,0.00,50.53,66.54,81.64,30.70,30.59,30.58,76.77,87.36,88.44,110.32,203.40,19.44,20.27
9.00,78.57,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,132.84,34.00,23.32,242.00,30.30,4.20,6.88,87.77,0.00,6.39,9.98,77.54,6.19,17.95,228.68,220.60,20.60,55.83,41.82,20.60,184.35,188.53,184.41,5.67,0.00,0.00,50.53,66.54,81.64,30.70,30.59,30.58,76.77,87.36,110.37,110.32,203.40,19.44,20.27
10.00,78.57,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,132.84,11.91,45.00,242.00,30.30,4.20,6.88,87.77,0.00,6.39,9.98,16.46,6.19,3.81,228.68,220.60,20.60,0.00,67.08,26.78,184.35,188.53,184.41,5.67,0.00,0.00,50.53,66.54,81.64,30.70,30.59,30.58,76.77,87.36,110.37,110.32,203.40,19.44,20.27
11.00,78.57,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,12.00,142.44,5.13,2.82,164.07,112.47,132.84,34.00,45.00,242.00,30.30,4.20,6.88,87.77,0.00,6.39,9.98,41.63,6.19,9.64,228.68,220.60,26.78,0.00,67.07,20.60,184.35,188.53,184.41,5.67,0.00,0.00,50.53,66.54,81.64,30.70,30.59,30.58,76.77,87.36,87.71,110.32,203.40,19.44,20.27
12.00,78.57,29.98,67.20,627.79,204.43,7.22,4.07,110.48,19.21,2.04,41.90,12.00,142.01,5.13,2.82,164.07,112.47,132.84,11.91,45.00,242.00,30.30,4.20,6.88,87.77,0.00,6.39,9.98,16.46,6.19,3.81,228.68,220.60,20.60,0.00,67.08,26.78,184.35,188.53,184.41,5.67,0.00,0.00,50.53,66.54,81.64,30.70,30.59,30.58,76.77,87.36,110.37,110.32,203.40,19.44,20.27
