"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.98,67.20,650.00,211.66,6.61,6.93,110.48,9.61,3.83,41.90,0.00,50.14,7.30,3.92,164.07,112.47,88.74,47.08,152.27,13.60,6.68,87.77,0.00,6.39,9.00,55.36,10.52,19.79,228.68,190.28,36.47,67.16,67.94,28.18,184.35,197.33,184.41,3.44,74.99,76.38,48.20,66.54,81.64,21.31,21.26,0.00,87.20,87.36,79.30,110.32,203.40,20.46,20.42,22.16,21.95,5.06
2.00,78.57,29.98,67.20,650.00,211.66,6.61,6.93,110.48,9.61,3.83,41.90,0.00,56.28,7.30,3.92,164.07,112.47,88.74,47.08,152.27,13.60,6.76,87.77,0.00,6.39,9.00,55.36,10.52,19.79,228.68,190.28,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.59,74.99,76.38,66.62,66.54,81.64,25.25,25.16,25.15,87.20,87.36,68.22,110.32,203.40,20.46,20.42,16.33,21.95,5.06
3.00,78.57,29.98,67.20,650.00,211.66,6.61,6.93,110.48,9.61,3.83,41.90,0.00,50.14,7.30,3.92,164.07,112.47,88.74,47.08,152.27,27.21,6.72,87.77,0.00,6.39,9.00,55.36,10.52,19.79,228.68,190.28,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.62,74.99,76.38,66.62,66.54,81.64,25.43,25.33,25.33,87.20,87.36,74.05,110.32,203.40,20.46,20.42,22.16,21.95,5.06
4.00,78.57,29.98,67.20,650.00,211.66,6.61,6.93,110.48,9.61,3.83,41.90,0.00,50.14,7.30,3.92,164.07,112.47,88.74,47.08,152.27,27.21,6.72,87.77,0.00,6.39,9.00,55.36,10.52,19.79,228.68,190.28,67.57,67.16,67.94,28.18,184.35,197.33,184.41,4.65,74.99,76.38,66.62,66.54,81.64,0.00,30.58,30.58,87.20,87.36,74.05,110.32,203.40,20.46,20.42,22.16,21.95,5.06
5.00,78.57,29.98,67.20,650.00,211.66,6.61,6.93,110.48,9.61,3.83,41.90,0.00,50.14,7.30,3.92,164.07,112.47,88.74,47.08,152.27,27.21,6.72,87.77,0.00,6.39,9.00,55.36,10.52,19.79,228.68,190.28,26.34,67.16,67.94,28.18,184.35,197.33,184.41,5.12,74.99,76.38,66.62,66.54,81.64,22.84,22.77,22.76,87.20,87.36,74.05,110.32,203.40,20.46,20.42,22.16,21.95,5.06
6.00,78.57,29.98,67.20,650.00,211.66,6.61,6.93,110.48,9.61,3.83,41.90,0.00,50.14,7.30,3.92,164.07,112.47,88.74,47.08,152.27,27.21,6.72,87.77,0.00,6.39,9.00,55.36,10.52,19.79,228.68,190.28,0.00,67.16,67.94,28.18,184.35,197.33,184.41,3.72,74.99,76.38,66.62,66.54,81.64,23.46,0.00,23.38,87.20,87.36,74.05,110.32,203.40,20.46,20.42,22.16,21.95,5.06
7.00,78.57,29.98,67.20,650.00,211.66,6.61,6.93,110.48,9.61,3.83,41.90,0.00,50.14,7.30,3.92,164.07,112.47,88.74,47.08,152.27,27.21,6.68,87.77,0.00,6.39,9.00,55.36,10.52,19.79,228.68,190.28,0.00,67.16,67.94,28.18,184.35,197.33,184.41,3.34,74.99,76.38,66.62,66.54,81.64,0.00,20.50,20.49,87.20,87.36,74.05,110.32,203.40,20.46,20.42,22.16,21.95,5.06
8.00,78.57,29.98,67.20,650.00,211.66,6.61,6.93,110.48,9.61,3.83,41.90,0.00,50.14,7.30,3.92,164.07,112.47,88.74,47.08,152.27,27.21,6.72,87.77,0.00,6.39,9.00,55.36,10.52,19.79,228.68,190.28,67.57,67.16,67.94,28.18,184.35,197.33,184.41,4.46,74.99,76.38,66.62,66.54,81.64,19.40,19.36,19.36,87.20,87.36,74.05,110.32,203.40,20.46,20.42,22.16,21.95,5.06
9.00,78.57,29.98,67.20,650.00,211.66,6.61,6.93,110.48,9.61,3.83,41.90,0.00,55.96,7.30,3.92,164.07,112.47,88.74,47.08,152.27,27.21,6.72,87.77,0.00,6.39,9.00,55.36,10.52,19.79,228.68,190.28,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,76.38,48.20,66.54,81.64,25.78,25.68,25.68,85.00,87.36,96.79,110.32,203.40,20.46,20.42,16.33,21.95,5.06
10.00,78.57,29.98,67.20,650.00,211.66,6.61,6.93,110.48,9.61,3.83,41.90,0.00,55.96,7.30,3.92,164.07,112.47,88.74,47.08,152.27,27.21,6.74,87.77,0.00,6.39,9.00,55.36,10.52,19.79,228.68,190.28,67.57,67.16,67.94,28.18,184.35,197.33,184.41,5.67,74.99,76.38,66.62,66.54,81.64,25.67,25.57,25.56,85.00,87.36,74.05,110.32,203.40,20.46,20.42,22.16,21.95,5.06
