"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,48.41,29.95,67.13,596.35,194.00,6.01,7.88,110.37,17.56,3.57,24.50,14.92,78.95,5.13,2.82,163.91,112.36,132.71,29.00,35.37,210.84,15.15,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,144.33,0.00,28.06,51.94,52.31,38.93,0.00,197.14,184.23,5.67,74.91,76.30,41.77,44.73,54.48,0.00,30.56,30.55,63.59,63.68,96.30,96.26,203.20
2.00,48.41,29.95,67.13,596.35,194.00,6.01,7.88,110.37,17.56,3.57,24.50,14.92,78.95,5.13,2.82,163.91,112.36,132.71,29.00,35.37,210.84,15.15,1.97,6.88,87.69,6.39,9.98,81.05,3.45,18.75,144.33,0.00,42.72,30.51,30.68,50.60,0.00,197.14,184.23,5.67,72.72,73.01,38.04,43.47,54.48,0.00,30.56,30.55,41.83,41.85,83.02,82.99,203.20
3.00,48.41,29.95,67.13,596.35,194.00,6.01,7.88,110.37,17.56,3.57,24.50,14.92,78.95,5.13,2.82,163.91,112.36,132.71,29.00,35.37,210.84,15.15,1.97,6.88,87.69,6.39,9.98,79.17,3.45,18.31,144.33,0.00,41.42,47.55,61.70,0.00,0.00,197.14,184.23,5.67,72.12,70.99,0.00,60.65,54.48,0.00,30.56,30.55,41.83,41.85,82.67,82.64,203.20
4.00,48.41,29.95,67.13,596.35,194.00,6.01,7.88,110.37,17.56,3.57,24.50,14.92,77.22,5.13,2.82,163.91,112.36,132.71,29.00,35.37,210.84,15.15,1.97,6.88,87.69,6.39,9.98,69.84,3.45,16.16,144.33,0.00,45.95,45.85,46.03,0.00,0.00,197.14,184.23,5.67,71.21,61.76,0.00,66.47,54.48,0.00,30.56,30.55,41.83,41.85,73.39,73.37,203.20
5.00,48.41,29.95,67.13,596.35,194.00,6.01,7.88,110.37,17.56,3.57,24.50,14.92,77.60,5.13,2.82,163.91,112.36,132.71,29.00,35.37,210.84,15.15,1.97,6.88,87.69,6.39,9.98,66.91,3.45,15.48,144.33,0.00,50.29,31.97,50.43,0.00,0.00,197.14,184.23,5.67,71.10,59.14,0.00,66.47,54.48,0.00,30.56,30.55,41.83,41.85,64.09,64.08,203.20
6.00,48.41,29.95,67.13,596.35,194.00,6.01,7.88,110.37,17.56,3.57,24.50,14.92,82.04,5.13,2.82,163.91,112.36,132.71,29.00,35.37,210.84,15.15,1.97,6.88,87.69,6.39,9.98,77.68,3.45,17.97,0.00,0.00,48.02,47.80,48.22,0.00,0.00,197.14,184.23,5.67,74.08,75.38,44.55,44.52,54.48,0.00,30.56,30.55,41.83,41.85,66.22,66.21,203.20
7.00,48.41,29.95,67.13,596.35,194.00,6.01,7.88,110.37,17.56,3.57,24.50,14.92,78.75,5.13,2.82,163.91,112.36,132.71,29.00,35.37,210.84,15.15,1.97,6.88,87.69,6.39,9.98,74.95,3.45,17.34,0.00,0.00,54.78,30.40,27.78,27.78,0.00,197.14,184.23,5.67,72.73,73.04,43.81,43.78,54.48,0.00,30.56,30.55,41.83,41.85,67.91,67.89,203.20
8.00,48.41,29.95,67.13,596.35,194.00,6.01,7.88,110.37,17.56,3.57,24.50,14.92,77.65,5.13,2.82,163.91,112.36,132.71,29.00,35.37,210.84,15.15,1.97,6.88,87.69,6.39,9.98,73.36,3.45,16.97,0.00,0.00,25.21,36.87,37.02,39.62,0.00,197.14,184.23,5.67,72.17,71.20,41.23,44.83,54.48,0.00,30.56,30.55,41.83,41.85,75.65,75.63,203.20
9.00,48.41,29.95,67.13,596.35,194.00,6.01,7.88,110.37,17.56,3.57,24.50,14.92,77.12,5.13,2.82,163.91,112.36,132.71,29.00,32.14,210.84,15.15,1.97,6.88,87.69,6.39,9.98,63.27,3.45,14.64,0.00,144.33,26.14,50.73,26.14,26.14,0.00,197.14,184.23,5.67,68.45,57.00,29.35,39.89,54.48,0.00,30.56,30.55,41.83,41.85,53.23,53.22,203.20
10.00,48.41,29.95,67.13,596.35,194.00,6.01,7.88,110.37,17.56,3.57,24.50,14.92,82.28,5.13,2.82,163.91,112.36,132.71,29.00,34.57,210.84,15.15,1.97,6.88,87.69,6.39,9.98,68.91,3.45,15.94,0.00,144.33,26.56,28.13,52.80,26.56,0.00,197.14,184.23,5.67,71.15,60.49,30.14,40.29,54.48,0.00,30.56,30.55,41.83,41.85,66.65,66.63,203.20
