"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE"
1.00,16.84,14.09,17.44,14.00,1.45,7.50,5.80,4.00,1.50,0.40,3.30,20.00,18.59,18.65,17.56,0.00,0.00,23.40,53.20,8.10,0.00,4.80,2.50,17.95,14.24,9.00,12.00,1.40,15.94,25.20,80.50,2.45,27.00,14.00,14.00,144.46,0.00,39.33,0.60,19.51,19.51,19.51,2.40,107.20,11.22,10.00,3.50,9.00,8.10,7.40,2.40,1.10,0.00,18.00,0.00,0.00,0.90,1.00,95.20,98.20,9.50,8.50,112.64,99.80,115.50,0.30,2.00,80.00,252.37,11.00,204.00,23.00
2.00,17.59,12.31,18.23,14.00,1.45,7.50,5.80,4.00,1.50,0.40,3.30,20.00,18.60,18.60,17.56,0.00,0.00,22.80,57.10,8.10,0.00,4.80,2.50,17.95,14.24,9.00,12.00,1.40,15.96,25.10,80.90,2.45,27.00,14.00,14.00,144.40,0.00,39.40,0.60,19.51,19.51,19.51,2.40,108.60,11.22,10.00,3.50,9.00,8.10,7.40,2.40,2.10,0.80,18.00,0.00,0.00,0.92,1.00,96.30,96.90,9.70,8.80,112.65,100.20,117.20,0.40,2.00,80.00,252.40,11.00,204.00,23.00
3.00,17.80,12.19,18.44,14.00,1.45,7.50,5.80,4.00,1.50,0.40,3.30,20.00,18.32,18.52,17.56,0.00,0.00,22.50,59.50,8.10,0.00,4.80,2.50,17.95,14.24,9.00,12.00,1.40,15.97,24.90,81.90,2.45,27.00,14.00,14.00,139.49,0.00,39.29,0.60,19.51,19.51,19.51,2.40,110.40,11.22,10.00,3.50,9.00,8.10,7.40,2.40,3.30,2.00,18.00,0.00,0.00,0.91,1.00,95.00,94.80,10.00,9.00,112.51,100.60,118.60,0.40,2.00,80.00,252.35,11.00,204.00,23.00
4.00,17.77,13.03,18.39,14.00,1.45,7.50,5.80,4.00,1.50,0.40,3.30,20.00,17.64,18.59,17.56,0.00,0.00,22.50,62.00,8.10,0.00,4.80,2.50,17.95,14.24,9.00,12.00,1.40,15.98,24.70,82.80,2.45,27.00,14.00,14.00,138.20,0.00,39.11,0.60,19.51,19.51,19.51,2.40,112.20,11.22,10.00,3.50,9.00,8.10,7.40,2.40,4.80,3.80,18.00,0.00,0.00,0.93,1.00,93.70,92.80,10.30,9.20,112.29,101.00,120.30,0.40,2.00,80.00,252.23,11.00,204.00,23.00
5.00,17.54,12.66,18.04,14.00,1.45,7.50,5.80,4.00,1.50,0.40,3.30,20.00,17.26,18.63,17.56,0.00,0.00,23.70,64.80,8.10,0.00,4.80,2.50,17.95,14.24,9.00,12.00,1.40,15.99,24.80,83.20,2.45,27.00,14.00,14.00,142.75,0.00,38.96,0.60,19.51,19.51,19.51,2.40,113.40,11.22,10.00,3.50,9.00,8.10,7.40,2.40,7.00,7.10,18.00,0.00,0.00,0.92,1.00,92.40,90.70,10.50,9.60,111.95,101.30,122.40,0.40,2.00,80.00,252.36,11.00,204.00,23.00
6.00,16.92,13.12,17.28,14.00,1.45,7.50,5.80,4.00,1.50,0.40,3.30,20.00,17.49,18.59,17.56,0.00,0.00,24.80,67.10,8.10,0.00,4.80,2.50,17.95,14.24,9.00,12.00,1.40,15.99,25.00,83.70,2.45,27.00,14.00,14.00,144.34,0.00,38.81,0.60,19.51,19.51,19.51,2.40,115.00,11.22,10.00,3.50,9.00,8.10,7.40,2.40,9.00,10.00,18.00,0.00,0.00,0.92,1.00,90.90,88.90,10.80,9.90,111.72,102.10,124.00,0.30,2.00,80.00,252.40,11.00,204.00,23.00
7.00,15.58,12.79,15.94,14.00,1.45,7.50,5.80,4.00,1.50,0.40,3.30,20.00,18.35,18.56,17.56,0.00,0.00,25.60,69.20,8.10,0.00,4.80,2.50,17.95,14.24,9.00,12.00,1.40,15.96,25.30,83.90,2.45,27.00,14.00,14.00,144.46,0.00,38.76,0.60,19.51,19.51,19.51,2.40,117.50,11.22,10.00,3.50,9.00,8.10,7.40,2.40,10.60,11.30,18.00,0.00,0.00,0.92,1.00,88.80,87.30,11.20,10.10,111.74,104.50,124.00,0.20,2.00,78.80,252.40,11.00,204.00,23.00
8.00,13.91,13.24,14.73,14.00,1.45,7.50,5.80,4.00,1.50,0.40,3.30,20.00,18.87,18.62,17.56,0.00,0.00,26.30,70.90,8.10,0.00,4.80,2.50,17.95,14.24,9.00,12.00,1.40,15.96,25.70,84.10,2.45,27.00,14.00,14.00,144.48,0.00,38.54,0.60,19.51,19.51,19.51,2.40,119.90,11.22,10.00,3.50,9.00,8.10,7.40,2.40,11.80,12.50,18.00,0.00,0.00,0.77,1.00,87.10,86.20,11.40,10.30,111.41,106.50,124.50,0.20,2.00,74.00,251.89,11.00,204.00,23.00
9.00,12.15,13.20,13.38,14.00,1.45,7.50,5.80,4.00,1.50,0.40,3.30,20.00,18.72,18.62,17.56,0.00,0.00,26.50,72.50,8.10,0.00,4.80,2.50,17.95,14.24,9.00,12.00,1.40,15.95,26.20,84.20,2.45,27.00,14.00,14.00,144.45,0.00,38.09,0.60,19.51,19.51,19.51,2.40,121.50,11.22,10.00,3.50,9.00,8.10,7.40,2.40,12.20,12.90,18.00,0.00,0.00,0.75,1.00,86.20,85.70,11.40,10.40,110.50,106.90,126.50,0.10,2.00,69.30,246.30,11.00,204.00,23.00
10.00,10.91,13.19,11.52,14.00,1.45,7.50,5.80,4.00,1.50,0.40,3.30,20.00,17.99,18.44,17.56,0.00,0.00,26.70,73.70,8.10,0.00,4.80,2.50,17.95,14.24,9.00,12.00,1.40,15.80,26.60,84.30,2.45,27.00,14.00,14.00,144.09,0.00,36.90,0.60,19.51,19.51,19.51,2.40,122.90,11.22,10.00,3.50,9.00,8.10,7.40,2.40,12.50,13.30,18.00,0.00,0.00,0.70,1.00,85.60,85.50,11.40,10.40,108.59,107.30,128.30,0.10,2.00,62.20,238.70,11.00,203.45,23.00
11.00,9.39,12.86,9.80,14.00,1.45,7.50,5.80,4.00,1.50,0.40,3.30,20.00,16.65,18.05,17.56,0.00,0.00,26.60,74.30,8.10,0.00,4.80,2.50,17.95,14.24,9.00,12.00,1.40,15.22,26.70,84.00,2.45,27.00,14.00,14.00,142.27,0.00,34.94,0.60,19.51,19.51,19.51,2.40,123.80,11.22,10.00,3.50,9.00,8.10,7.40,2.40,12.60,13.50,18.00,0.00,0.00,0.59,1.00,85.30,85.70,11.50,10.60,104.30,107.50,129.50,0.10,2.00,57.90,235.16,11.00,196.18,23.00
12.00,6.99,12.48,7.71,14.00,1.45,7.50,5.80,4.00,1.50,0.40,3.30,20.00,15.11,17.18,17.56,0.00,0.00,26.40,74.70,8.10,0.00,4.80,2.50,17.95,14.24,9.00,12.00,1.40,14.16,26.70,83.80,2.45,27.00,14.00,14.00,135.81,0.00,31.76,0.60,19.51,19.51,19.51,2.40,124.30,11.22,10.00,3.50,9.00,8.10,7.40,2.40,12.60,13.50,18.00,0.00,0.00,0.43,1.00,85.20,86.20,11.70,10.80,97.61,107.70,129.50,0.10,2.00,52.60,244.65,11.00,176.70,23.00
