"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CTAGROLMOS"
1.00,0.00,16.48,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,18.40,69.43,7.40,4.20,15.53,4.30,18.45,10.00,3.20,4.50,2.80,0.00,30.62,80.80,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,121.48,6.50,4.00,19.42,2.00,10.60,7.99,5.20,1.20,12.16,15.08,18.00,0.00,0.00,0.00,1.23,101.10,95.73,14.31,13.19,0.00,106.87,121.05,0.00,1.48,0.00,0.00,0.00,0.00,11.00
2.00,0.00,16.67,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,17.50,68.43,7.40,4.20,15.53,4.30,18.45,10.00,3.20,4.50,2.80,0.00,30.59,80.60,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,120.07,6.50,4.00,19.42,2.00,10.60,7.99,5.20,1.20,11.96,14.83,18.00,0.00,0.00,0.00,1.23,98.14,96.52,14.12,13.02,0.00,106.67,119.09,0.00,1.48,0.00,0.00,0.00,0.00,11.00
3.00,0.00,16.69,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,16.80,67.78,7.40,4.20,15.53,4.30,18.45,10.00,3.20,4.50,2.80,0.00,30.64,80.38,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,118.84,6.50,4.00,19.42,2.00,10.60,7.99,5.20,1.20,11.68,14.56,18.00,0.00,0.00,0.00,1.23,95.09,97.78,13.94,12.73,0.00,106.57,117.87,0.00,1.44,0.00,0.00,0.00,0.00,11.00
4.00,0.00,16.76,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,16.30,65.86,7.50,4.20,15.53,4.30,18.45,10.00,3.20,4.50,2.80,0.00,30.74,80.30,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,117.28,6.50,4.00,19.42,2.00,10.60,7.99,5.20,1.20,11.37,14.27,18.00,0.00,0.00,0.00,1.23,94.01,98.42,13.77,12.40,0.00,106.51,118.08,0.00,1.44,0.00,0.00,0.00,0.00,11.00
5.00,0.00,16.67,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,16.20,63.51,6.90,4.20,15.53,4.30,18.45,10.00,3.20,4.50,2.80,0.00,30.87,80.27,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,115.61,6.50,4.00,19.42,2.00,10.60,7.99,5.20,1.20,11.43,14.36,18.00,0.00,0.00,0.00,1.23,93.58,98.86,13.69,12.31,0.00,106.45,118.77,0.00,1.44,0.00,0.00,0.00,0.00,11.00
6.00,0.00,16.83,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,16.30,59.34,5.60,4.20,15.53,4.30,18.45,10.00,3.20,4.50,2.80,0.00,30.73,80.44,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,114.41,6.50,4.00,19.42,2.00,10.60,7.99,5.20,1.20,11.61,14.58,18.00,0.00,0.00,0.00,1.23,94.41,98.34,13.64,12.30,0.00,106.47,121.57,0.00,1.40,0.00,0.00,0.00,0.00,11.00
7.00,0.00,18.06,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,17.00,54.57,2.50,4.20,15.53,4.30,18.45,10.00,3.20,4.50,2.80,0.00,30.50,80.68,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,113.37,6.50,4.00,19.42,2.00,10.60,7.99,5.20,1.20,11.52,14.44,18.00,0.00,0.00,0.00,1.23,95.66,97.51,13.65,12.22,0.00,106.51,125.07,0.00,1.40,0.00,0.00,0.00,0.00,11.00
8.00,0.00,17.81,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,17.80,49.90,0.00,4.20,15.53,4.30,18.45,10.00,3.20,4.50,2.80,0.00,30.57,80.69,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,113.51,6.50,4.00,19.42,2.00,10.60,7.99,5.20,1.20,11.34,14.18,18.00,0.00,0.00,0.00,1.23,96.15,96.49,13.69,12.11,0.00,106.50,128.25,0.00,1.36,0.00,0.00,0.00,0.00,11.00
9.00,0.00,17.88,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,19.20,45.28,0.00,4.20,5.00,4.30,18.45,10.00,3.20,4.50,2.80,0.00,30.75,80.63,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,114.03,6.50,4.00,19.42,2.00,10.60,7.99,5.20,1.20,11.16,13.84,18.00,0.00,0.00,0.00,1.23,96.37,95.43,13.34,12.03,0.00,106.47,131.33,0.00,1.36,0.00,0.00,0.00,0.00,11.00
10.00,0.00,17.68,0.00,14.00,4.20,7.70,3.00,3.90,1.83,0.40,3.30,17.00,0.00,0.00,3.10,0.00,7.40,20.50,41.61,0.00,4.20,5.00,4.30,18.45,10.00,3.20,4.50,2.80,0.00,30.88,80.65,2.45,27.00,5.00,10.68,0.00,16.50,0.00,0.60,3.00,3.40,3.50,1.20,114.15,6.50,4.00,19.42,2.00,10.60,7.99,5.20,1.20,11.00,13.46,18.00,0.00,0.00,0.00,1.23,96.83,93.39,12.86,11.95,0.00,106.44,134.31,0.00,1.32,0.00,0.00,0.00,0.00,11.00
