"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,0.00,15.46,9.44,5.18,163.91,112.36,132.71,38.07,4.12,100.00,27.66,1.97,6.88,87.69,6.39,9.98,0.00,6.44,0.00,144.33,144.33,55.82,55.48,56.13,35.28,184.17,197.14,184.23,0.00,0.00,66.99,43.71,0.00,51.45,30.67,30.56,30.55,44.69,44.71,0.00,0.00,203.20,0.00,0.00
2.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,13.15,46.62,9.44,5.18,163.91,112.36,132.71,38.07,25.72,100.00,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,163.30,164.00,29.96,40.34,40.55,40.40,121.51,125.95,121.53,0.00,67.01,45.00,39.18,0.00,51.45,30.67,30.56,30.55,44.84,44.86,0.00,65.09,203.20,0.00,0.00
3.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,14.92,77.92,9.44,5.18,163.91,112.36,132.71,38.07,35.37,167.59,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,177.39,175.06,51.82,67.10,52.08,51.70,174.58,178.75,174.64,0.00,72.50,58.52,31.77,0.00,51.45,30.67,30.56,30.55,44.84,44.86,110.26,110.22,203.20,0.00,0.00
4.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,14.92,95.24,9.44,5.18,163.91,112.36,132.71,38.07,29.55,167.59,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,188.25,183.99,67.50,67.10,67.88,61.17,184.17,188.35,184.23,0.00,74.91,66.99,27.93,28.51,51.45,30.67,30.56,30.55,44.84,44.86,110.26,110.22,203.20,0.00,0.00
5.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,14.92,111.39,9.44,5.18,163.91,112.36,132.71,38.07,29.55,167.59,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,189.79,194.98,67.50,67.10,67.88,61.17,184.17,188.35,184.23,0.00,74.91,66.99,54.58,64.19,51.45,30.67,30.56,30.55,44.84,44.86,110.26,110.22,203.20,0.00,0.00
6.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,14.92,113.48,9.44,5.18,163.91,112.36,132.71,38.07,29.55,167.59,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,197.04,191.34,67.50,67.10,67.88,61.17,184.17,188.35,184.23,0.00,74.91,66.99,58.28,66.16,51.45,30.67,30.56,30.55,44.98,45.00,110.26,110.22,203.20,0.00,0.00
7.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,14.92,122.61,9.44,5.18,163.91,112.36,132.71,38.07,35.37,167.59,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,201.44,195.07,67.50,67.10,67.88,61.17,184.17,188.35,184.23,0.00,74.91,66.99,57.90,66.47,51.45,30.67,30.56,30.55,44.84,44.86,110.26,110.22,203.20,0.00,0.00
8.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,14.92,118.62,9.44,5.18,163.91,112.36,132.71,38.07,29.55,167.59,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,197.90,192.00,67.50,67.10,67.88,61.17,184.17,188.35,184.23,0.00,74.91,66.99,59.22,66.47,51.45,30.67,30.56,30.55,44.84,44.86,110.26,110.22,203.20,0.00,0.00
9.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,14.92,115.98,9.44,5.18,163.91,112.36,132.71,38.07,35.37,167.59,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,193.61,188.50,67.50,67.10,67.88,61.17,184.17,188.35,184.23,0.00,74.91,66.99,54.89,64.94,51.45,30.67,30.56,30.55,44.84,44.86,110.26,110.22,203.20,0.00,0.00
10.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,14.92,124.16,9.44,5.18,163.91,112.36,132.71,38.07,35.37,167.59,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,204.09,197.38,26.85,26.84,26.86,26.85,184.17,188.35,184.23,0.00,74.91,66.99,57.63,66.47,51.45,30.67,30.56,30.55,44.84,44.86,110.26,110.22,203.20,0.00,0.00
