"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,74.63,29.81,66.81,587.90,190.33,7.92,5.40,103.87,17.65,1.83,26.09,49.97,7.22,3.88,159.41,111.81,90.01,18.00,82.00,15.49,6.88,86.69,26.00,6.39,9.98,50.38,3.03,14.65,0.00,145.82,45.43,44.73,67.55,44.83,0.00,183.87,101.64,1.06,69.45,60.48,57.10,45.85,47.99,0.00,0.00,0.00,20.73,20.73,34.64,83.53,134.42,19.42,2.07,21.65,0.00,5.06
2.00,74.61,29.81,66.81,589.58,190.88,7.92,5.40,103.87,17.65,1.83,26.09,49.97,7.22,3.88,159.41,111.81,90.01,18.00,82.00,15.49,6.88,86.69,26.00,6.39,9.00,50.34,3.03,14.64,0.00,145.82,20.73,54.46,67.55,54.65,0.00,182.13,103.05,2.65,68.91,60.24,53.58,44.52,47.99,0.00,0.00,30.40,26.94,86.00,67.43,39.65,136.76,19.42,2.07,21.65,0.00,5.06
3.00,74.17,29.81,66.81,585.16,189.44,7.92,5.40,103.87,17.65,1.83,26.09,49.97,7.22,3.88,159.41,111.81,90.01,18.00,82.00,15.49,6.88,86.69,26.00,6.39,9.00,50.57,3.03,14.69,0.00,145.82,20.73,64.81,45.26,65.04,0.00,147.98,134.28,2.65,68.10,59.73,52.55,44.18,47.99,0.00,0.00,30.40,86.00,86.00,78.74,32.92,136.42,19.42,2.07,0.00,21.65,5.06
4.00,74.53,29.81,66.81,588.33,190.47,7.92,5.40,103.87,17.65,1.83,26.09,49.97,7.22,3.88,159.41,111.81,90.01,18.00,82.00,15.49,6.88,86.69,26.00,6.39,9.00,50.43,3.03,14.66,0.00,145.82,20.73,58.74,57.46,58.95,0.00,161.57,148.50,2.65,0.00,62.80,53.64,44.54,47.99,0.00,0.00,30.40,86.00,86.00,94.85,20.73,134.26,19.42,2.07,0.00,21.65,5.06
5.00,56.47,29.81,66.81,588.71,190.59,7.92,5.40,103.87,17.65,1.83,26.09,49.97,7.22,3.88,159.41,111.81,90.01,0.00,82.00,15.49,6.88,86.69,26.00,6.39,9.00,53.61,3.03,15.39,0.00,148.30,31.37,65.90,67.08,66.13,0.00,194.69,112.87,0.00,0.00,66.67,0.00,52.17,47.99,0.00,0.00,0.00,28.95,36.57,0.00,24.39,127.24,19.42,2.07,20.70,0.00,5.06
6.00,57.84,29.81,66.81,578.06,187.15,7.92,5.40,103.87,17.65,1.83,26.09,49.97,7.22,3.88,159.41,111.81,90.01,0.00,82.00,15.49,6.88,86.69,26.00,6.39,9.00,53.34,3.03,15.33,0.00,149.25,30.59,53.93,67.55,54.11,0.00,196.19,98.22,0.00,0.00,66.67,0.00,52.17,47.99,0.00,0.00,0.00,0.00,34.68,0.00,20.73,122.19,19.42,2.07,20.70,0.00,5.06
7.00,57.00,29.81,66.81,646.73,209.38,7.92,5.40,103.87,17.65,1.83,26.09,49.97,7.22,3.88,159.41,111.81,90.01,0.00,82.00,15.49,6.88,86.69,26.00,6.39,9.00,53.01,3.03,15.25,0.00,148.44,64.35,34.32,64.72,34.34,0.00,158.67,0.00,0.00,0.00,66.67,0.00,52.17,47.99,0.00,0.00,0.00,26.94,32.02,0.00,26.94,120.44,19.42,2.07,20.70,0.00,5.06
8.00,76.80,29.81,66.81,571.87,185.14,7.92,5.40,103.87,17.65,1.83,26.09,49.97,7.22,3.88,159.41,111.81,90.01,0.00,82.00,15.49,6.88,86.69,26.00,6.39,9.00,50.65,3.03,14.71,0.00,151.68,20.73,0.00,60.87,0.00,0.00,196.19,89.62,0.00,0.00,66.67,60.72,47.73,47.99,0.00,0.00,0.00,0.00,33.79,0.00,37.27,121.33,19.42,2.07,20.70,0.00,5.06
9.00,75.94,29.81,66.81,566.94,183.54,7.92,5.40,103.87,17.65,1.83,26.09,49.97,7.22,3.88,159.41,111.81,90.01,0.00,82.00,15.49,6.88,86.69,26.00,6.39,9.00,50.19,3.03,14.60,0.00,151.49,66.41,0.00,66.78,0.00,0.00,97.80,149.67,0.00,67.36,52.85,52.22,49.26,47.99,0.00,0.00,0.00,37.25,37.25,0.00,109.21,161.09,19.42,2.07,20.70,0.00,5.06
10.00,56.47,29.81,66.81,578.19,187.19,7.92,5.40,103.87,17.65,1.83,26.09,49.97,7.22,3.88,159.41,111.81,90.01,18.00,82.00,15.49,6.88,86.69,26.00,6.39,9.00,52.90,3.03,15.23,0.00,150.14,37.58,51.67,66.88,51.83,0.00,80.83,170.17,0.00,67.36,52.85,0.00,52.17,47.99,0.00,0.00,0.00,0.00,68.98,0.00,101.38,161.09,19.42,2.07,20.70,0.00,5.06
