"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,11.32,23.85,8.12,14.00,4.20,7.10,9.00,19.14,3.54,0.40,3.40,18.00,11.50,10.50,17.49,0.00,9.00,17.70,61.30,8.00,10.98,15.35,5.00,19.24,19.24,19.44,19.44,1.40,8.40,19.00,65.30,3.50,24.50,19.44,18.17,45.00,0.00,20.00,0.60,19.44,19.44,19.44,1.20,56.00,12.83,19.44,8.20,10.70,8.25,20.00,1.20,1.81,1.29,18.90,0.00,0.00,0.00,1.00,84.88,90.42,8.40,8.29,35.00,93.90,56.00,0.40,2.00,35.70,75.00,11.00,60.00,22.00,0.33,13.05
2.00,10.73,23.90,8.04,14.00,4.20,7.10,9.00,19.14,3.54,0.40,3.40,18.00,10.80,10.40,17.49,0.00,9.00,18.70,66.50,8.00,10.98,15.35,5.00,19.24,19.24,19.44,19.44,1.40,8.40,19.60,67.20,3.50,24.50,19.44,18.17,38.00,0.00,17.60,0.60,19.44,19.44,19.44,1.20,58.00,12.83,19.44,8.20,10.70,8.25,20.00,1.20,2.40,1.94,18.90,0.00,0.00,0.00,1.00,91.19,94.50,9.00,8.92,42.20,93.90,58.00,0.40,2.00,35.10,70.00,11.00,55.00,22.00,0.33,13.05
3.00,10.03,24.05,7.64,14.00,4.20,7.10,9.00,19.14,3.54,0.40,3.40,18.00,9.90,10.40,17.49,0.00,9.00,20.90,68.50,8.00,10.98,15.35,5.00,19.24,19.24,19.44,19.44,1.40,8.30,20.10,68.50,3.50,24.50,19.44,18.17,45.00,0.00,16.30,0.60,19.44,19.44,19.44,1.20,63.00,12.83,19.44,8.20,10.70,8.25,20.00,1.20,3.11,2.62,18.90,0.00,0.00,0.00,1.00,96.70,97.88,9.70,9.50,35.20,94.90,63.00,0.40,2.00,35.10,62.00,11.00,45.00,22.00,0.33,11.74
4.00,10.10,24.02,6.85,14.00,4.20,7.10,9.00,19.14,3.54,0.40,3.40,18.00,8.90,10.50,17.49,0.00,9.00,22.70,70.20,8.00,10.98,15.35,5.00,19.24,19.24,19.44,19.44,1.40,8.10,20.50,69.80,3.50,25.00,19.44,18.17,40.00,0.00,16.50,0.60,19.44,19.44,19.44,1.20,71.00,12.83,19.44,8.20,10.70,8.25,20.00,1.20,4.13,3.42,18.90,0.00,0.00,0.00,1.00,99.75,99.13,10.30,9.92,30.25,95.30,71.00,0.40,2.00,35.60,55.50,11.00,55.00,22.00,0.33,10.44
5.00,11.52,23.78,5.98,14.00,4.20,7.10,9.00,19.14,3.54,0.40,3.40,18.00,8.40,10.10,17.49,0.00,9.00,23.10,70.80,8.00,10.98,15.35,5.00,19.24,19.24,19.44,19.44,1.40,7.90,21.20,71.10,3.50,25.00,19.44,18.17,45.00,0.00,16.90,0.60,19.44,19.44,19.44,1.20,80.00,12.83,19.44,8.20,10.70,8.25,20.00,1.20,5.05,4.12,18.90,0.00,0.00,0.00,1.00,102.61,100.49,10.70,10.27,38.90,93.80,80.00,0.30,2.00,33.50,45.50,11.00,56.00,22.00,0.33,9.13
6.00,12.03,23.91,5.95,14.00,4.20,7.10,9.00,19.14,3.54,0.40,3.40,18.00,8.30,9.60,17.49,0.00,9.00,23.60,71.40,8.00,10.98,15.35,5.00,19.24,19.24,19.44,19.44,1.40,7.50,21.80,72.40,3.50,24.90,19.44,18.17,40.20,0.00,17.30,0.60,19.44,19.44,19.44,1.20,89.00,12.83,19.44,8.20,10.70,8.25,20.00,1.20,5.68,4.53,18.90,0.00,0.00,0.00,1.00,104.86,102.12,10.80,10.44,33.60,93.00,89.00,0.20,2.00,30.60,55.00,11.00,65.00,22.00,0.33,7.83
7.00,10.94,23.67,6.00,14.00,4.20,7.10,9.00,19.14,3.54,0.40,3.40,18.00,8.00,9.10,17.49,0.00,9.00,23.90,72.00,8.00,10.98,15.35,5.00,19.24,19.24,19.44,19.44,1.40,7.10,22.30,73.20,3.50,25.10,19.44,18.17,35.00,0.00,16.00,0.60,19.44,19.44,19.44,1.20,97.00,12.83,19.44,8.20,10.70,8.25,20.00,1.20,6.25,4.88,18.90,0.00,0.00,0.00,1.00,106.77,103.61,10.30,10.52,32.70,94.20,97.00,0.20,2.00,28.30,40.25,11.00,70.00,22.00,0.32,6.52
8.00,9.57,23.93,5.00,14.00,4.20,7.10,9.00,19.14,3.54,0.40,3.40,18.00,7.10,8.60,17.49,0.00,9.00,24.10,72.20,8.00,10.98,15.35,5.00,19.24,19.24,19.44,19.44,1.40,6.80,22.80,73.80,3.50,25.00,19.44,18.17,44.10,0.00,14.00,0.60,19.44,19.44,19.44,1.20,104.00,12.83,19.44,8.20,10.70,8.25,20.00,1.20,6.67,5.06,18.90,0.00,0.00,0.00,1.00,107.66,104.62,9.90,10.37,33.70,95.00,104.00,0.10,2.00,25.90,53.30,11.00,65.00,22.00,0.31,5.22
9.00,8.05,23.96,4.67,14.00,4.20,7.10,9.00,19.14,3.54,0.40,3.40,18.00,5.80,7.60,17.49,0.00,9.00,23.60,71.40,8.00,10.98,15.35,5.00,19.24,19.24,19.44,19.44,1.40,6.20,22.70,73.90,3.50,25.10,19.44,18.17,39.90,0.00,11.40,0.60,19.44,19.44,19.44,1.20,110.00,12.83,19.44,8.20,10.70,8.25,20.00,1.20,7.02,5.21,18.90,0.00,0.00,0.00,1.00,108.65,105.74,9.60,10.27,29.50,94.60,110.00,0.10,2.00,23.20,47.10,11.00,55.00,22.00,0.28,3.91
10.00,6.22,23.85,3.54,14.00,4.20,7.10,9.00,19.14,3.54,0.40,3.40,18.00,4.30,6.50,17.49,0.00,9.00,22.90,70.40,8.00,10.98,15.35,5.00,19.24,19.24,19.44,19.44,1.40,5.70,22.50,73.80,3.50,25.30,19.44,18.17,29.50,0.00,9.00,0.60,19.44,19.44,19.44,1.20,114.00,12.83,19.44,8.20,10.70,8.25,20.00,1.20,7.13,5.25,18.90,0.00,0.00,0.00,1.00,109.93,107.17,9.40,10.33,21.90,94.60,114.00,0.10,2.00,19.40,40.40,11.00,60.40,22.00,0.24,2.61
