"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CS SUNNY","CT AGROLMOS"
1.00,0.00,10.78,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,18.22,36.54,5.10,2.50,5.20,3.20,18.45,16.31,10.68,13.59,1.40,0.00,16.99,43.22,3.46,27.00,0.00,17.96,0.00,17.96,0.00,0.60,16.50,17.48,17.48,2.40,23.00,12.82,5.00,8.40,10.00,8.09,17.48,2.40,4.70,9.41,9.00,0.00,0.00,0.00,1.00,21.95,39.53,0.83,1.00,0.00,62.34,18.00,0.00,2.00,0.00,0.00,0.00,11.00
2.00,0.00,10.78,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,18.22,36.54,5.10,2.50,5.20,3.20,18.45,16.31,10.68,13.59,1.40,0.00,16.99,43.22,3.46,27.00,0.00,17.96,0.00,17.96,0.00,0.60,16.50,17.48,17.48,2.40,20.00,12.82,5.00,8.40,10.00,8.09,17.48,2.40,4.70,9.41,9.00,0.00,0.00,0.00,1.00,21.95,39.53,0.83,1.00,0.00,62.65,16.00,0.00,2.00,0.00,0.00,0.00,11.00
3.00,0.00,10.86,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,18.38,36.89,5.00,2.50,5.20,3.20,18.45,16.31,10.68,13.59,1.40,0.00,17.29,43.65,3.46,27.00,0.00,17.96,0.00,17.96,0.00,0.60,16.50,17.48,17.48,2.40,19.00,12.82,5.00,8.40,10.80,8.09,17.48,2.40,4.54,9.26,9.00,0.00,0.00,0.00,1.00,20.62,37.62,0.75,0.90,0.00,63.75,16.00,0.00,2.00,0.00,0.00,0.00,11.00
4.00,0.00,11.01,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,18.49,37.59,5.00,2.50,5.20,3.20,18.45,16.31,10.68,13.59,1.40,0.00,17.74,44.24,3.46,27.00,0.00,17.96,0.00,17.96,0.00,0.60,16.50,17.48,17.48,2.40,18.00,12.82,5.00,8.40,10.80,8.09,17.48,2.40,4.28,8.84,9.00,0.00,0.00,0.00,1.00,19.73,36.95,0.68,0.79,0.00,64.84,16.00,0.00,2.00,0.00,0.00,0.00,11.00
5.00,0.00,11.14,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,18.62,37.36,5.00,2.50,5.20,3.20,18.45,16.31,10.68,13.59,1.40,0.00,18.35,44.92,3.46,27.00,0.00,17.96,0.00,17.96,0.00,0.60,16.50,17.48,17.48,2.40,18.00,12.82,5.00,8.40,10.80,8.09,17.48,2.40,4.14,8.65,9.00,0.00,0.00,0.00,1.00,19.23,37.01,0.66,0.72,0.00,66.38,17.00,0.00,2.00,0.00,0.00,0.00,11.00
6.00,0.00,11.04,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,18.76,36.83,5.00,2.50,5.20,3.20,18.45,16.31,10.68,13.59,1.40,0.00,19.02,45.64,3.46,27.00,0.00,17.96,0.00,17.96,0.00,0.60,16.50,17.48,17.48,2.40,20.00,12.82,5.00,8.40,10.80,8.09,17.48,2.40,4.03,8.54,9.00,0.00,0.00,0.00,1.00,18.84,37.31,0.66,0.66,0.00,67.92,19.00,0.00,2.00,0.00,0.00,0.00,11.00
7.00,0.00,11.12,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,19.04,37.67,5.00,2.50,5.20,3.20,18.45,16.31,10.68,13.59,1.40,0.00,19.83,47.43,3.46,27.00,0.00,17.96,0.00,17.96,0.00,0.60,16.50,17.48,17.48,2.40,24.00,12.82,5.00,8.40,10.80,8.09,17.48,2.40,4.15,8.84,9.00,0.00,0.00,0.00,1.00,20.90,40.01,0.72,0.74,0.00,69.18,23.00,0.00,2.00,0.00,0.00,0.00,11.00
8.00,0.00,11.14,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,19.37,38.96,5.00,2.50,5.20,3.20,18.45,16.31,10.68,13.59,1.40,0.00,20.70,49.57,3.46,27.00,0.00,17.96,0.00,17.96,0.00,0.60,16.50,17.48,17.48,2.40,31.00,12.82,5.00,8.40,10.80,8.09,17.48,2.40,4.36,9.27,9.00,0.00,0.00,0.00,1.00,23.77,43.51,0.78,0.86,0.00,70.44,28.00,0.00,2.00,0.00,0.00,0.00,11.00
9.00,0.00,11.33,0.00,14.00,1.45,7.00,7.80,9.30,3.50,0.40,3.40,19.00,0.00,0.00,17.48,0.00,5.80,19.43,36.49,5.00,2.50,5.20,3.20,18.45,16.31,10.68,13.59,1.40,0.00,20.98,51.04,3.46,27.00,0.00,17.96,0.00,17.96,0.00,0.60,16.50,17.48,17.48,2.40,36.00,12.82,5.00,8.40,10.80,8.09,17.48,2.40,4.57,9.43,9.00,0.00,0.00,0.00,1.00,25.55,46.51,0.85,0.97,0.00,72.03,33.00,0.00,2.00,0.00,0.00,0.00,11.00
10.00,0.00,11.30,0.06,14.00,1.45,7.00,7.80,9.30,3.50,0.40,3.40,19.00,0.02,0.03,17.48,0.00,5.80,19.40,32.76,5.00,2.50,5.20,3.20,18.45,16.31,10.68,13.59,1.40,0.00,21.06,52.28,3.46,27.00,0.00,17.96,0.19,17.96,0.08,0.60,16.50,17.48,17.48,2.40,41.00,12.82,5.00,8.40,10.80,8.09,17.48,2.40,4.78,9.51,9.00,0.00,0.00,0.00,1.00,26.96,49.34,0.92,1.07,0.27,73.61,39.00,0.00,2.00,0.02,0.00,0.00,11.00
