"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,65.51,17.21,4.01,22.63,14.92,96.09,5.13,2.82,150.00,109.13,48.74,44.06,35.37,201.98,13.33,1.97,6.88,81.97,6.39,9.98,85.48,0.00,19.77,174.19,0.00,40.31,40.20,58.53,40.26,144.84,155.25,144.89,0.00,74.91,76.30,41.44,38.25,51.90,30.67,30.56,30.55,45.90,45.92,87.75,87.71,203.20,19.40,0.00
2.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,65.01,17.21,4.01,22.63,14.92,93.82,5.13,2.82,150.00,108.28,48.12,44.06,35.37,201.98,13.33,1.97,6.88,81.97,6.39,9.98,85.48,0.00,19.77,171.97,0.00,32.39,43.61,43.90,32.39,143.70,153.96,143.75,0.00,74.91,76.30,59.28,0.00,51.90,30.67,30.56,30.55,45.75,45.78,64.81,64.80,203.20,19.40,0.00
3.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,63.41,17.21,4.01,22.63,14.92,89.79,5.13,2.82,150.00,110.15,46.18,44.06,35.37,201.98,13.33,1.97,6.88,81.97,6.39,9.98,85.48,5.46,19.77,169.40,0.00,31.95,41.21,41.44,31.95,135.61,144.77,135.65,0.00,73.41,74.44,29.96,29.38,51.90,30.67,30.56,30.55,45.23,45.25,77.97,0.00,203.20,19.40,0.00
4.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,62.30,17.21,4.01,22.63,14.92,85.25,5.13,2.82,150.00,106.94,44.83,44.06,33.84,201.98,13.33,1.97,6.88,81.97,6.39,9.98,81.17,5.46,18.77,167.74,0.00,27.22,47.34,40.08,29.73,130.47,138.94,130.50,0.00,71.97,70.21,25.12,36.05,51.90,30.67,30.56,30.55,45.23,45.25,86.25,0.00,203.20,19.40,0.00
5.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,63.17,17.21,4.01,22.63,14.92,84.15,5.13,2.82,150.00,106.45,45.89,44.06,0.00,201.98,13.33,1.97,6.88,81.97,6.39,9.98,77.78,5.46,17.99,166.79,0.00,34.54,0.00,53.03,52.74,129.64,138.00,129.67,0.00,71.76,68.84,26.51,38.09,51.90,30.67,30.56,30.55,45.23,45.25,77.68,0.00,203.20,19.40,0.00
6.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,59.91,17.21,4.01,22.63,14.92,81.71,5.13,2.82,150.00,105.42,41.92,44.06,22.66,201.98,13.33,1.97,6.88,81.97,6.39,9.98,71.51,5.46,16.54,163.33,0.00,46.43,0.00,46.61,46.35,122.55,130.08,122.57,0.00,71.21,61.80,65.39,0.00,51.90,30.67,30.56,30.55,45.08,45.11,20.62,0.00,203.20,19.40,0.00
7.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,60.64,17.21,4.01,22.63,14.92,81.71,5.13,2.82,150.00,104.92,42.81,44.06,29.78,201.98,13.33,1.97,6.88,81.97,6.39,9.98,78.66,5.46,18.19,165.13,0.00,61.17,0.00,0.00,0.00,125.57,133.44,125.60,0.00,71.68,68.24,46.00,46.45,51.90,30.67,30.56,30.55,45.37,45.40,72.81,0.00,203.20,19.40,0.00
8.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,60.22,17.21,4.01,22.63,14.92,80.15,5.13,2.82,150.00,104.80,42.30,44.06,30.93,201.98,13.33,1.97,6.88,81.97,6.39,9.98,76.06,5.46,17.59,164.09,0.00,61.17,0.00,0.00,0.00,121.64,129.08,121.66,0.00,70.23,65.97,45.61,46.62,51.90,30.67,30.56,30.55,45.08,45.11,38.91,0.00,203.20,19.40,0.00
9.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,60.55,17.21,4.01,22.63,14.92,83.26,5.13,2.82,150.00,107.54,42.70,44.06,30.78,201.98,13.33,1.97,6.88,81.97,6.39,9.98,83.48,5.46,19.31,164.62,0.00,52.84,28.33,28.36,25.74,123.48,131.11,123.51,0.00,71.13,68.48,46.14,46.51,51.90,30.67,30.56,30.55,45.37,45.39,68.58,0.00,203.20,19.40,0.00
10.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,60.54,17.21,4.01,22.63,14.92,81.71,5.13,2.82,150.00,106.74,42.68,44.06,28.31,201.98,13.33,1.97,6.88,81.97,6.39,9.98,82.32,5.46,19.04,164.56,0.00,25.21,54.83,27.30,27.29,121.07,128.45,121.09,0.00,71.54,66.81,45.85,46.60,51.90,30.67,30.56,30.55,45.24,45.26,47.63,0.00,203.20,19.40,0.00
