"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,74.58,30.10,67.46,548.10,85.96,9.09,6.63,101.38,19.29,3.99,30.17,12.26,99.71,0.00,5.13,2.82,164.71,112.90,88.82,17.71,45.00,196.10,25.01,3.89,6.88,87.66,0.00,6.39,9.98,0.00,5.49,18.64,0.00,183.34,20.51,0.00,68.21,48.47,185.07,198.10,185.13,5.67,0.00,46.15,66.88,58.99,32.04,30.82,30.70,30.70,46.68,41.41,110.80,110.50,104.00
2.00,77.90,30.10,67.46,520.02,80.30,9.09,6.63,98.56,19.29,3.99,30.17,12.26,88.45,0.00,5.13,2.82,164.71,110.52,88.82,17.71,34.15,196.10,25.01,3.89,6.88,87.66,0.00,6.39,9.98,0.00,5.49,19.66,0.00,177.88,39.92,0.00,20.74,20.74,185.07,198.10,185.13,5.67,0.00,46.15,66.88,58.99,36.05,30.82,30.70,30.70,85.00,52.95,110.80,77.29,104.00
3.00,0.00,30.10,67.46,516.99,79.77,9.09,6.63,0.00,19.29,3.99,30.17,12.26,81.33,0.00,5.13,2.82,164.71,108.52,88.82,17.71,34.15,196.10,25.01,3.89,6.88,87.66,0.00,6.39,9.98,0.00,5.49,19.87,0.00,216.22,53.93,0.00,33.06,20.51,185.07,198.10,185.13,5.67,0.00,46.15,66.88,58.99,46.86,30.82,30.70,30.70,85.00,48.67,110.80,81.57,104.00
4.00,74.15,30.10,67.46,444.32,69.48,9.09,6.63,0.00,19.29,3.99,30.17,12.26,67.74,0.00,5.13,2.82,164.71,106.16,88.82,17.71,34.15,196.10,25.01,3.89,6.88,87.66,0.00,6.39,9.98,0.00,5.49,12.80,0.00,202.12,37.54,0.00,20.51,0.00,185.07,198.10,185.13,5.67,0.00,46.15,66.88,58.99,38.07,30.82,30.70,30.70,85.00,22.44,110.80,110.50,104.00
5.00,60.21,30.10,67.46,371.45,61.20,9.09,6.63,80.50,19.29,3.99,30.17,12.26,54.47,0.00,5.13,2.82,164.71,103.83,88.82,17.71,34.15,196.10,25.01,3.89,6.88,87.66,0.00,6.39,9.98,0.00,5.49,6.93,0.00,159.34,52.25,0.00,65.70,0.00,185.07,189.27,185.13,5.67,0.00,75.00,64.08,57.27,24.47,30.82,30.70,30.70,20.51,20.51,110.80,110.50,104.00
6.00,0.00,30.10,67.46,390.53,63.27,9.09,6.63,92.41,19.29,3.99,30.17,12.26,54.26,0.00,5.13,2.82,164.71,103.87,88.82,17.71,34.15,196.10,25.01,3.89,6.88,87.66,0.00,6.39,9.98,0.00,5.49,19.87,0.00,170.11,45.41,0.00,58.66,0.00,185.07,198.10,185.13,5.67,0.00,46.15,66.88,66.80,0.00,30.82,30.70,30.50,20.51,20.51,110.80,110.50,104.00
7.00,64.14,30.10,67.46,350.58,58.98,9.09,6.63,0.00,19.29,3.99,30.17,12.26,45.93,0.00,5.13,2.82,164.71,101.87,88.82,17.71,36.07,196.10,25.01,3.89,6.88,87.66,0.00,6.39,9.98,0.00,5.49,7.55,0.00,184.57,20.51,0.00,35.61,0.00,185.06,198.10,185.13,5.67,0.00,46.15,66.87,58.98,33.68,30.82,30.70,30.70,85.00,20.51,110.80,110.50,104.00
8.00,60.48,30.10,67.46,349.68,58.88,9.09,6.63,79.37,19.29,3.99,30.17,12.26,45.68,0.00,5.13,2.82,164.71,101.81,88.82,17.71,36.19,196.10,25.01,3.89,6.88,87.66,0.00,6.39,9.98,0.00,5.49,9.54,0.00,152.81,20.51,0.00,20.51,51.86,185.06,198.10,185.13,5.67,0.00,0.00,66.76,58.87,0.00,30.82,30.70,30.70,85.00,84.00,110.80,30.64,104.00
9.00,72.41,30.10,67.46,355.75,59.53,9.09,6.63,81.93,19.29,3.99,30.17,12.26,46.09,0.00,5.13,2.82,164.71,101.80,88.82,17.71,34.91,196.10,25.01,3.89,6.88,87.66,0.00,6.39,9.98,0.00,5.49,0.00,0.00,155.57,20.51,0.00,40.79,31.59,185.06,198.10,185.13,5.67,0.00,0.00,66.88,58.99,0.00,30.82,30.70,30.70,85.00,84.00,110.80,31.92,104.00
10.00,73.14,30.10,67.46,351.74,59.11,9.09,6.63,80.08,19.29,3.99,30.17,12.26,48.68,0.00,5.13,2.82,164.71,102.41,88.82,17.71,34.15,196.10,25.01,3.89,6.88,87.66,0.00,6.39,9.98,0.00,5.49,0.00,0.00,157.41,20.51,0.00,52.94,20.51,185.06,198.10,185.13,5.67,0.00,0.00,66.88,58.99,27.07,30.82,30.70,30.70,85.00,20.51,110.80,95.09,104.00
