"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,69.05,28.58,67.13,643.66,209.39,5.15,1.02,87.86,17.91,1.15,29.02,14.92,60.00,0.00,5.13,2.82,116.67,56.52,51.42,37.16,34.48,91.36,16.66,1.97,6.07,63.75,0.00,6.39,9.00,59.84,4.43,13.84,144.68,0.00,55.10,35.10,67.58,67.03,66.49,137.22,66.49,4.50,67.01,52.58,39.28,44.75,39.63,19.63,19.59,19.59,20.62,27.73,0.00,110.22,41.84
2.00,72.37,29.95,67.13,643.66,209.39,5.15,1.02,87.86,17.91,1.15,29.02,14.92,60.00,0.00,5.13,2.82,116.67,56.52,51.42,37.16,34.48,91.36,16.66,1.97,6.07,63.75,0.00,6.39,9.00,4.64,4.43,0.00,0.00,0.00,46.16,66.86,67.64,46.08,77.14,0.00,179.60,4.50,67.01,65.05,46.81,45.64,39.63,19.64,19.60,19.60,78.25,20.62,0.00,110.22,35.75
3.00,69.30,29.95,67.13,643.66,209.39,5.15,1.02,87.86,17.91,1.15,29.02,14.92,60.00,0.00,5.13,2.82,116.67,56.52,51.42,37.16,34.48,91.36,16.66,1.97,6.07,63.75,0.00,6.39,9.00,58.80,4.43,13.60,0.00,0.00,54.10,66.86,67.64,32.16,86.59,0.00,144.64,4.02,0.00,75.00,44.18,44.05,39.63,17.17,17.15,17.15,68.30,20.62,0.00,110.22,33.23
4.00,65.47,29.95,67.13,643.66,209.39,5.15,1.02,87.86,17.91,1.15,29.02,14.92,60.00,0.00,5.13,2.82,116.67,56.52,51.42,37.16,34.48,91.36,16.66,1.97,6.07,63.75,0.00,6.39,9.00,44.99,4.43,10.41,144.33,0.00,0.00,60.19,67.88,0.00,164.50,72.84,66.49,3.02,0.00,75.00,36.77,39.43,39.63,12.00,12.00,12.00,63.60,20.62,0.00,110.22,28.02
5.00,72.37,29.95,67.13,643.66,209.39,5.15,1.02,82.22,17.91,1.15,29.02,14.92,65.00,0.00,5.13,2.82,116.67,39.72,44.57,37.16,34.02,91.36,16.66,1.97,6.07,63.75,0.00,6.39,9.00,0.00,4.43,0.00,144.33,0.00,0.00,39.31,39.49,0.00,101.74,179.96,66.49,2.69,0.00,75.00,43.84,43.80,39.63,10.31,10.31,10.31,20.62,20.62,0.00,110.22,18.33
6.00,72.37,29.95,67.13,643.66,209.39,5.15,1.02,84.38,17.91,1.15,29.02,14.92,65.00,0.00,5.13,2.82,116.67,48.57,47.19,37.16,34.48,91.36,16.66,1.97,6.07,63.75,0.00,6.39,9.00,0.00,4.43,0.00,144.33,0.00,0.00,20.62,67.88,0.00,66.49,81.93,66.49,2.69,0.00,0.00,45.09,47.35,39.63,10.31,10.31,10.31,83.06,66.10,0.00,110.22,18.33
7.00,72.37,29.95,67.13,643.66,209.39,5.15,1.02,87.86,17.91,1.15,29.02,14.92,65.00,0.00,5.13,2.82,116.67,52.39,51.42,37.16,34.48,91.36,16.66,1.97,6.88,63.75,0.00,6.39,9.00,22.52,4.43,5.21,144.33,0.00,0.00,66.62,67.40,0.00,0.00,81.74,66.49,2.69,0.00,0.00,48.78,43.67,39.63,10.31,10.31,10.31,83.21,20.62,0.00,110.22,18.33
8.00,72.37,29.95,67.13,643.66,209.39,5.15,1.02,87.86,17.91,1.15,29.02,14.92,65.00,0.00,5.13,2.82,116.67,52.39,51.42,37.16,34.48,91.36,16.66,1.97,6.88,63.75,0.00,6.39,9.00,46.91,4.43,10.85,144.33,0.00,0.00,67.10,61.17,0.00,166.27,72.84,66.49,3.58,0.00,75.00,48.78,43.67,39.63,14.88,14.88,14.88,34.57,41.68,0.00,110.22,64.38
9.00,66.73,29.95,67.13,643.66,209.39,5.15,1.02,87.86,17.91,1.15,29.02,14.92,75.74,0.00,5.13,2.82,116.67,76.53,51.42,37.16,34.48,91.36,16.66,1.97,6.88,63.75,0.00,6.39,9.00,69.49,4.43,16.07,149.32,0.00,0.00,51.44,66.81,51.60,183.00,93.10,112.87,4.25,0.00,76.30,42.59,40.37,39.63,18.34,18.31,18.31,24.17,21.41,0.00,110.22,97.06
10.00,72.37,29.95,67.13,643.66,209.39,5.15,1.02,87.86,17.91,1.15,29.02,14.92,100.88,0.00,5.13,2.82,116.67,80.00,51.42,37.16,34.48,91.36,16.66,1.97,6.88,63.75,0.00,6.39,9.00,67.68,4.43,15.65,149.19,0.00,20.62,20.62,45.54,20.62,184.17,93.59,154.44,4.03,0.00,76.30,46.75,45.60,39.63,17.22,17.20,17.20,41.43,0.00,0.00,110.22,109.63
11.00,68.04,29.95,67.13,643.66,209.39,5.15,1.02,87.86,17.91,1.15,29.02,14.92,121.82,0.00,5.13,2.82,116.67,85.66,51.42,37.16,25.03,91.36,16.66,1.97,6.88,63.75,0.00,6.39,9.00,63.27,4.43,14.63,147.20,0.00,32.29,32.26,43.99,63.53,181.99,97.96,176.10,3.63,0.00,76.30,40.04,41.52,39.63,15.14,15.13,15.13,0.00,27.08,0.00,110.22,121.14
12.00,72.37,29.95,67.13,643.66,209.39,5.15,1.02,77.68,17.91,1.15,29.02,14.92,129.37,0.00,5.13,2.82,116.67,89.90,39.04,37.16,28.65,91.36,16.66,1.97,6.88,63.75,0.00,6.39,9.00,63.27,4.43,14.64,228.46,0.00,21.39,21.81,31.32,21.39,168.37,180.81,94.10,2.86,0.00,66.99,47.80,44.44,39.63,11.18,11.18,11.18,0.00,20.62,0.00,110.22,125.04
13.00,72.37,29.95,67.13,643.66,209.39,5.15,1.02,85.03,17.91,1.15,29.02,14.92,131.23,0.00,5.13,2.82,116.67,89.89,47.99,37.16,34.48,91.36,16.66,1.97,6.88,63.75,0.00,6.39,9.00,70.99,4.43,16.42,228.46,0.00,24.62,24.61,22.90,22.90,181.60,143.99,115.75,4.97,0.00,76.30,47.70,44.36,39.63,22.05,21.98,21.98,0.00,45.66,0.00,110.22,126.62
14.00,72.37,29.95,67.13,643.66,209.39,5.15,1.02,90.51,17.91,1.15,29.02,14.92,131.40,0.00,5.13,2.82,116.67,87.89,54.65,37.16,34.48,91.36,16.66,1.97,6.88,63.75,0.00,6.39,9.00,70.20,4.43,16.24,228.46,0.00,20.62,44.90,45.10,20.62,66.49,188.35,182.27,4.86,0.00,76.30,46.63,41.61,39.63,21.48,21.42,21.42,0.00,43.21,0.00,110.22,125.81
15.00,67.15,29.95,67.13,643.66,209.39,5.15,1.02,85.55,17.91,1.15,29.02,14.92,130.65,0.00,5.13,2.82,116.67,85.11,48.61,37.16,25.03,91.36,16.66,1.97,6.88,63.75,0.00,6.39,9.00,69.62,4.43,16.10,228.46,0.00,26.00,32.81,52.85,52.56,176.12,96.51,164.73,5.67,0.00,76.30,43.49,38.52,39.63,25.67,25.57,25.56,0.00,49.93,0.00,110.22,125.07
