"ETAPA \ URS","URSSTK001","URSSTK002","URSSTK003","URSSTK004","URSEGN001","URSKLP001","URSKLP002","URSEGN002","URSENL001","URSENL002","URSCLP001","URSENG001","URSKPL003","URSTCH001","URSENL004","URSCHI001","URSCHG001","URSFNX001","URSENL005"
1.00,0.00,0.00,0.00,0.00,0.00,130.00,0.00,0.00,75.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2.00,0.00,0.00,0.00,0.00,0.00,157.96,0.00,0.00,47.04,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3.00,0.00,0.00,0.00,0.00,0.00,157.96,0.00,0.00,47.04,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.00,0.00,0.00,0.00,0.00,0.00,157.96,0.00,0.00,47.04,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5.00,0.00,0.00,0.00,0.00,0.00,174.00,0.00,0.00,31.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6.00,0.00,0.00,0.00,0.00,0.00,174.00,0.00,0.00,31.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7.00,0.00,0.00,0.00,0.00,0.00,159.27,0.00,0.00,45.73,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
8.00,0.00,0.00,0.00,0.00,0.00,158.41,0.00,0.00,46.59,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9.00,0.00,0.00,0.00,0.00,0.00,157.96,0.00,0.00,47.04,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10.00,0.00,0.00,0.00,0.00,0.00,157.96,0.00,0.00,47.04,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11.00,0.00,0.00,0.00,0.00,0.00,157.96,0.00,0.00,47.04,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12.00,0.00,0.00,0.00,0.00,0.00,157.96,0.00,0.00,47.04,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13.00,0.00,0.00,0.00,0.00,0.00,153.00,0.00,0.00,68.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
14.00,0.00,0.00,0.00,0.00,0.00,179.92,0.00,0.00,41.08,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
15.00,0.00,0.00,0.00,0.00,0.00,153.00,0.00,0.00,68.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
16.00,0.00,0.00,0.00,0.00,0.00,188.83,0.00,0.00,32.17,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
17.00,0.00,0.00,0.00,0.00,0.00,131.00,0.00,0.00,90.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18.00,0.00,0.00,0.00,0.00,0.00,131.00,0.00,0.00,90.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19.00,0.00,0.00,0.00,0.00,0.00,131.00,0.00,0.00,90.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
20.00,0.00,0.00,0.00,0.00,0.00,131.00,0.00,0.00,90.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
