"ETAPA \ EMBALSE","Emb0","SHEQUE","HUINCO RES","PRESA MALPASO","AGUADA BLANCA","CAMPANARIO","CINCEL","CIRATO","ARICOTA RES","PRESA GALLITO CIEGO","PRESA COMPEN GALLITO","SAN GABAN","TULUMAYO","SAN DIEGO","HUALLAMAYO","TABLACHACA","CHAGLLA EM","PICUNCHE","SHAPIRINGO","CERRO DEL AGUILA EM","PALLCA","EMB CHECRAS","RESER CAPILLUCAS","PULMON MATUCANA","TOMA HUAMPANI","RESERV RESTIT","TOMA SURCO"
1.000,0.000,0.213,0.260,25.877,29.995,0.078,0.110,0.444,0.045,300.000,0.720,0.148,0.839,0.602,0.916,2.628,355.448,0.350,0.157,25.782,0.306,0.423,1.353,0.020,0.030,0.481,0.031
2.000,0.000,0.210,0.253,25.873,29.997,0.076,0.113,0.451,0.045,300.000,0.720,0.148,0.858,0.556,0.910,2.755,355.396,0.365,0.164,25.704,0.318,0.450,1.353,0.020,0.030,0.488,0.031
3.000,0.000,0.207,0.246,25.868,29.999,0.074,0.115,0.459,0.045,300.000,0.720,0.148,0.878,0.531,0.905,2.883,355.343,0.381,0.174,25.626,0.330,0.478,1.353,0.022,0.030,0.494,0.031
4.000,0.000,0.204,0.239,25.863,30.004,0.072,0.116,0.467,0.045,300.000,0.720,0.148,0.897,0.515,0.899,3.011,355.291,0.398,0.184,25.548,0.342,0.506,1.353,0.026,0.030,0.501,0.031
5.000,0.000,0.204,0.230,25.859,30.008,0.069,0.117,0.475,0.045,300.000,0.720,0.148,0.916,0.505,0.894,3.139,355.239,0.417,0.195,25.470,0.353,0.533,1.353,0.028,0.030,0.508,0.031
6.000,0.000,0.203,0.220,25.856,30.011,0.067,0.119,0.482,0.045,300.000,0.720,0.148,0.935,0.497,0.888,3.266,355.187,0.438,0.206,25.392,0.365,0.561,1.353,0.030,0.030,0.515,0.031
7.000,0.000,0.200,0.213,25.851,30.015,0.066,0.120,0.490,0.045,300.000,0.720,0.148,0.954,0.492,0.883,3.394,355.134,0.462,0.219,25.314,0.377,0.578,1.353,0.033,0.030,0.522,0.031
8.000,0.000,0.197,0.206,25.851,30.017,0.064,0.122,0.498,0.045,300.000,0.720,0.148,0.973,0.489,0.877,3.445,355.082,0.487,0.230,25.312,0.388,0.578,1.353,0.038,0.030,0.529,0.031
9.000,0.000,0.194,0.199,25.850,30.020,0.062,0.125,0.506,0.045,300.000,0.720,0.148,0.993,0.486,0.872,3.445,355.030,0.470,0.241,25.361,0.400,0.578,1.353,0.040,0.030,0.535,0.031
10.000,0.000,0.191,0.192,25.849,30.022,0.059,0.127,0.513,0.045,300.000,0.720,0.148,1.012,0.485,0.866,3.445,354.978,0.471,0.251,25.411,0.412,0.578,1.353,0.045,0.030,0.542,0.031
11.000,0.000,0.188,0.185,25.856,30.029,0.057,0.125,0.521,0.045,300.000,0.720,0.148,1.031,0.483,0.861,3.445,354.925,0.487,0.258,25.461,0.423,0.578,1.353,0.046,0.030,0.549,0.031
12.000,0.000,0.184,0.179,25.882,30.042,0.055,0.117,0.520,0.045,300.000,0.720,0.148,1.050,0.482,0.855,3.445,354.873,0.475,0.266,25.510,0.435,0.578,1.353,0.049,0.030,0.556,0.031
13.000,0.000,0.174,0.179,25.882,30.059,0.053,0.106,0.520,0.045,300.000,0.720,0.148,1.069,0.482,0.850,3.445,354.821,0.487,0.270,25.560,0.447,0.578,1.353,0.051,0.030,0.563,0.031
14.000,0.000,0.168,0.175,25.877,30.078,0.051,0.091,0.519,0.045,300.000,0.720,0.148,1.089,0.481,0.844,3.445,354.769,0.470,0.268,25.610,0.459,0.578,1.353,0.050,0.030,0.570,0.031
15.000,0.000,0.158,0.175,25.882,30.098,0.049,0.077,0.518,0.045,300.000,0.720,0.148,1.108,0.481,0.839,3.445,354.717,0.471,0.269,25.659,0.470,0.578,1.353,0.050,0.030,0.576,0.031
16.000,0.000,0.150,0.173,25.882,30.117,0.047,0.062,0.518,0.045,300.000,0.720,0.148,1.127,0.481,0.834,3.445,354.664,0.487,0.270,25.709,0.482,0.578,1.353,0.049,0.030,0.583,0.031
17.000,0.000,0.150,0.181,25.877,30.115,0.046,0.067,0.517,0.045,300.000,0.720,0.148,1.146,0.480,0.828,3.445,354.612,0.487,0.270,25.759,0.476,0.578,1.353,0.048,0.030,0.590,0.031
18.000,0.000,0.150,0.189,25.873,30.115,0.046,0.069,0.516,0.045,300.000,0.720,0.148,1.165,0.480,0.823,3.445,354.560,0.467,0.269,25.808,0.469,0.578,1.353,0.047,0.030,0.584,0.031
19.000,0.000,0.150,0.194,25.868,30.113,0.047,0.073,0.515,0.045,300.000,0.720,0.148,1.185,0.480,0.817,3.445,354.508,0.456,0.266,25.858,0.466,0.578,1.353,0.046,0.030,0.581,0.031
20.000,0.000,0.151,0.198,25.863,30.111,0.048,0.076,0.515,0.045,300.000,0.720,0.148,1.204,0.480,0.812,3.445,354.456,0.455,0.261,25.860,0.463,0.578,1.353,0.045,0.030,0.582,0.031
21.000,0.000,0.153,0.202,25.858,30.107,0.049,0.081,0.514,0.045,300.000,0.720,0.148,1.223,0.480,0.806,3.445,354.403,0.468,0.252,25.860,0.457,0.578,1.353,0.044,0.030,0.585,0.031
22.000,0.000,0.167,0.199,25.854,30.102,0.050,0.087,0.513,0.045,300.000,0.720,0.148,1.242,0.480,0.801,3.445,354.351,0.487,0.244,25.860,0.449,0.578,1.353,0.043,0.030,0.590,0.031
23.000,0.000,0.170,0.204,25.849,30.099,0.051,0.091,0.512,0.045,300.000,0.720,0.148,1.261,0.480,0.795,3.445,354.299,0.487,0.236,25.860,0.443,0.578,1.353,0.042,0.030,0.590,0.031
