"ETAPA \ EMBALSE","Emb0","SHEQUE","HUINCO RES","PRESA MALPASO","AGUADA BLANCA","CAMPANARIO","CINCEL","CIRATO","ARICOTA RES","PRESA GALLITO CIEGO","PRESA COMPEN GALLITO","SAN GABAN","TULUMAYO","SAN DIEGO","HUALLAMAYO","TABLACHACA","CHAGLLA EM","PICUNCHE","SHAPIRINGO","CERRO DEL AGUILA EM","PALLCA","EMB CHECRAS","RESER CAPILLUCAS","PULMON MATUCANA","TOMA HUAMPANI","RESERV RESTIT","TOMA SURCO"
24.000,0.000,0.173,0.208,25.844,30.097,0.051,0.093,0.512,0.045,300.000,0.720,0.148,1.280,0.480,0.790,3.445,354.247,0.470,0.227,25.860,0.438,0.578,1.353,0.041,0.030,0.584,0.031
25.000,0.000,0.170,0.213,25.840,30.099,0.052,0.092,0.511,0.045,300.000,0.720,0.148,1.300,0.480,0.784,3.445,354.194,0.471,0.223,25.860,0.437,0.578,1.353,0.040,0.030,0.580,0.031
26.000,0.000,0.163,0.217,25.840,30.106,0.052,0.085,0.510,0.045,300.000,0.720,0.148,1.319,0.480,0.778,3.445,354.142,0.487,0.224,25.860,0.442,0.578,1.353,0.039,0.030,0.578,0.031
27.000,0.000,0.153,0.222,25.882,30.117,0.052,0.075,0.510,0.045,300.000,0.720,0.148,1.338,0.480,0.773,3.445,354.090,0.487,0.230,25.860,0.448,0.578,1.353,0.039,0.030,0.579,0.031
28.000,0.000,0.152,0.226,25.877,30.110,0.053,0.081,0.509,0.045,300.000,0.720,0.148,1.357,0.480,0.767,3.445,354.038,0.487,0.226,25.860,0.447,0.578,1.353,0.038,0.030,0.581,0.031
29.000,0.000,0.169,0.211,25.873,30.110,0.053,0.081,0.508,0.045,300.000,0.720,0.148,1.376,0.480,0.761,3.445,353.985,0.487,0.221,25.860,0.447,0.578,1.353,0.037,0.030,0.585,0.031
30.000,0.000,0.188,0.196,25.868,30.105,0.054,0.084,0.507,0.045,300.000,0.720,0.148,1.396,0.480,0.756,3.445,353.933,0.470,0.214,25.860,0.445,0.578,1.353,0.036,0.030,0.590,0.031
31.000,0.000,0.189,0.200,25.863,30.099,0.055,0.088,0.507,0.045,300.000,0.720,0.148,1.415,0.479,0.750,3.445,353.881,0.471,0.206,25.860,0.441,0.578,1.353,0.035,0.030,0.585,0.031
32.000,0.000,0.199,0.205,25.858,30.092,0.056,0.092,0.506,0.045,300.000,0.720,0.148,1.434,0.479,0.744,3.445,353.829,0.487,0.197,25.860,0.428,0.578,1.353,0.034,0.030,0.586,0.031
33.000,0.000,0.203,0.209,25.854,30.086,0.057,0.095,0.505,0.045,300.000,0.720,0.148,1.453,0.479,0.738,3.445,353.777,0.487,0.189,25.860,0.421,0.578,1.353,0.033,0.030,0.590,0.031
34.000,0.000,0.204,0.214,25.849,30.080,0.058,0.098,0.505,0.045,300.000,0.720,0.148,1.472,0.478,0.732,3.445,353.724,0.475,0.180,25.860,0.417,0.578,1.353,0.032,0.030,0.590,0.031
35.000,0.000,0.205,0.218,25.844,30.073,0.059,0.100,0.504,0.045,300.000,0.720,0.148,1.491,0.478,0.725,3.445,353.672,0.487,0.172,25.860,0.414,0.578,1.353,0.031,0.030,0.590,0.031
36.000,0.000,0.200,0.223,25.848,30.067,0.059,0.102,0.503,0.045,300.000,0.720,0.148,1.500,0.477,0.719,3.445,353.620,0.475,0.171,25.860,0.415,0.578,1.353,0.030,0.030,0.585,0.031
37.000,0.000,0.208,0.227,25.843,30.061,0.060,0.104,0.502,0.045,300.000,0.720,0.148,1.500,0.476,0.713,3.445,353.568,0.487,0.163,25.860,0.405,0.578,1.353,0.029,0.030,0.586,0.031
38.000,0.000,0.219,0.232,25.838,30.054,0.060,0.105,0.500,0.045,300.000,0.720,0.148,1.500,0.474,0.706,3.445,353.515,0.475,0.154,25.860,0.391,0.578,1.353,0.028,0.030,0.590,0.031
39.000,0.000,0.225,0.242,25.834,30.048,0.061,0.105,0.494,0.045,300.000,0.720,0.148,1.500,0.472,0.699,3.445,353.463,0.487,0.146,25.860,0.377,0.578,1.353,0.027,0.030,0.583,0.031
40.000,0.000,0.231,0.251,25.829,30.041,0.061,0.105,0.489,0.045,300.000,0.720,0.148,1.500,0.469,0.692,3.445,353.411,0.465,0.137,25.860,0.363,0.578,1.353,0.026,0.030,0.576,0.031
41.000,0.000,0.237,0.260,25.824,30.035,0.061,0.105,0.485,0.045,300.000,0.720,0.148,1.500,0.464,0.685,3.445,353.359,0.448,0.129,25.860,0.349,0.578,1.353,0.026,0.030,0.570,0.031
42.000,0.000,0.235,0.260,25.819,30.029,0.060,0.104,0.481,0.045,300.000,0.720,0.148,1.500,0.458,0.678,3.445,353.306,0.437,0.120,25.860,0.335,0.578,1.353,0.025,0.030,0.565,0.031
43.000,0.000,0.232,0.260,25.815,30.022,0.060,0.102,0.481,0.045,300.000,0.720,0.148,1.500,0.449,0.670,3.445,353.254,0.430,0.112,25.860,0.322,0.578,1.353,0.024,0.030,0.560,0.031
44.000,0.000,0.229,0.260,25.810,30.016,0.059,0.099,0.480,0.045,300.000,0.720,0.148,1.500,0.436,0.662,3.445,353.202,0.429,0.104,25.860,0.308,0.578,1.353,0.023,0.030,0.556,0.031
45.000,0.000,0.235,0.260,25.805,30.010,0.058,0.095,0.488,0.045,300.000,0.720,0.148,1.500,0.417,0.653,3.445,353.150,0.434,0.095,25.860,0.294,0.578,1.353,0.022,0.030,0.552,0.031
46.000,0.000,0.235,0.260,25.801,30.003,0.055,0.090,0.496,0.045,300.000,0.720,0.148,1.500,0.389,0.643,3.445,353.097,0.446,0.088,25.860,0.291,0.578,1.353,0.021,0.030,0.549,0.031
47.000,0.000,0.230,0.260,25.796,29.997,0.050,0.083,0.503,0.045,300.000,0.720,0.148,1.500,0.342,0.632,3.445,353.045,0.465,0.086,25.860,0.293,0.578,1.353,0.020,0.030,0.546,0.031
48.000,0.000,0.220,0.260,25.882,30.000,0.037,0.065,0.511,0.045,300.000,0.720,0.148,1.500,0.200,0.617,2.500,352.993,0.487,0.086,25.860,0.300,0.578,1.353,0.020,0.030,0.544,0.031
