"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,23.60,0.00,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,0.00,0.00,17.56,10.93,8.60,2.90,10.00,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,0.00,12.60,31.90,3.38,0.00,19.51,19.22,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,38.10,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,0.68,1.66,18.00,1.02,1.63,0.00,1.23,48.70,70.00,3.50,2.70,0.00,40.40,14.90,0.00,2.00,0.00
2.00,0.00,23.61,0.00,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,0.00,0.00,17.56,10.93,8.60,3.30,15.67,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,0.00,11.70,28.40,3.38,0.00,19.51,19.22,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,36.40,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,1.13,0.74,18.00,1.02,1.63,0.00,1.23,43.70,64.60,3.30,2.50,0.00,36.90,10.50,0.00,2.00,0.00
3.00,0.00,23.61,0.00,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,0.00,0.00,17.56,10.93,8.60,3.50,14.48,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,0.00,10.60,26.10,3.38,0.00,19.51,19.22,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,34.00,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,0.95,0.65,18.00,1.02,1.63,0.00,1.23,39.90,60.20,3.10,2.40,0.00,32.10,10.90,0.00,2.00,0.00
4.00,0.00,23.68,0.00,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,0.00,0.00,17.56,10.93,8.60,3.70,12.93,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,0.00,9.60,23.90,3.38,0.00,19.51,19.22,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,31.40,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,1.00,0.65,18.00,1.02,1.63,0.00,1.23,36.10,55.90,2.90,2.20,0.00,27.90,10.30,0.00,2.00,0.00
5.00,0.00,23.67,0.00,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,0.00,0.00,17.56,10.93,8.60,3.90,11.61,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,0.00,8.90,22.00,3.38,0.00,19.51,19.22,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,28.70,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,1.00,0.63,18.00,1.02,1.63,0.00,1.23,32.20,51.20,2.80,2.00,0.00,25.50,7.40,0.00,2.00,0.00
6.00,0.00,23.64,0.00,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,0.00,0.00,17.56,10.93,8.60,4.10,11.01,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,0.00,8.20,20.10,3.38,0.00,19.51,19.22,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,26.50,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,0.83,0.55,18.00,1.02,1.63,0.00,1.23,28.50,46.90,2.60,1.70,0.00,23.50,4.90,0.00,2.00,0.00
7.00,0.00,23.70,0.00,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,0.00,0.00,17.56,10.93,8.60,4.10,10.28,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,0.00,7.60,18.20,3.38,0.00,19.51,19.22,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,25.80,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,0.70,0.48,18.00,1.02,1.63,0.00,1.23,25.50,43.00,2.30,1.60,0.00,22.20,4.10,0.00,2.00,0.00
8.00,0.00,23.59,0.00,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,0.00,0.00,17.56,10.93,8.60,4.10,9.15,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,0.00,7.00,16.60,3.38,0.00,19.51,19.22,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,25.10,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,0.70,0.45,18.00,1.02,1.63,0.00,1.23,23.40,40.10,2.00,1.40,0.00,21.10,3.60,0.00,2.00,0.00
9.00,0.00,23.43,0.00,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,0.00,0.00,17.56,10.93,8.60,3.80,8.22,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,0.00,6.70,16.00,3.38,0.00,19.51,19.22,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,24.80,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,0.68,0.43,18.00,1.02,1.63,0.00,1.23,23.90,39.80,1.90,1.20,0.00,20.20,4.30,0.00,2.00,0.00
10.00,0.00,23.59,0.00,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,0.10,0.00,17.56,10.93,8.60,3.50,7.93,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,0.00,6.40,15.50,3.38,0.00,19.51,19.22,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,24.30,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,0.64,0.45,18.00,1.02,1.63,0.00,1.23,24.40,39.50,1.80,1.00,0.00,19.40,4.60,0.00,2.00,0.00
11.00,0.00,23.61,0.00,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,1.10,0.10,17.56,10.93,8.60,3.30,7.51,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,0.20,6.40,15.50,3.38,0.00,19.51,19.22,0.20,18.34,0.40,0.60,19.51,19.51,19.51,2.40,23.70,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,0.62,0.54,18.00,1.02,1.63,0.00,1.23,25.20,39.20,1.80,1.00,0.30,18.70,4.40,0.00,2.00,0.00
12.00,0.00,23.60,0.00,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,2.30,0.70,17.56,10.93,8.60,3.10,6.77,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,0.80,6.30,15.70,3.38,0.00,19.51,19.22,2.30,18.34,1.50,0.60,19.51,19.51,19.51,2.40,22.40,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,0.70,0.85,18.00,1.02,1.63,0.00,1.23,25.90,39.00,1.70,1.00,3.10,18.10,4.50,0.00,2.00,3.99
13.00,0.20,23.70,0.30,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,4.40,1.80,17.56,10.93,8.60,2.60,6.22,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,1.90,6.40,16.30,3.38,0.00,19.51,19.22,9.20,18.34,3.00,0.60,19.51,19.51,19.51,2.40,19.10,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,0.73,1.10,18.00,1.02,1.63,0.02,1.23,26.80,39.10,1.60,1.10,13.60,17.90,5.50,0.00,2.00,20.95
14.00,1.00,23.77,0.90,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,8.10,2.90,17.56,10.93,8.60,2.30,6.27,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,3.10,6.60,17.10,3.38,0.00,19.51,19.22,19.60,18.34,4.50,0.60,19.51,19.51,19.51,2.40,16.80,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,0.63,1.15,18.00,1.02,1.63,0.04,1.23,27.70,39.40,1.50,1.20,27.80,17.80,6.50,0.00,2.00,36.92
15.00,2.70,23.35,2.20,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,11.20,3.90,17.56,10.93,8.60,2.50,6.21,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,4.20,7.00,18.50,3.38,0.00,19.51,19.22,29.90,18.34,5.60,0.60,19.51,19.51,19.51,2.40,17.70,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,0.66,1.36,18.00,1.02,1.63,0.05,1.23,29.00,40.10,1.60,1.40,41.30,18.10,7.20,0.00,2.00,58.87
16.00,4.30,24.13,3.70,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,12.70,5.10,17.56,10.93,8.60,2.90,5.78,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,5.50,7.40,20.10,3.38,0.00,19.51,19.22,42.00,18.34,6.70,0.60,19.51,19.51,19.51,2.40,18.60,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,1.06,2.01,18.00,1.02,1.63,0.08,1.23,30.80,41.30,1.80,1.60,50.90,18.90,7.90,0.00,2.00,62.88
17.00,6.20,23.90,5.20,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,13.50,6.40,17.56,10.93,8.60,3.30,5.76,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,7.10,7.90,21.90,3.38,0.00,19.51,19.22,55.10,18.34,8.00,0.60,19.51,19.51,19.51,2.40,19.80,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,1.43,2.55,18.00,1.02,1.63,0.37,1.23,34.20,43.80,2.10,2.00,58.80,21.40,8.30,0.10,2.00,67.88
18.00,8.60,23.98,6.30,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,13.60,7.70,17.56,10.93,8.60,3.60,6.96,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,8.40,8.50,24.70,3.38,0.00,19.51,19.22,66.30,18.34,10.80,0.60,19.51,19.51,19.51,2.40,19.70,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,1.68,2.75,18.00,1.02,1.63,0.51,1.23,38.00,46.60,2.60,2.50,65.10,24.40,8.20,0.20,2.00,70.88
19.00,10.30,23.88,7.10,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,13.70,9.70,17.56,10.93,8.60,3.60,8.78,7.90,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,9.00,9.40,30.10,3.38,0.00,19.51,19.22,75.60,18.34,13.00,0.60,19.51,19.51,19.51,2.40,15.50,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,1.90,2.91,18.00,1.02,1.63,0.63,1.23,43.00,50.30,3.50,3.10,70.50,29.40,6.90,0.20,2.00,74.88
20.00,11.20,23.70,7.50,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,13.90,11.00,17.56,10.93,8.60,3.80,12.45,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,9.40,10.40,35.40,3.38,0.00,19.51,19.22,82.40,18.34,14.80,0.60,19.51,19.51,19.51,2.40,13.40,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,2.03,2.96,18.00,1.02,1.63,0.70,1.23,47.10,53.30,4.20,3.70,72.30,34.50,8.70,0.30,2.00,76.89
21.00,11.60,24.21,7.10,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,13.70,11.80,17.56,10.93,8.60,4.50,16.96,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,9.40,11.60,40.50,3.38,0.00,19.51,19.22,85.90,18.34,14.70,0.60,19.51,19.51,19.51,2.40,17.50,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,2.23,3.06,18.00,1.02,1.63,0.77,1.23,48.80,53.90,4.50,4.20,69.30,40.10,19.70,0.30,2.00,78.89
22.00,11.10,23.13,6.60,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,13.30,12.30,17.56,10.93,8.60,5.40,24.02,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,9.30,12.80,45.30,3.38,0.00,19.51,19.22,83.70,18.34,14.00,0.60,19.51,19.51,19.51,2.40,22.80,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,2.67,3.32,18.00,1.02,1.63,0.78,1.23,50.40,54.80,4.90,4.80,63.00,45.50,33.10,0.30,2.00,75.89
23.00,10.40,23.74,6.20,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,12.50,11.70,17.56,10.93,8.60,6.60,30.71,8.00,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,8.60,13.70,49.40,3.38,0.00,19.51,19.22,66.00,18.34,12.20,0.60,19.51,19.51,19.51,2.40,31.70,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,3.20,3.73,18.00,1.02,1.63,0.78,1.23,51.90,56.30,5.50,5.30,58.80,50.20,54.00,0.40,2.00,77.88
24.00,9.40,23.73,5.60,14.00,3.00,0.00,12.20,19.22,3.60,0.70,3.40,16.56,10.30,11.10,17.56,10.93,8.60,7.90,40.30,7.70,8.20,15.61,4.50,19.32,19.32,19.51,19.51,1.45,7.70,14.70,53.20,3.38,0.00,19.51,19.22,57.50,18.34,10.30,0.60,19.51,19.51,19.51,2.40,42.40,12.88,19.51,19.51,8.00,0.00,7.52,17.56,2.40,4.00,4.56,18.00,1.02,1.63,0.79,1.23,53.70,58.00,6.20,5.70,53.60,54.90,73.80,0.40,2.00,80.87
