"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CT AGROLMOS"
1.00,0.00,15.79,6.50,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,26.02,46.16,1.70,4.20,5.00,1.60,18.45,10.00,3.00,4.50,2.80,0.00,25.47,71.48,0.00,27.51,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,72.00,7.50,6.50,19.42,2.00,10.60,7.98,5.80,1.20,5.27,8.00,18.90,0.00,0.00,0.00,0.00,80.29,90.61,7.92,6.41,0.00,107.48,64.00,0.00,1.08,0.00,0.00,0.00,0.00
2.00,0.00,15.75,6.50,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,26.22,42.22,0.00,4.20,5.00,1.60,18.45,10.00,3.00,4.50,2.80,0.00,25.86,72.12,0.00,27.52,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,69.00,7.50,6.50,19.42,2.00,10.60,7.98,5.80,1.20,8.75,12.87,18.90,0.00,0.00,0.00,0.00,77.07,88.48,7.95,6.39,0.00,107.21,62.00,0.00,1.08,0.00,0.00,0.00,0.00
3.00,0.00,16.01,6.50,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,26.38,45.43,0.00,4.20,5.00,1.60,18.45,10.00,3.00,4.50,2.80,0.00,26.34,72.91,0.00,27.55,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,67.00,7.50,6.50,19.42,2.00,10.60,7.98,5.80,1.20,8.80,13.03,18.90,0.00,0.00,0.00,0.00,76.46,88.88,8.13,6.59,0.00,107.96,63.00,0.00,1.08,0.00,0.00,0.00,0.00
4.00,0.00,16.28,6.50,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,26.51,47.43,0.00,4.20,5.00,1.60,18.45,10.00,3.00,4.50,2.80,0.00,26.84,73.83,0.00,27.61,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,67.00,7.50,6.50,19.42,2.00,10.60,7.98,5.80,1.20,9.03,13.17,18.90,0.00,0.00,0.00,0.00,76.11,89.21,8.31,6.76,0.00,108.70,65.00,0.00,1.08,0.00,0.00,0.00,0.00
5.00,0.00,16.29,6.50,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,26.54,45.78,0.00,4.20,5.00,1.60,18.45,10.00,3.00,4.50,2.80,0.00,27.36,74.88,0.00,27.59,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,70.00,7.50,6.50,19.42,2.00,10.60,7.98,5.80,1.20,9.17,13.27,18.90,0.00,0.00,0.00,0.00,76.51,89.34,8.42,6.80,0.00,110.00,68.00,0.00,1.08,0.00,0.00,0.00,0.00
6.00,0.00,16.70,6.50,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,26.46,44.12,0.00,4.20,5.00,1.60,18.45,10.00,3.00,4.50,2.80,0.00,27.82,76.18,0.00,27.57,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,76.00,7.50,6.50,19.42,2.00,10.60,7.98,5.80,1.20,9.03,13.23,18.90,0.00,0.00,0.00,0.00,77.33,89.43,8.54,6.85,0.00,111.29,74.00,0.00,1.04,0.00,0.00,0.00,0.00
7.00,0.00,16.87,6.50,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,26.07,42.45,0.00,4.20,5.00,1.60,18.45,10.00,3.00,4.50,2.80,0.00,28.24,77.71,0.00,27.63,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,80.00,7.50,6.50,19.42,2.00,10.60,7.98,5.80,1.20,8.90,13.17,18.90,0.00,0.00,0.00,0.00,79.40,89.44,8.65,6.94,0.00,112.84,78.00,0.00,1.04,0.00,0.00,0.00,0.00
8.00,0.00,17.17,6.50,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,25.61,40.58,0.00,4.20,5.00,1.60,18.45,10.00,3.00,4.50,2.80,0.00,28.60,79.31,0.00,27.62,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,82.00,7.50,6.50,19.42,2.00,10.60,7.98,5.80,1.20,8.79,13.04,18.90,0.00,0.00,0.00,0.00,81.14,89.41,8.85,7.14,0.00,114.39,82.00,0.00,1.04,0.00,0.00,0.00,0.00
9.00,0.00,17.00,6.50,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,24.98,38.13,0.00,4.20,5.00,1.60,18.45,10.00,3.00,4.50,2.80,0.00,28.90,80.96,0.00,27.58,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,86.00,7.50,6.50,19.42,2.00,10.60,7.98,5.80,1.20,8.73,12.98,18.90,0.00,0.00,0.00,0.00,81.86,89.24,9.34,7.71,0.00,115.99,88.00,0.00,1.08,0.00,0.00,0.00,0.00
10.00,0.00,16.85,6.50,14.00,2.90,7.59,3.40,4.40,1.83,0.40,3.50,17.00,0.00,0.00,4.00,0.00,7.00,24.35,35.41,0.00,4.20,5.00,1.60,18.45,10.00,3.00,4.50,2.80,0.00,29.16,82.28,0.00,27.55,3.50,10.68,0.00,16.02,0.00,0.60,3.00,3.50,3.50,1.20,91.00,7.50,6.50,19.42,2.00,10.60,7.98,5.80,1.20,8.80,13.12,18.90,0.00,0.00,0.00,0.00,82.53,89.13,9.83,8.29,0.00,117.59,96.00,0.00,1.04,0.00,0.00,0.00,0.00
