"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.81,66.81,650.00,210.44,3.14,3.29,109.84,19.10,3.65,38.03,141.62,7.18,3.86,163.12,103.57,97.31,28.61,120.00,15.41,6.88,87.26,36.00,6.39,9.00,63.29,5.44,16.65,145.08,145.08,58.27,57.90,42.55,42.55,183.28,196.19,183.34,0.00,74.55,75.93,62.05,46.58,54.22,0.00,0.00,0.00,0.00,20.73,104.93,104.45,101.06,20.34,14.91,18.94,18.76,5.06
2.00,75.95,29.81,66.81,650.00,210.44,3.14,3.29,109.84,19.10,3.65,38.03,93.45,7.18,3.86,163.12,101.94,97.31,46.81,120.00,15.41,6.88,87.26,36.00,6.39,9.00,70.63,5.44,18.34,191.04,190.88,60.53,0.00,67.44,66.89,183.28,196.19,183.34,0.00,74.55,0.00,57.12,57.04,54.22,0.00,0.00,0.00,0.00,32.05,105.13,105.09,101.06,20.34,14.91,18.94,18.76,5.06
3.00,72.73,29.81,66.81,650.00,210.44,3.14,3.29,109.84,19.10,3.65,38.03,83.92,7.18,3.86,163.12,97.06,122.25,46.81,132.66,15.41,6.88,87.26,16.00,6.39,9.00,55.56,5.44,14.87,195.41,220.78,42.02,41.89,42.14,41.96,183.28,196.19,183.34,2.58,74.55,0.00,55.19,51.92,54.22,29.31,0.00,0.00,81.38,81.53,99.47,95.84,101.06,20.34,14.91,18.94,18.76,5.06
4.00,73.81,29.81,66.81,650.00,210.44,3.14,3.29,109.84,19.10,3.65,38.03,84.01,7.18,3.86,163.12,96.79,123.44,46.81,137.23,15.41,6.88,87.26,0.00,6.39,9.00,57.02,5.44,15.21,208.51,208.44,46.43,46.33,46.52,31.67,183.28,196.19,183.34,2.59,74.55,0.00,54.61,54.54,54.22,29.43,0.00,0.00,81.05,81.20,0.00,109.69,101.06,20.34,14.91,18.94,18.76,5.06
5.00,74.36,29.81,66.81,650.00,210.44,3.14,3.29,109.84,19.10,3.65,38.03,89.93,7.18,3.86,163.12,95.95,116.91,46.81,126.26,15.41,6.88,87.26,0.00,6.39,9.00,50.60,5.44,13.73,220.32,194.19,59.21,0.00,49.95,49.95,183.28,196.19,183.34,1.77,70.61,45.50,61.04,46.06,54.22,0.00,16.79,0.00,75.18,75.32,93.94,86.96,101.06,20.34,14.91,18.94,18.76,5.06
6.00,75.93,29.81,66.81,650.00,210.44,3.14,3.29,109.84,19.10,3.65,38.03,104.63,7.18,3.86,163.12,94.68,116.88,46.81,124.03,15.41,6.88,87.26,0.00,6.39,9.00,50.28,5.44,13.65,194.48,220.88,67.18,0.00,0.00,67.00,183.28,196.19,183.34,1.44,70.70,47.60,62.32,46.84,54.22,11.73,0.00,0.00,74.03,74.17,87.79,87.76,101.06,20.34,14.91,18.94,18.76,5.06
7.00,78.24,29.81,66.81,650.00,210.44,3.14,3.29,109.84,19.10,3.65,38.03,101.97,7.18,3.86,163.12,92.18,118.54,46.81,131.98,15.41,6.88,87.26,0.00,6.39,9.00,50.13,5.44,13.62,196.96,219.87,54.98,0.00,55.28,54.84,183.28,196.19,183.34,2.21,74.55,0.00,53.97,51.25,54.22,11.82,11.82,0.00,85.57,72.55,103.43,0.00,101.06,20.34,14.91,18.94,18.76,5.06
8.00,78.57,29.81,66.81,650.00,210.44,3.14,3.29,109.84,19.10,3.65,38.03,96.80,7.18,3.86,163.12,87.89,116.32,46.81,134.86,15.41,6.88,87.26,0.00,6.39,9.00,50.57,5.44,13.72,221.49,195.24,61.21,0.00,43.76,61.04,183.28,196.19,183.34,2.09,74.55,0.00,60.43,45.80,54.22,10.86,10.86,0.00,81.33,81.49,97.43,88.79,101.06,20.34,14.91,18.94,18.76,5.06
9.00,78.57,29.81,66.81,650.00,210.44,3.14,3.29,109.84,19.10,3.65,38.03,95.02,7.18,3.86,163.12,87.02,115.20,46.81,127.51,15.41,6.88,87.26,0.00,6.39,0.00,52.50,5.44,14.16,223.44,193.16,67.18,0.00,0.00,60.87,183.28,196.19,183.34,1.75,74.55,0.00,63.65,47.89,54.22,0.00,26.93,0.00,79.03,79.18,88.56,88.53,101.06,20.34,14.91,18.94,18.76,5.06
10.00,78.57,29.81,66.81,650.00,210.44,3.14,3.29,109.84,19.10,3.65,38.03,92.32,7.18,3.86,163.12,83.96,97.31,46.81,120.00,15.41,6.88,87.26,0.00,6.39,0.00,52.27,5.44,14.11,192.90,192.73,0.00,59.90,0.00,67.00,183.28,196.19,183.34,1.75,74.55,0.00,54.80,54.73,54.22,0.00,26.93,0.00,0.00,35.55,98.87,59.39,101.06,20.34,14.91,18.94,18.76,5.06
11.00,72.37,29.81,66.81,650.00,210.44,3.14,3.29,109.84,19.10,3.65,38.03,121.95,7.18,3.86,163.12,87.79,97.31,24.87,120.00,15.41,6.88,87.26,0.00,6.39,0.00,7.62,5.44,3.83,145.08,145.08,0.00,34.29,25.38,34.32,183.28,196.19,183.34,1.65,73.95,64.87,59.52,43.80,54.22,0.00,25.30,0.00,20.73,0.00,0.00,0.00,101.06,20.34,14.91,18.94,18.76,5.06
