"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSINTIPAMPAEXP"
1.00,18.70,15.75,18.25,0.00,4.20,8.30,8.00,8.00,1.78,0.00,2.50,0.00,16.97,18.30,12.00,0.00,5.60,17.36,76.69,3.10,4.00,8.00,4.00,17.37,9.50,11.00,15.00,1.40,15.29,27.00,72.77,2.40,25.70,8.00,16.59,141.93,17.07,39.90,0.60,19.51,19.51,19.51,1.20,118.11,7.50,19.51,4.20,9.00,6.99,4.30,2.40,14.77,16.06,18.90,0.00,0.00,0.93,1.00,93.07,81.82,2.40,4.16,111.08,110.05,115.18,0.40,2.00,80.00,252.40,11.00,206.00,11.00,0.35,49.28
2.00,18.38,15.38,17.88,0.00,4.20,8.30,8.00,8.00,1.78,0.00,2.50,0.00,16.36,18.34,12.00,0.00,5.60,17.98,78.19,2.90,4.00,8.00,4.00,17.37,9.50,11.00,15.00,1.40,15.29,25.56,70.40,2.40,25.60,8.00,16.59,144.06,17.07,39.86,0.60,19.51,19.51,19.51,1.20,121.97,7.50,19.51,4.20,9.00,4.14,4.30,2.40,14.74,16.01,18.90,0.00,0.00,0.92,1.00,92.02,81.58,2.52,4.45,110.84,108.58,119.47,0.40,2.00,80.00,252.40,11.00,204.00,11.00,0.35,49.61
3.00,17.27,14.46,16.88,0.00,4.20,8.30,8.00,8.00,1.78,0.00,2.50,0.00,16.97,18.27,12.00,0.00,5.60,18.27,79.55,2.90,4.00,8.00,4.00,17.37,9.50,11.00,15.00,1.40,15.24,24.24,68.22,2.40,25.40,8.00,16.59,144.48,17.07,39.80,0.60,19.51,19.51,19.51,1.20,125.52,7.50,19.51,4.20,9.00,4.14,4.30,2.40,14.69,15.92,18.90,0.00,0.00,0.92,1.00,92.12,82.01,2.74,4.95,110.72,104.65,123.41,0.30,2.00,80.00,252.40,11.00,199.00,11.00,0.35,49.54
4.00,15.51,14.71,15.50,0.00,4.20,8.30,8.00,8.00,1.78,0.00,2.50,0.00,17.91,18.23,12.00,0.00,5.60,18.63,80.51,2.90,4.00,8.00,4.00,17.37,9.50,11.00,15.00,1.40,15.14,23.25,66.63,2.40,25.30,8.00,16.59,144.48,17.07,39.81,0.60,19.51,19.51,19.51,1.20,128.10,7.50,19.51,4.20,9.00,4.14,4.30,2.40,14.00,15.42,18.90,0.00,0.00,0.92,1.00,94.56,84.52,3.31,5.97,110.78,100.57,126.30,0.20,2.00,80.00,252.40,11.00,194.00,11.00,0.34,49.47
5.00,13.60,14.91,14.23,0.00,4.20,8.30,8.00,8.00,1.78,0.00,2.50,0.00,18.33,18.30,12.00,0.00,5.60,19.17,80.06,3.20,4.00,8.00,4.00,17.37,9.50,11.00,15.00,1.40,15.12,22.85,66.53,2.40,25.00,8.00,16.59,144.47,17.07,39.75,0.60,19.51,19.51,19.51,1.20,128.08,7.50,19.51,4.20,9.00,4.14,4.30,2.40,13.10,14.78,18.90,0.00,0.00,0.77,1.00,94.86,85.97,4.18,7.03,110.38,95.71,126.66,0.20,2.00,80.00,252.40,11.00,185.00,11.00,0.33,46.14
6.00,12.02,14.51,12.77,0.00,4.20,8.30,8.00,8.00,1.78,0.00,2.50,0.00,17.97,18.26,12.00,0.00,5.60,19.62,79.06,3.10,4.00,8.00,4.00,17.37,9.50,11.00,15.00,1.40,15.10,21.99,66.32,2.40,24.80,8.00,16.59,144.36,17.07,39.68,0.60,19.51,19.51,19.51,1.20,128.03,7.50,19.51,4.20,9.00,4.14,4.30,2.40,12.14,14.17,18.90,0.00,0.00,0.75,1.00,93.31,87.12,4.66,7.57,108.99,91.85,127.46,0.10,2.00,80.00,252.40,11.00,176.00,11.00,0.32,42.82
7.00,10.90,14.58,10.91,0.00,4.20,8.30,8.00,8.00,1.78,0.00,2.50,0.00,17.07,18.07,12.00,0.00,5.60,19.78,78.06,0.60,4.00,8.00,4.00,17.37,9.50,11.00,15.00,1.40,14.92,21.12,66.11,2.40,25.00,8.00,16.59,143.51,17.07,38.92,0.60,19.51,19.51,19.51,1.20,127.98,7.50,19.51,4.20,9.00,4.14,4.30,2.40,11.15,13.56,18.90,0.00,0.00,0.70,1.00,91.41,87.98,4.60,7.55,107.05,90.69,128.25,0.10,2.00,79.89,252.40,11.00,143.00,11.00,0.31,42.22
8.00,9.59,14.37,8.85,0.00,4.20,8.30,8.00,8.00,1.78,0.00,2.50,0.00,15.16,17.60,12.00,0.00,5.60,19.84,77.61,0.00,4.00,8.00,4.00,17.37,9.50,11.00,15.00,1.40,14.43,20.72,66.02,2.40,25.10,8.00,16.59,141.24,17.07,36.20,0.60,19.51,19.51,19.51,1.20,127.95,7.50,19.51,4.20,9.00,4.14,4.30,2.40,10.30,12.68,18.90,0.00,0.00,0.59,1.00,89.82,89.19,4.30,7.37,102.97,88.99,128.61,0.10,2.00,78.93,252.40,11.00,109.00,11.00,0.28,41.63
9.00,6.99,14.38,2.96,0.00,4.20,8.30,8.00,8.00,1.78,0.00,2.50,0.00,11.71,16.58,12.00,0.00,5.60,19.58,77.23,0.00,4.00,8.00,4.00,17.37,9.50,11.00,15.00,1.40,13.63,20.37,65.28,2.40,25.30,8.00,16.59,132.51,17.07,32.36,0.60,19.51,19.51,19.51,1.20,127.36,7.50,19.51,4.20,9.00,4.14,4.30,2.40,9.51,11.72,18.90,0.00,0.00,0.43,1.00,88.56,90.55,3.91,7.14,95.70,85.45,126.97,0.10,2.00,76.27,252.40,11.00,55.00,11.00,0.24,36.53
10.00,3.30,14.16,0.15,0.00,4.20,8.30,8.00,8.00,1.78,0.00,2.50,0.00,5.28,14.53,12.00,0.00,5.60,18.86,75.00,0.00,4.00,8.00,4.00,17.37,9.50,11.00,15.00,1.40,12.03,20.34,65.53,2.40,25.70,8.00,16.59,99.35,17.07,24.91,0.60,19.51,19.51,19.51,1.20,126.47,7.50,19.51,4.20,9.00,4.14,4.30,2.40,8.63,10.90,18.90,0.00,0.00,0.37,1.00,82.86,87.80,3.69,6.80,80.39,82.83,126.27,0.10,2.00,65.57,238.94,11.00,2.00,11.00,0.19,31.44
