"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,71.62,29.50,66.81,594.78,192.56,4.77,5.00,109.84,18.35,1.84,20.02,50.36,7.09,3.81,109.01,28.50,90.00,18.00,93.00,15.53,6.05,59.28,36.00,6.39,0.00,72.49,3.90,18.07,0.00,0.00,62.66,0.00,63.02,62.49,0.00,145.51,0.00,0.00,0.00,61.15,45.43,45.39,30.04,13.99,13.98,0.00,26.94,26.94,0.00,0.00,12.77,10.17,20.30,11.01,10.98,0.00
2.00,71.85,29.59,66.81,594.78,192.56,4.77,5.00,109.84,18.35,1.84,20.02,50.36,7.09,3.81,109.01,31.21,90.00,18.00,93.00,15.53,6.05,59.28,36.00,6.39,0.00,71.16,3.90,17.77,0.00,0.00,43.22,52.85,43.22,43.22,0.00,156.01,0.00,0.00,0.00,0.00,43.32,47.51,30.04,16.15,16.13,0.00,0.00,46.61,0.00,26.94,14.32,10.17,20.30,21.99,0.00,0.00
3.00,71.74,29.54,66.81,594.78,192.56,4.77,5.00,109.84,18.35,1.84,20.02,50.36,7.09,3.81,109.01,32.40,90.00,16.28,93.00,15.53,6.88,59.28,36.00,6.39,0.00,69.02,3.90,17.28,0.00,0.00,53.27,35.38,35.48,53.17,0.00,169.07,0.00,0.00,0.00,0.00,43.07,47.76,30.04,15.01,15.01,0.00,44.10,0.00,0.00,26.94,16.62,10.17,20.30,11.01,10.98,0.00
4.00,70.15,28.89,66.81,594.78,192.56,4.77,5.00,109.84,18.35,1.84,20.02,50.36,7.09,3.81,109.01,29.32,90.00,24.87,93.00,15.53,6.88,59.28,36.00,6.39,0.00,49.44,3.90,12.77,0.00,0.00,32.65,49.11,49.45,49.21,0.00,147.04,0.00,0.00,0.00,31.09,37.62,49.19,30.04,0.00,0.00,0.00,26.94,26.94,0.00,0.00,10.36,10.17,20.30,11.01,10.98,0.00
5.00,71.43,29.42,66.81,594.78,192.56,4.77,5.00,109.84,18.35,1.84,20.02,50.36,7.09,3.81,109.01,31.38,90.00,10.84,93.00,15.53,6.88,59.28,36.00,6.39,0.00,61.11,3.90,15.45,0.00,0.00,36.26,20.73,60.34,59.84,0.00,151.56,0.00,0.00,0.00,57.80,44.24,50.61,30.04,0.00,0.00,0.00,0.00,37.18,0.00,26.94,16.23,10.17,20.30,11.01,10.98,0.00
6.00,71.51,29.81,66.81,594.78,192.56,4.77,5.00,109.84,18.35,1.84,20.02,50.36,7.09,3.81,109.01,40.01,90.00,24.87,93.00,15.53,6.88,59.28,36.00,6.39,0.00,79.46,3.90,19.68,0.00,0.00,64.62,0.00,64.98,64.44,0.00,137.16,112.90,0.00,0.00,75.00,42.33,47.94,30.04,0.00,0.00,0.00,21.52,21.74,47.66,27.66,51.53,10.17,20.30,21.99,0.00,0.00
7.00,63.89,29.81,66.81,594.78,192.56,4.77,5.00,109.84,18.35,1.84,20.02,53.51,7.09,3.81,109.01,51.99,90.00,23.30,93.00,15.53,6.88,59.28,36.00,6.39,0.00,79.46,3.90,19.68,0.00,0.00,67.18,66.77,67.55,26.94,0.00,130.96,183.34,0.00,0.00,75.93,0.00,66.15,30.04,0.00,0.00,0.00,20.73,47.62,43.48,98.03,86.30,10.17,20.30,21.99,0.00,0.00
8.00,75.49,29.81,66.81,594.78,192.56,4.77,5.00,109.84,18.35,1.84,20.02,113.28,7.09,3.81,109.01,63.68,90.00,18.00,93.00,15.53,6.88,59.28,36.00,6.39,0.00,79.46,3.90,19.68,0.00,0.00,33.69,64.82,66.40,65.05,0.00,155.26,182.08,0.00,0.00,75.93,52.60,52.54,30.04,0.00,0.00,0.00,35.90,35.90,30.37,101.79,101.06,10.17,20.30,11.01,10.98,0.00
9.00,70.61,29.81,66.81,594.78,192.56,4.77,5.00,109.84,18.35,1.84,20.02,123.49,7.09,3.81,109.01,66.18,90.00,0.00,93.00,15.53,6.88,59.28,56.00,6.39,0.00,79.46,3.90,19.68,0.00,145.08,59.19,38.81,59.50,59.03,116.58,106.73,116.60,0.00,0.00,75.93,43.91,43.88,30.04,0.00,30.41,0.00,28.21,28.21,60.69,99.39,101.06,10.17,20.30,11.01,10.98,0.00
10.00,73.27,29.81,66.81,594.78,192.56,4.77,5.00,109.84,18.35,1.84,20.02,129.91,7.09,3.81,109.01,66.82,90.00,0.00,93.00,15.53,6.88,59.28,56.00,6.39,0.00,79.46,3.90,19.68,0.00,145.08,67.18,59.90,67.55,0.00,132.11,103.59,132.14,0.00,0.00,75.93,47.47,47.42,30.04,0.00,26.38,26.38,32.66,32.66,86.98,99.39,101.06,10.17,20.30,11.01,10.98,0.00
11.00,63.89,29.81,66.81,594.78,192.56,4.77,5.00,109.84,18.35,1.84,20.02,133.17,7.09,3.81,109.01,65.40,90.00,0.00,93.00,15.53,6.88,59.28,56.00,6.39,0.00,79.46,3.90,19.68,145.33,0.00,41.69,63.68,64.43,63.90,142.00,104.09,142.04,0.00,0.00,75.93,0.00,66.15,30.04,0.00,27.90,27.89,37.66,32.88,108.23,94.86,101.06,10.17,20.30,11.01,10.98,0.00
12.00,73.04,29.81,66.81,594.78,192.56,4.77,5.00,109.84,18.35,1.84,20.02,137.00,7.09,3.81,109.01,64.69,90.00,4.15,93.00,15.53,6.88,59.28,56.00,6.39,0.00,79.46,3.90,19.68,146.79,0.00,43.30,50.61,67.27,66.72,0.00,187.44,183.34,0.00,0.00,75.93,57.43,40.33,30.04,0.00,30.41,0.00,26.82,49.11,109.46,89.10,101.06,10.17,20.30,11.01,10.98,0.00
13.00,73.04,29.81,66.81,594.78,192.56,4.77,5.00,109.84,18.35,1.84,20.02,137.28,7.09,3.81,109.01,63.01,90.00,4.15,93.00,15.53,6.88,59.28,56.00,6.39,0.00,79.46,3.90,19.68,147.66,0.00,67.18,66.77,36.33,53.24,156.57,75.37,156.63,0.00,0.00,75.93,56.10,39.22,30.04,0.00,0.00,0.00,71.13,0.00,81.49,98.82,101.06,10.17,20.30,21.99,0.00,0.00
14.00,71.01,29.81,66.81,594.78,192.56,4.77,5.00,109.84,18.35,1.84,20.02,141.62,7.09,3.81,109.01,61.46,90.00,4.15,93.00,15.53,6.88,59.28,56.00,6.39,0.00,79.46,3.90,19.68,145.08,0.00,58.83,63.98,59.17,30.99,86.70,184.25,86.71,0.00,70.55,43.96,50.42,38.57,30.04,23.45,23.37,0.00,36.22,22.63,66.30,73.01,101.06,10.17,20.30,11.01,10.98,0.00
15.00,75.41,29.81,66.81,594.78,192.56,4.77,5.00,109.84,18.35,1.84,20.02,134.97,7.09,3.81,109.01,57.96,90.00,21.61,93.00,15.53,6.88,59.28,56.00,6.39,0.00,79.46,3.90,19.68,0.00,0.00,52.75,41.45,62.43,61.91,114.12,138.92,114.13,0.00,70.76,49.26,56.06,44.06,30.04,19.89,19.85,19.85,27.99,52.87,69.27,68.14,101.06,10.17,20.30,11.01,10.98,0.00
