"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.87,23.40,0.79,0.00,4.35,7.80,8.20,19.14,3.50,0.00,3.50,0.00,0.00,0.00,11.66,9.54,7.00,7.86,70.52,11.65,4.00,8.00,5.00,19.44,10.00,15.55,19.44,2.80,0.00,21.15,78.09,3.52,28.12,19.44,18.85,0.00,17.88,1.00,0.60,19.44,19.44,19.44,2.40,97.99,12.83,19.92,7.20,10.80,7.49,9.00,2.40,8.69,5.12,18.95,0.00,1.55,101.57,112.80,9.94,5.36,0.00,105.23,126.24,0.00,2.64,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00
2.00,0.68,23.37,0.62,0.00,4.35,7.80,8.20,19.14,3.50,0.00,3.50,0.00,0.00,0.00,11.66,9.34,7.00,10.19,68.48,12.06,4.00,8.00,5.00,19.44,10.00,15.55,19.44,2.80,0.00,21.22,75.34,3.52,28.12,19.44,18.82,0.00,17.88,0.78,0.60,19.44,19.44,19.44,2.40,88.21,12.83,19.92,7.20,10.80,7.49,9.00,2.40,7.80,4.42,18.95,0.00,1.55,107.40,121.18,8.33,4.30,0.00,106.07,108.55,0.00,2.68,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00
3.00,0.50,23.47,0.45,0.00,4.35,7.80,8.20,19.14,3.50,0.00,3.50,0.00,0.00,0.00,11.66,10.22,7.00,12.38,66.16,12.10,4.00,8.00,5.00,19.44,10.00,15.55,19.44,2.80,0.00,21.42,73.24,3.52,28.12,19.44,18.85,0.00,17.88,0.57,0.60,19.44,19.44,19.44,2.40,80.90,12.83,19.92,7.20,10.80,7.49,18.46,2.40,6.09,3.27,18.94,0.00,1.55,103.98,119.70,7.14,4.08,0.00,97.23,89.30,0.00,2.72,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00
4.00,0.31,23.45,0.28,0.00,4.35,7.80,8.20,19.14,3.50,0.00,3.50,0.00,0.00,0.00,11.66,11.57,7.00,13.97,61.40,12.06,4.00,8.00,5.00,19.44,10.00,15.55,19.44,2.80,0.00,21.10,63.24,3.52,28.12,19.44,18.84,0.00,17.88,0.36,0.60,19.44,19.44,19.44,2.40,77.57,12.83,19.92,7.20,10.80,7.49,18.46,2.40,4.52,2.29,18.94,0.00,1.55,107.80,118.60,6.72,3.75,0.00,89.33,71.61,0.00,2.76,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00
5.00,0.12,23.55,0.11,0.00,4.35,7.80,8.20,19.14,3.50,0.00,3.50,0.00,0.00,0.00,11.66,11.58,7.00,14.86,54.93,12.10,4.00,8.00,5.00,19.44,10.00,15.55,19.44,2.80,0.00,20.48,55.05,3.52,28.12,19.44,18.84,0.00,17.88,0.14,0.60,19.44,19.44,19.44,2.40,70.24,12.83,19.92,7.20,10.80,7.49,18.46,2.40,2.84,1.40,18.94,0.00,1.55,96.57,117.88,5.81,3.51,0.00,82.42,58.60,0.00,2.76,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00
6.00,0.00,23.44,0.00,0.00,4.35,7.80,8.20,19.14,3.50,0.00,3.50,0.00,0.00,0.00,11.66,11.58,7.00,15.20,49.40,11.88,4.00,8.00,5.00,19.44,10.00,15.55,19.44,2.80,0.00,19.20,53.15,3.52,28.12,19.44,18.83,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,62.92,12.83,19.92,7.20,10.80,7.49,18.46,2.40,1.80,0.80,18.94,0.00,1.55,93.86,116.29,4.90,3.30,0.00,78.24,56.06,0.00,2.76,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00
7.00,0.00,23.41,0.00,0.00,4.35,7.80,8.20,19.14,3.50,0.00,3.50,0.00,0.00,0.00,11.66,11.62,7.00,15.60,46.00,11.79,4.00,8.00,5.00,19.44,10.00,15.55,19.44,2.80,0.00,17.30,58.77,3.52,28.12,19.44,18.83,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,59.59,12.83,19.92,7.20,10.80,7.49,18.46,2.40,1.20,0.40,18.94,0.00,1.55,91.15,114.71,4.48,2.80,0.00,89.05,50.48,0.00,2.76,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00
8.00,0.00,23.44,0.00,0.00,4.35,7.80,8.20,19.14,3.50,0.00,3.50,0.00,0.00,0.00,11.66,11.70,7.00,16.20,42.70,8.00,4.00,8.00,5.00,19.44,10.00,15.55,19.44,2.80,0.00,15.80,49.68,3.52,28.12,19.44,18.83,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,55.03,12.83,19.92,7.20,10.80,7.49,18.46,2.40,0.90,0.20,18.94,0.00,1.55,76.59,109.04,3.92,2.50,0.00,82.15,44.90,0.00,2.76,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00
9.00,0.00,23.48,0.00,0.00,4.35,7.80,8.20,19.14,3.50,0.00,3.50,0.00,0.00,0.00,11.66,11.71,7.00,17.00,40.10,8.00,4.00,8.00,5.00,19.44,10.00,15.55,19.44,2.80,0.00,15.60,48.71,3.52,28.12,19.44,18.83,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,52.33,12.83,19.92,7.20,10.80,7.49,18.46,2.40,0.80,0.20,18.95,0.00,1.55,71.60,94.13,3.59,2.20,0.00,83.63,44.59,0.00,2.72,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00
10.00,0.00,23.55,0.00,0.00,4.35,7.80,8.20,19.14,3.50,0.00,3.50,0.00,0.00,0.00,11.66,11.72,7.00,17.50,40.20,8.00,4.00,8.00,5.00,19.44,10.00,15.55,19.44,2.80,0.00,17.20,49.35,3.52,28.12,19.44,18.84,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,48.75,12.83,19.92,7.20,10.80,7.49,18.46,2.40,0.90,0.30,18.95,0.00,1.55,54.87,86.44,3.52,2.20,0.00,84.33,40.93,0.00,2.76,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00
