"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,29.25,7.54,50.00,0.00,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,16.49,6.70,3.81,0.00,0.00,65.05,0.00,65.42,0.00,0.00,0.00,0.00,0.00,74.91,76.30,50.49,40.34,68.48,30.67,30.56,30.55,39.60,39.58,20.62,20.62,203.20,19.42,20.25
2.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,29.25,9.13,50.00,0.00,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,29.04,6.70,6.72,0.00,0.00,67.50,0.00,67.88,0.00,74.08,80.33,0.00,0.00,74.91,76.30,66.56,0.00,68.48,30.67,30.56,30.55,39.60,39.58,28.97,28.98,203.20,19.42,20.25
3.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,29.25,10.96,60.00,0.00,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,52.12,6.70,12.06,0.00,144.33,64.23,0.00,64.59,0.00,117.88,124.93,0.00,0.00,74.91,76.30,58.15,0.00,68.48,30.67,30.56,30.55,39.59,39.59,55.82,55.77,203.20,19.42,20.25
4.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,29.25,10.96,60.00,0.00,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,63.81,6.70,14.76,0.00,144.33,64.23,0.00,64.59,0.00,136.31,145.43,0.00,0.00,74.91,76.30,65.86,0.00,68.48,30.67,30.56,30.55,39.59,39.59,55.80,55.78,203.20,19.42,20.25
5.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,29.25,14.92,60.00,0.00,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,69.85,6.70,16.16,0.00,144.33,64.22,0.00,64.59,0.00,148.04,158.84,0.00,0.00,74.91,76.30,44.78,30.87,68.48,30.67,30.56,30.55,39.58,39.60,55.77,55.82,203.20,19.42,20.25
6.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,29.25,14.92,60.00,0.00,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,78.74,6.70,18.21,0.00,144.33,64.22,0.00,64.59,0.00,162.84,175.13,0.00,0.00,74.91,76.30,49.34,37.04,68.48,30.67,30.56,30.55,39.58,39.61,75.48,75.40,203.20,19.42,20.25
7.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,29.25,14.92,60.00,0.00,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,80.34,6.70,18.58,0.00,144.33,64.23,0.00,64.59,0.00,111.75,118.36,111.71,0.00,74.91,76.30,50.30,39.20,68.48,30.67,30.56,30.55,39.73,39.74,85.96,85.98,203.20,19.42,20.25
8.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,29.25,10.64,60.00,0.00,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,81.72,6.70,18.90,0.00,144.33,64.23,0.00,64.59,0.00,110.43,116.90,110.50,0.00,74.91,76.30,66.56,0.00,68.48,30.67,30.56,30.55,39.45,39.44,86.07,85.97,203.20,19.42,20.25
9.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,29.25,14.92,60.00,0.00,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,0.00,144.33,49.81,0.00,64.57,0.00,115.34,122.22,115.47,0.00,74.91,76.30,48.51,49.28,68.48,30.67,30.56,30.55,39.72,39.76,102.08,102.05,203.20,19.42,20.25
10.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,29.25,12.34,60.00,0.00,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,78.07,6.70,18.06,0.00,144.33,53.45,40.57,40.98,0.00,0.00,169.88,158.05,0.00,74.91,76.30,46.73,39.18,68.48,30.67,30.56,30.55,39.45,39.44,76.40,76.44,203.20,19.42,20.25
11.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,0.63,29.25,13.91,60.00,0.00,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,85.48,6.70,19.77,0.00,0.00,20.62,56.88,57.50,0.00,0.00,187.57,174.78,0.00,74.91,76.30,55.29,50.65,68.48,30.67,30.56,30.55,39.73,39.75,98.67,98.62,203.20,19.42,20.25
