"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,18.44,23.61,16.16,14.00,4.20,6.30,11.08,19.14,1.78,0.40,3.00,16.00,19.37,17.75,17.49,0.00,8.60,5.91,22.36,8.00,10.00,15.35,5.00,19.24,19.24,19.44,19.44,1.40,14.77,14.31,50.80,3.48,24.10,19.44,18.46,92.00,17.88,26.92,0.00,19.44,19.44,19.44,2.40,65.23,12.83,19.44,8.00,10.70,7.45,17.49,1.20,1.77,2.52,19.00,0.77,2.00,77.00,76.22,9.10,5.63,85.00,68.20,66.18,0.40,2.00,79.83,249.55,11.00,200.85,22.00,0.31,43.41
2.00,18.71,23.75,15.73,14.00,4.20,6.30,11.08,19.14,1.78,0.40,3.00,16.00,19.17,17.78,17.49,0.00,8.60,7.00,28.83,8.00,10.00,15.35,5.00,19.24,19.24,19.44,19.44,1.40,14.70,15.81,55.83,3.48,24.10,19.44,18.46,92.00,17.88,23.24,0.00,19.44,19.44,19.44,2.40,96.00,12.83,19.44,8.00,10.70,7.45,17.49,1.20,2.08,2.82,19.00,0.78,2.00,81.30,81.35,9.60,6.17,85.00,72.70,87.64,0.40,2.00,79.83,242.39,11.00,203.02,22.00,0.31,38.96
3.00,18.51,23.67,15.00,14.00,4.20,6.30,11.08,19.14,1.78,0.40,3.00,16.00,18.23,17.66,17.49,0.00,8.60,8.11,34.57,8.00,10.00,15.35,5.00,19.24,19.24,19.44,19.44,1.40,14.68,17.21,60.70,3.48,23.90,19.44,18.46,92.00,17.88,19.02,0.00,19.44,19.44,19.44,2.40,103.23,12.83,19.44,8.00,10.70,7.45,17.49,1.20,2.38,3.05,19.00,0.77,2.00,86.00,86.09,10.00,6.84,85.00,76.80,106.04,0.40,2.00,79.81,238.97,11.00,203.48,22.00,0.32,34.51
4.00,18.16,23.65,13.99,14.00,4.20,6.30,11.08,19.14,1.78,0.40,3.00,16.00,17.16,17.45,17.49,0.00,8.60,9.26,38.16,8.00,10.00,15.35,5.00,19.24,19.24,19.44,19.44,1.40,14.59,18.30,65.14,3.48,24.20,19.44,18.46,92.00,17.88,14.97,0.00,19.44,19.44,19.44,2.40,108.32,12.83,19.44,8.00,10.70,7.45,17.49,1.20,2.68,3.10,19.00,0.77,2.00,90.30,89.69,10.40,7.88,85.00,80.20,115.28,0.40,2.00,79.70,243.15,11.00,202.27,22.00,0.30,27.41
5.00,17.46,23.65,12.59,14.00,4.20,6.30,11.08,19.14,1.78,0.40,3.00,16.00,17.18,17.37,17.49,0.00,8.60,10.23,41.47,8.00,10.00,15.35,5.00,19.24,19.24,19.44,19.44,1.40,14.41,19.34,68.99,3.48,24.30,19.44,18.46,85.00,17.88,11.21,0.00,19.44,19.44,19.44,2.40,112.87,12.83,19.44,8.00,10.70,7.45,17.49,1.20,3.05,3.20,19.00,0.77,2.00,93.90,83.00,10.90,8.66,75.00,81.70,123.21,0.30,2.00,79.21,243.75,11.00,195.02,22.00,0.29,20.32
6.00,16.30,23.75,10.96,14.00,4.20,6.30,11.08,19.14,1.78,0.40,3.00,16.00,17.20,17.08,17.49,0.00,8.60,10.66,43.91,8.00,10.00,15.35,5.00,19.24,19.24,19.44,19.44,1.40,13.95,20.19,71.09,3.48,24.20,19.44,18.46,70.00,17.88,8.69,0.00,19.44,19.44,19.44,2.40,115.84,12.83,19.44,8.00,10.70,7.45,17.49,1.20,3.64,3.44,19.00,0.65,2.00,96.90,96.90,11.20,8.69,56.00,83.40,127.28,0.20,2.00,79.09,227.99,11.00,186.59,22.00,0.26,18.85
7.00,14.53,23.80,9.01,14.00,4.20,6.30,11.08,19.14,1.78,0.40,3.00,16.00,15.59,16.60,17.49,0.00,8.60,11.15,46.33,8.00,10.00,15.35,5.00,19.24,19.24,19.44,19.44,1.40,13.13,21.00,72.83,3.48,24.40,19.44,18.46,56.00,17.88,7.07,0.00,19.44,19.44,19.44,2.40,118.49,12.83,19.44,8.00,10.70,7.45,17.49,1.20,4.26,3.76,19.00,0.63,2.00,98.30,90.00,10.80,8.65,45.00,85.40,131.30,0.20,2.00,78.67,209.42,11.00,175.07,22.00,0.23,17.37
8.00,12.22,23.58,6.61,14.00,4.20,6.30,11.08,19.14,1.78,0.40,3.00,16.00,12.40,15.83,17.49,0.00,8.60,11.83,48.68,8.00,10.00,15.35,5.00,19.24,19.24,19.44,19.44,1.40,12.30,21.70,73.52,3.48,24.10,19.44,18.46,50.20,17.88,5.75,0.00,19.44,19.44,19.44,2.40,120.20,12.83,19.44,8.00,10.70,7.45,17.49,1.20,5.00,4.33,19.00,0.59,2.00,99.30,104.12,10.40,8.45,35.00,86.70,135.20,0.10,2.00,77.02,195.23,11.00,162.33,22.00,0.19,12.67
9.00,9.22,23.73,4.28,14.00,4.20,6.30,11.08,19.14,1.78,0.40,3.00,16.00,9.16,14.62,17.49,0.00,8.60,12.27,50.67,8.00,10.00,15.35,5.00,19.24,19.24,19.44,19.44,1.40,11.39,22.19,74.00,3.48,24.10,19.44,18.46,44.10,17.88,4.66,0.00,19.44,19.44,19.44,2.40,121.71,12.83,19.44,8.00,10.70,7.45,17.49,1.20,5.49,4.73,19.00,0.50,2.00,99.50,106.50,10.00,8.32,14.20,85.70,138.69,0.10,2.00,72.74,158.12,11.00,114.03,22.00,0.15,7.96
10.00,5.48,23.62,2.74,14.00,4.20,6.30,11.08,19.14,1.78,0.40,3.00,16.00,7.02,13.08,17.49,0.00,8.60,12.01,51.56,8.00,10.00,15.35,5.00,19.24,19.24,19.44,19.44,1.40,9.43,22.02,73.87,3.48,24.30,19.44,18.46,30.10,17.88,3.38,0.00,19.44,19.44,19.44,2.40,122.65,12.83,19.44,8.00,10.70,7.45,17.49,1.20,5.24,4.59,19.00,0.36,2.00,98.50,105.22,9.70,8.41,10.79,85.00,140.97,0.10,2.00,64.80,135.65,11.00,95.41,22.00,0.12,8.40
11.00,2.20,23.68,1.82,14.00,4.20,6.30,11.08,19.14,1.78,0.40,3.00,16.00,4.82,10.95,17.49,0.00,8.60,11.45,52.10,8.00,10.00,15.35,5.00,19.24,19.24,19.44,19.44,1.40,6.77,21.86,73.46,3.48,24.20,19.44,18.46,17.50,17.88,2.18,0.00,19.44,19.44,19.44,2.40,123.55,12.83,19.44,8.00,10.70,7.45,17.49,1.20,4.99,4.42,19.00,0.31,2.00,93.80,103.12,9.20,8.42,8.45,85.30,142.07,0.10,2.00,45.60,103.05,11.00,83.27,22.00,0.09,8.84
