"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CT AGROLMOS"
1.00,0.00,20.11,0.00,14.00,2.90,7.30,6.00,9.80,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,7.00,11.17,36.24,0.00,4.00,5.20,4.50,18.93,18.93,19.42,19.42,1.40,0.00,17.31,42.88,3.40,27.00,19.42,17.48,0.00,17.96,0.00,0.60,15.53,16.50,16.70,2.40,42.60,12.62,10.19,0.00,8.00,10.80,6.73,17.48,1.20,6.59,11.26,18.00,0.00,0.00,0.00,1.00,45.74,66.29,5.20,2.86,0.00,68.19,33.70,0.00,2.00,0.00,0.00,19.42,0.00,11.00
2.00,0.00,20.11,0.00,14.00,2.90,7.30,6.00,9.80,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,7.00,11.17,36.24,0.00,4.00,5.20,4.50,18.93,18.93,19.42,19.42,1.40,0.00,17.31,42.88,3.40,27.00,19.42,17.48,0.00,17.96,0.00,0.60,15.53,16.50,16.70,2.40,42.40,12.62,10.19,0.00,8.00,10.80,6.73,17.48,1.20,6.59,11.26,18.00,0.00,0.00,0.00,1.00,45.74,66.29,4.90,2.86,0.00,68.19,34.10,0.00,2.00,0.00,0.00,19.42,0.00,11.00
3.00,0.00,20.95,0.00,14.00,2.90,7.30,6.00,9.80,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,7.00,11.56,36.17,0.00,4.00,5.20,4.50,18.93,18.93,19.42,19.42,1.40,0.00,17.48,43.14,3.40,27.00,19.42,17.48,0.00,17.96,0.00,0.60,15.53,16.50,16.70,2.40,42.10,12.62,10.19,0.00,8.00,10.80,6.73,17.48,1.20,6.76,11.36,18.00,0.00,0.00,0.00,1.00,45.48,65.86,4.50,2.77,0.00,68.76,33.30,0.00,2.00,0.00,0.00,19.42,0.00,11.00
4.00,0.00,21.41,0.00,14.00,2.90,7.30,6.00,9.80,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,7.00,12.09,35.72,0.00,4.00,5.20,4.50,18.93,18.93,19.42,19.42,1.40,0.00,17.66,43.69,3.40,27.00,19.42,17.48,0.00,17.96,0.00,0.60,15.53,16.50,16.70,2.40,43.20,12.62,10.19,0.00,8.00,10.80,6.73,17.48,1.20,7.03,11.51,18.00,0.00,0.00,0.00,1.00,45.28,65.47,4.20,2.64,0.00,70.09,33.70,0.00,2.00,0.00,0.00,19.42,0.00,11.00
5.00,0.00,21.49,0.00,14.00,2.90,7.30,6.00,9.80,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,7.00,12.75,35.09,0.00,4.00,5.20,4.50,18.93,18.93,19.42,19.42,1.40,0.00,17.98,44.60,3.40,27.00,19.42,17.48,0.00,17.96,0.00,0.60,15.53,16.50,16.70,2.40,48.80,12.62,10.19,0.00,8.00,10.80,6.73,17.48,1.20,6.93,11.22,18.00,0.00,0.00,0.00,1.00,45.69,65.51,4.30,2.67,0.00,70.12,37.60,0.00,2.00,0.00,0.00,19.42,0.00,11.00
6.00,0.00,21.55,0.00,14.00,2.90,7.30,6.00,9.80,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,7.00,13.46,34.41,0.00,4.00,5.20,4.50,18.93,18.93,19.42,19.42,1.40,0.00,18.33,45.63,3.40,27.00,19.42,17.48,0.00,17.96,0.00,0.60,15.53,16.50,16.70,2.40,54.50,12.62,10.19,0.00,8.00,10.80,6.73,17.48,1.20,6.71,10.79,18.00,0.00,0.00,0.00,1.00,46.30,65.70,4.40,2.76,0.00,69.73,42.50,0.00,2.00,0.00,0.00,19.42,0.00,11.00
7.00,0.00,21.65,0.00,14.00,2.90,7.30,6.00,9.80,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,7.00,14.01,32.00,0.00,4.00,5.20,4.50,18.93,18.93,19.42,19.42,1.40,0.00,18.37,45.74,3.40,27.00,19.42,17.48,0.00,17.96,0.00,0.60,15.53,16.50,16.70,2.40,60.60,12.62,10.19,0.00,8.00,10.80,6.73,17.48,1.20,6.67,10.97,18.00,0.00,0.00,0.00,1.00,47.04,66.12,4.50,2.74,0.00,70.19,50.00,0.00,2.00,0.00,0.00,19.42,0.00,11.00
8.00,0.00,21.70,0.00,14.00,2.90,7.30,6.00,9.80,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,7.00,14.52,29.02,0.00,4.00,5.20,4.50,18.93,18.93,19.42,19.42,1.40,0.00,18.31,45.55,3.40,27.00,19.42,17.48,0.00,17.96,0.00,0.60,15.53,16.50,16.70,2.40,64.10,12.62,10.19,0.00,8.00,10.80,6.73,17.48,1.20,6.69,11.35,18.00,0.00,0.00,0.00,1.00,47.82,66.63,4.60,2.67,0.00,70.93,54.80,0.00,2.00,0.00,0.00,19.42,0.00,11.00
9.00,0.00,21.87,0.00,14.00,2.90,7.30,6.00,9.80,3.35,0.40,3.50,19.00,0.00,0.00,15.53,0.00,7.00,14.69,28.33,0.00,4.00,5.20,4.50,18.93,18.93,19.42,19.42,1.40,0.00,18.44,45.34,3.40,27.00,19.42,17.48,0.00,17.96,0.00,0.60,15.53,16.50,16.70,2.40,60.00,12.62,10.19,0.00,8.00,10.80,6.73,17.48,1.20,7.12,11.85,18.00,0.00,0.00,0.00,1.00,47.40,67.08,4.60,2.63,0.00,72.39,51.60,0.00,2.00,0.00,0.00,19.42,0.00,11.00
10.00,0.00,22.15,0.00,14.00,2.90,7.30,6.00,9.80,3.35,0.40,3.50,19.00,0.03,0.00,15.53,0.00,7.00,14.76,28.41,0.00,4.00,5.20,4.50,18.93,18.93,19.42,19.42,1.40,0.00,18.64,45.12,3.40,27.00,19.42,17.48,0.00,17.96,0.01,0.60,15.53,16.50,16.70,2.40,56.80,12.62,10.19,0.00,8.00,10.80,6.73,17.48,1.20,7.69,12.39,18.00,0.00,0.00,0.00,1.00,46.58,67.51,4.70,2.58,0.00,74.09,49.20,0.00,2.00,0.00,2.30,19.42,0.00,11.00
