"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,61.02,5.13,2.82,163.91,112.36,132.71,22.03,35.37,218.79,14.16,1.97,6.88,87.69,6.39,9.98,74.44,3.45,17.22,228.46,0.00,22.47,61.91,58.42,22.47,0.00,0.00,184.23,0.00,74.91,76.30,66.56,25.00,60.24,30.67,30.56,30.55,49.82,49.86,41.74,41.74,203.20,0.00,20.25
2.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,71.35,5.13,2.82,163.91,112.36,132.71,22.03,35.37,226.14,14.16,1.97,6.88,87.69,6.39,9.98,73.72,3.45,17.05,228.46,0.00,0.00,66.66,34.76,34.76,0.00,118.55,111.96,0.00,74.91,76.30,20.62,66.00,60.24,30.67,30.56,30.55,50.71,50.75,80.12,80.09,203.20,0.00,20.25
3.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,72.60,5.13,2.82,163.91,112.36,132.71,22.03,35.37,227.99,14.16,1.97,6.88,87.69,6.39,9.98,77.54,3.45,17.93,228.46,0.00,0.00,66.66,37.76,37.76,0.00,121.67,114.87,0.00,74.91,76.30,54.23,25.00,60.24,30.67,30.56,30.55,50.86,50.90,83.44,83.41,203.20,0.00,20.25
4.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,75.30,5.13,2.82,163.91,112.36,132.71,22.03,35.37,227.97,14.16,1.97,6.88,87.69,6.39,9.98,75.20,3.45,17.40,228.46,0.00,22.34,46.74,22.34,46.86,0.00,119.98,113.30,0.00,74.91,76.30,20.62,66.00,60.24,30.67,30.56,30.55,50.71,50.75,64.61,64.60,203.20,0.00,20.25
5.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,81.63,5.13,2.82,163.91,112.36,132.71,22.03,35.37,223.72,14.16,1.97,6.88,87.69,6.39,9.98,73.36,3.45,16.97,228.46,0.00,22.29,38.71,57.18,22.29,0.00,103.46,97.45,0.00,74.91,76.30,50.17,25.00,60.24,30.67,30.56,30.55,50.71,50.75,56.33,56.32,203.20,0.00,20.25
6.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,70.04,5.13,2.82,163.91,112.36,132.71,22.03,35.37,217.09,14.16,1.97,6.88,87.69,6.39,9.98,0.00,3.45,0.00,228.46,0.00,21.17,28.61,44.39,44.17,0.00,185.37,0.00,0.00,74.91,76.30,36.31,44.00,60.24,30.67,30.56,30.55,50.42,50.45,39.25,39.25,203.20,0.00,20.25
7.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,61.25,5.13,2.82,163.91,112.36,132.71,22.03,35.37,216.06,14.16,1.97,6.88,87.69,6.39,9.98,60.20,3.45,13.92,228.46,0.00,29.63,41.47,29.63,29.63,0.00,137.53,0.00,0.00,74.91,76.30,29.03,44.00,60.24,30.67,30.56,30.55,49.67,49.70,0.00,0.00,203.20,0.00,20.25
8.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,73.45,5.13,2.82,163.91,112.36,132.71,22.03,35.37,213.01,14.16,1.97,6.88,87.69,6.39,9.98,63.11,3.45,14.60,228.46,0.00,22.09,61.97,22.09,58.52,0.00,156.34,0.00,0.00,74.91,76.30,0.00,44.00,60.24,30.67,30.56,30.55,49.52,49.56,0.00,0.00,203.20,0.00,20.25
9.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,81.71,5.13,2.82,163.91,112.36,132.71,22.03,35.37,226.67,14.16,1.97,6.88,87.69,6.39,9.98,78.14,3.45,18.07,228.46,0.00,41.18,41.07,41.29,41.13,0.00,188.35,0.00,0.00,74.91,76.30,0.00,44.00,60.24,30.67,30.56,30.55,50.71,50.75,96.22,96.18,203.20,0.00,20.25
10.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,81.71,5.13,2.82,163.91,112.36,132.71,22.03,35.37,227.99,14.16,1.97,6.88,87.69,6.39,9.98,84.52,3.45,19.55,228.46,0.00,42.22,42.09,42.34,42.16,0.00,188.35,0.00,0.00,74.91,76.30,48.52,44.00,60.24,30.67,30.56,30.55,50.86,50.90,110.26,110.22,203.20,0.00,20.25
11.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,81.71,5.13,2.82,163.91,112.36,132.71,22.03,35.37,227.99,14.16,1.97,6.88,87.69,6.39,9.98,76.76,3.45,17.76,228.46,0.00,22.05,60.87,55.17,22.05,89.41,95.00,89.41,0.00,74.91,76.30,40.84,44.00,60.24,30.67,30.56,30.55,50.57,50.60,70.64,70.62,203.20,0.00,20.25
12.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,81.71,5.13,2.82,163.91,112.36,132.71,22.03,35.37,227.99,14.16,1.97,6.88,87.69,6.39,9.98,80.56,3.45,18.63,228.46,0.00,22.10,62.12,59.41,22.10,106.24,111.13,106.25,0.00,74.91,76.30,44.63,44.00,60.24,30.67,30.56,30.55,50.71,50.75,76.90,76.87,203.20,0.00,20.25
13.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,81.71,5.13,2.82,163.91,112.36,132.71,22.03,35.37,227.99,14.16,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,0.00,22.37,65.21,65.68,22.37,123.19,127.60,123.22,0.00,74.91,76.30,50.23,44.00,60.24,30.67,30.56,30.55,50.86,50.90,67.96,67.94,203.20,0.00,20.25
14.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,81.71,5.13,2.82,163.91,112.36,132.71,22.03,35.37,227.99,26.25,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,0.00,22.97,66.71,67.48,22.97,147.35,151.50,147.40,0.00,74.91,76.30,53.92,44.00,60.24,30.67,30.56,30.55,50.71,50.75,71.56,71.54,203.20,0.00,20.25
15.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,81.71,5.13,2.82,163.91,112.36,132.71,22.03,35.37,227.99,26.25,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,150.01,149.96,23.30,67.10,67.88,23.30,168.88,181.52,168.95,0.00,74.91,76.30,53.12,44.15,60.24,30.67,30.56,30.55,50.57,50.60,62.26,62.25,203.20,0.00,20.25
