"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,8.59,23.22,0.07,14.00,2.90,7.80,5.40,10.10,0.00,0.70,3.50,0.00,0.00,6.85,9.00,0.00,9.90,1.20,18.50,3.82,11.36,15.53,4.00,18.83,18.83,7.00,10.68,2.80,2.79,1.75,4.20,3.22,25.80,18.45,19.32,5.80,17.96,1.67,0.60,8.00,9.00,9.00,2.40,11.70,12.82,10.00,19.42,3.00,10.70,6.69,13.98,1.20,10.18,11.53,18.90,0.00,0.00,0.45,1.00,5.61,7.53,0.53,0.81,6.30,0.00,13.20,0.10,1.90,13.56,34.00
2.00,3.10,23.46,0.00,14.00,2.90,7.80,5.40,10.10,0.00,0.70,3.50,0.00,0.00,1.27,9.00,0.00,9.90,1.20,19.90,3.81,11.36,15.53,4.00,18.83,18.83,7.00,10.68,2.80,0.01,2.06,7.40,3.22,25.70,18.45,19.32,0.40,17.96,0.05,0.60,8.00,9.00,9.00,2.40,21.50,12.82,10.00,19.42,3.00,10.70,6.69,13.98,1.20,9.00,10.04,18.90,0.00,0.00,0.31,1.00,6.12,10.60,0.62,0.77,0.50,2.60,21.70,0.10,1.90,2.69,12.00
3.00,0.03,23.46,0.00,14.00,2.90,7.80,5.40,10.10,0.00,0.70,3.50,0.00,0.00,0.00,9.00,0.00,9.90,1.20,20.80,3.82,11.36,15.53,4.00,18.83,18.83,7.00,10.68,2.80,0.00,2.40,10.20,3.22,25.80,18.45,19.32,0.00,17.96,0.00,0.60,8.00,9.00,9.00,2.40,23.10,12.82,10.00,19.42,3.00,10.70,6.69,13.98,1.20,7.91,9.25,18.90,0.00,0.00,0.11,1.00,7.84,13.24,0.78,0.86,0.00,5.10,26.00,0.00,1.90,0.01,0.00
4.00,0.00,23.50,0.00,14.00,2.90,7.80,5.40,10.10,0.00,0.70,3.50,0.00,0.00,0.00,9.00,0.00,9.90,1.20,20.30,7.79,11.36,15.53,4.00,18.83,18.83,7.00,10.68,2.80,0.00,2.77,10.80,3.22,26.10,18.45,19.32,0.00,17.96,0.00,0.60,8.00,9.00,9.00,2.40,23.50,12.82,10.00,19.42,3.00,10.70,6.69,13.79,1.20,6.87,8.69,18.90,0.00,0.00,0.05,1.00,9.96,15.74,0.95,1.00,0.00,7.50,27.80,0.00,1.90,0.00,0.00
5.00,0.00,23.42,0.00,14.00,2.90,7.80,5.40,10.10,0.00,0.70,3.50,0.00,0.00,0.00,9.00,0.00,9.90,1.20,19.50,8.02,11.36,15.53,4.00,18.83,18.83,7.00,10.68,2.80,0.00,3.08,10.70,3.22,26.40,18.45,19.32,0.00,17.96,0.00,0.60,8.00,9.00,9.00,2.40,26.40,12.82,10.00,19.42,3.00,10.70,6.69,13.79,1.20,6.12,8.10,18.90,0.00,0.00,0.00,1.00,12.92,20.83,1.11,1.04,0.00,8.30,27.60,0.00,1.90,0.00,0.00
6.00,0.00,23.32,0.00,14.00,2.90,7.80,5.40,10.10,0.00,0.70,3.50,0.00,0.00,0.00,9.00,0.00,9.90,1.20,19.20,8.01,11.36,15.53,4.00,18.83,18.83,7.00,10.68,2.80,0.00,3.31,11.30,3.22,26.70,18.45,19.32,0.00,17.96,0.00,0.60,8.00,9.00,9.00,2.40,25.90,12.82,10.00,19.42,3.00,10.70,6.69,13.79,1.20,5.48,7.51,18.90,0.00,0.00,0.00,1.00,16.16,26.80,1.26,1.05,0.00,8.40,25.20,0.00,1.90,0.00,0.00
7.00,0.00,23.38,0.00,14.00,2.90,7.80,5.40,10.10,0.00,0.70,3.50,0.00,0.00,0.00,9.00,0.00,9.90,1.40,18.80,8.02,11.36,15.53,4.00,18.83,18.83,7.00,10.68,2.80,0.00,3.48,10.40,3.22,26.80,18.45,19.32,0.00,17.96,0.00,0.60,8.00,9.00,9.00,2.40,24.20,12.82,10.00,19.42,3.00,10.70,6.69,13.79,1.20,5.30,7.58,18.90,0.00,0.00,0.00,1.00,18.32,29.84,1.24,1.01,0.00,8.50,21.90,0.00,1.90,0.00,0.00
8.00,0.00,23.39,0.00,14.00,2.90,7.80,5.40,10.10,0.00,0.70,3.50,0.00,0.00,0.00,9.00,0.00,9.90,1.70,16.50,8.00,11.36,15.53,4.00,18.83,18.83,7.00,10.68,2.80,0.00,3.59,9.00,3.22,26.80,18.45,19.32,0.00,17.96,0.00,0.60,8.00,9.00,9.00,2.40,24.30,12.82,10.00,19.42,3.00,10.70,6.69,13.79,1.20,5.29,7.86,18.90,0.00,0.00,0.00,1.00,20.14,31.91,1.18,0.96,0.00,8.50,19.00,0.00,1.90,0.00,0.00
9.00,0.00,23.51,0.00,14.00,2.90,7.80,5.40,10.10,0.00,0.70,3.50,0.00,0.00,0.00,9.00,0.00,9.90,2.00,13.50,8.00,11.36,15.53,4.00,18.83,18.83,7.00,10.68,2.80,0.00,3.65,7.90,3.22,26.90,18.45,19.32,0.00,17.96,0.00,0.60,8.00,9.00,9.00,2.40,21.90,12.82,10.00,19.42,3.00,10.70,6.69,13.79,1.20,5.42,8.19,18.90,0.00,0.00,0.00,1.00,20.19,31.83,1.13,0.87,0.00,8.50,15.10,0.00,1.90,0.00,0.00
10.00,0.00,23.49,0.00,14.00,2.90,7.80,5.40,10.10,0.00,0.70,3.50,0.00,0.00,0.00,9.00,0.00,9.90,2.30,11.40,7.95,11.36,15.53,4.00,18.83,18.83,7.00,10.68,2.80,0.00,3.66,6.40,3.22,27.00,18.45,19.32,0.00,17.96,0.00,0.60,8.00,9.00,9.00,2.40,22.90,12.82,10.00,19.42,3.00,10.70,6.69,13.79,1.20,5.59,8.54,18.90,0.00,0.00,0.00,1.00,19.65,31.02,1.09,0.77,0.00,7.20,13.70,0.00,1.90,0.00,0.00
