"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,13.27,23.34,13.32,0.00,2.90,7.70,8.60,19.14,3.45,0.00,3.50,0.00,11.57,13.77,10.69,11.55,6.00,2.24,30.67,3.40,2.80,6.70,5.00,19.44,19.44,16.52,19.44,2.80,11.13,0.59,5.89,3.50,28.12,19.44,18.66,118.80,17.88,31.63,0.60,19.44,19.44,19.44,1.20,0.47,12.83,19.92,8.00,10.80,8.37,18.56,2.40,14.12,16.45,18.00,1.00,2.03,47.35,91.16,5.96,4.38,92.80,15.72,3.82,0.30,2.56,70.00,225.10,0.00,172.90,20.00,0.37,44.25,100.81
2.00,14.63,23.52,14.64,0.00,2.90,7.70,8.60,19.14,3.45,0.00,3.50,0.00,11.73,13.95,10.69,11.56,6.00,2.58,33.21,3.50,2.80,6.70,5.00,19.44,19.44,16.52,19.44,2.80,11.39,0.39,9.66,3.50,28.12,19.44,18.66,115.20,17.88,33.12,0.60,19.44,19.44,19.44,1.20,3.31,12.83,19.92,8.00,10.80,8.37,18.56,2.40,14.12,16.45,18.00,1.02,2.02,52.94,93.99,9.14,6.72,90.60,19.10,5.79,0.30,2.56,69.50,225.80,0.00,167.20,20.00,0.38,45.06,101.03
3.00,15.02,23.55,14.88,0.00,2.90,7.70,8.60,19.14,3.45,0.00,3.50,0.00,11.48,14.55,10.69,11.56,6.00,2.90,34.82,3.50,2.80,6.70,5.00,19.44,19.44,16.52,19.44,2.80,11.35,1.62,11.23,3.50,28.12,19.44,18.66,113.00,17.88,33.12,0.60,19.44,19.44,19.44,1.20,10.58,12.83,19.92,8.00,10.80,8.37,18.56,2.40,14.12,16.45,18.00,1.01,2.01,60.42,97.80,12.07,8.88,89.10,26.18,12.79,0.40,2.52,69.20,225.60,0.00,165.40,20.00,0.38,45.87,102.41
4.00,15.48,23.75,14.99,0.00,4.35,7.70,8.60,19.14,3.45,0.00,3.50,0.00,11.35,14.80,10.69,11.13,6.00,3.16,38.87,3.70,2.80,6.70,5.00,19.44,19.44,16.52,19.44,2.80,11.51,5.63,20.13,3.50,28.12,19.44,18.66,111.60,17.88,32.90,0.60,19.44,19.44,19.44,1.20,24.33,12.83,19.92,8.00,10.80,8.37,18.56,2.40,14.12,16.45,18.00,1.03,2.00,69.81,101.94,14.23,10.47,87.90,35.79,25.79,0.40,2.52,68.80,222.60,0.00,163.50,20.00,0.38,45.08,102.90
5.00,15.64,23.50,14.98,0.00,4.35,7.70,8.60,19.14,3.45,0.00,3.50,0.00,11.21,15.05,10.69,10.79,6.00,3.40,46.73,3.90,2.80,6.70,5.00,19.44,19.44,16.52,19.44,2.80,11.92,9.90,29.80,3.50,28.12,19.44,18.66,109.80,17.88,32.28,0.60,19.44,19.44,19.44,1.20,36.60,12.83,19.92,8.00,10.80,8.37,18.56,2.40,14.12,16.45,18.00,1.02,1.98,78.00,105.36,14.10,10.30,86.50,46.24,45.79,0.40,2.52,68.30,220.10,0.00,157.10,20.00,0.38,44.28,103.58
6.00,15.14,23.47,14.40,0.00,4.35,7.70,8.60,19.14,3.45,0.00,3.50,0.00,11.06,14.24,10.69,10.86,6.00,3.93,57.78,3.80,2.80,6.70,5.00,19.44,19.44,16.52,19.44,2.80,11.56,12.91,38.70,3.50,28.12,19.44,18.66,107.80,17.88,31.68,0.60,19.44,19.44,19.44,1.20,49.44,12.83,19.92,8.00,10.80,8.37,18.56,2.40,16.45,17.70,18.00,1.02,1.95,80.76,105.60,12.60,8.89,84.80,55.85,63.79,0.40,2.52,67.70,217.60,0.00,154.50,20.00,0.38,44.00,103.70
7.00,14.87,23.56,13.96,0.00,4.35,7.70,8.60,19.14,3.45,0.00,3.50,0.00,10.13,14.14,10.69,11.52,6.00,4.45,62.39,3.50,2.80,6.70,5.00,19.44,19.44,16.52,19.44,2.80,11.29,15.14,45.27,3.50,28.12,19.44,18.66,106.40,17.88,31.74,0.60,19.44,19.44,19.44,1.20,62.99,12.83,19.92,8.00,10.80,8.37,18.56,2.40,16.45,17.70,18.00,1.02,1.93,83.51,104.49,12.08,8.50,83.70,62.93,75.78,0.30,2.52,66.50,216.55,0.00,151.00,20.00,0.39,43.71,103.99
8.00,13.07,23.53,12.48,0.00,4.35,7.70,8.60,19.14,3.45,0.00,3.50,0.00,9.90,14.15,10.69,11.56,6.00,4.69,66.30,3.80,2.80,6.70,5.00,19.44,19.44,16.52,19.44,2.80,11.03,15.83,49.57,3.50,28.12,19.44,18.66,103.90,17.88,30.91,0.60,19.44,19.44,19.44,1.20,75.80,12.83,19.92,8.00,10.80,8.37,18.56,2.40,16.45,17.70,18.00,0.86,1.92,84.62,103.18,11.16,8.36,82.00,65.52,89.88,0.20,2.52,64.50,215.31,0.00,145.70,20.00,0.38,43.39,104.19
9.00,12.39,23.47,11.10,0.00,4.35,7.70,8.60,19.14,3.45,0.00,3.50,0.00,8.32,13.68,10.69,11.57,6.00,4.73,69.09,3.60,2.80,6.70,5.00,19.44,19.44,16.52,19.44,2.80,10.81,17.35,52.64,3.50,28.12,19.44,18.66,99.50,17.88,30.38,0.60,19.44,19.44,19.44,1.20,88.60,12.83,19.92,8.00,10.80,8.37,18.56,2.40,16.45,17.70,18.00,0.84,1.90,86.72,104.13,10.71,8.25,79.10,71.24,103.89,0.20,2.52,63.50,211.37,0.00,139.80,20.00,0.38,43.07,99.93
10.00,9.62,23.52,8.93,0.00,4.35,7.70,8.60,19.14,3.45,0.00,3.50,0.00,7.78,13.51,10.69,11.56,6.00,4.85,71.88,3.70,2.80,6.70,5.00,19.44,19.44,16.52,19.44,2.80,10.50,18.87,57.70,3.50,28.12,19.44,18.66,97.00,17.88,27.77,0.60,19.44,19.44,19.44,1.20,97.15,12.83,19.92,8.00,10.80,8.37,18.56,2.40,16.45,17.70,18.00,0.78,1.77,89.51,103.13,10.08,7.89,72.10,76.96,117.91,0.10,2.48,60.30,204.43,0.00,125.60,20.00,0.37,39.54,97.06
