"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CTAGROLMOS"
1.00,0.00,19.99,0.00,14.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,22.90,26.13,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,0.00,4.15,15.31,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,21.47,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,10.22,13.86,18.00,0.00,0.00,0.00,1.00,13.68,26.20,2.80,1.97,0.00,13.54,35.91,0.00,1.12,0.00,0.00,5.00,0.00,11.00
2.00,0.00,20.00,0.00,14.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,22.69,25.82,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,0.00,3.67,15.06,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,17.07,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,10.20,13.91,18.00,0.00,0.00,0.00,1.00,13.03,28.39,2.76,1.90,0.00,12.95,32.15,0.00,1.12,0.00,0.00,5.00,0.00,11.00
3.00,0.00,19.84,0.00,14.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,22.55,25.53,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,0.00,3.23,14.54,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,13.59,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,10.52,14.19,18.00,0.00,0.00,0.00,1.00,12.86,29.75,2.60,1.85,0.00,12.33,26.15,0.00,1.08,0.00,0.00,5.00,0.00,11.00
4.00,0.67,19.83,0.00,14.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.08,0.04,3.10,0.00,7.20,22.42,25.25,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,0.12,3.07,14.49,2.45,27.00,3.80,11.00,5.54,19.00,0.34,0.60,4.00,4.50,4.50,1.20,10.41,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,10.94,14.56,18.00,0.00,0.00,0.00,1.00,12.34,31.96,2.41,1.81,1.75,11.82,21.23,0.00,1.08,1.85,6.45,5.00,0.00,11.00
5.00,6.53,20.45,0.00,14.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.32,0.88,3.10,0.00,7.20,22.34,26.02,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,2.10,3.50,15.10,2.45,27.00,3.80,11.00,39.64,19.00,7.84,0.60,4.00,4.50,4.50,1.20,8.24,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,11.17,14.48,18.00,0.00,0.00,0.04,1.00,11.80,36.69,2.31,1.74,16.51,11.65,15.00,0.00,1.08,17.85,70.03,5.00,0.00,11.00
6.00,9.62,20.39,1.10,14.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.66,3.15,3.10,0.00,7.20,22.27,27.15,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,6.68,4.02,15.74,2.45,27.00,3.80,11.00,82.48,19.00,18.53,0.60,4.00,4.50,4.50,1.20,7.39,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,11.33,14.25,18.00,0.00,0.00,0.07,1.00,11.37,38.39,2.24,1.66,40.08,11.52,14.08,0.00,1.04,44.77,150.16,5.00,0.00,11.00
7.00,11.18,20.55,4.32,14.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,1.19,5.68,3.10,0.00,7.20,22.04,31.51,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,8.63,4.95,16.76,2.45,27.00,3.80,11.00,114.75,19.00,28.02,0.60,4.00,4.50,4.50,1.20,10.39,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,11.59,14.14,18.00,0.00,0.00,0.08,1.00,11.31,38.95,2.14,1.76,59.36,13.48,13.75,0.00,1.04,63.54,199.39,5.00,0.00,11.00
8.00,12.07,20.63,7.93,14.00,4.20,0.00,3.00,5.30,1.82,0.00,3.40,19.24,1.97,8.73,3.10,0.00,7.20,21.76,36.96,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,10.31,5.76,17.89,2.45,27.00,3.80,11.00,126.09,19.00,32.17,0.60,4.00,4.50,4.50,1.20,12.15,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,11.89,14.07,18.00,0.00,0.00,0.12,1.00,11.81,41.10,2.04,1.91,65.35,16.32,13.49,0.00,1.04,70.38,210.49,5.00,0.00,11.00
9.00,12.65,20.32,10.73,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,3.23,11.64,3.10,0.00,7.20,21.63,40.23,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,11.06,6.31,19.53,2.45,27.00,3.80,11.00,129.62,19.00,33.55,0.60,4.00,4.50,4.50,1.20,10.15,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,12.65,14.58,18.00,0.00,0.00,0.59,1.00,16.00,43.01,2.37,2.28,68.93,20.75,13.24,0.10,1.04,74.28,218.57,5.00,0.00,11.00
10.00,13.39,19.99,12.92,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,5.51,13.44,3.10,0.00,7.20,21.55,42.78,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,11.75,6.69,20.94,2.45,27.00,3.80,11.00,131.41,19.00,33.98,0.60,4.00,4.50,4.50,1.20,8.31,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,13.57,15.28,18.00,0.00,0.00,0.80,1.00,21.69,44.83,2.83,2.71,70.92,25.19,12.84,0.20,1.00,75.50,226.59,5.00,0.00,11.00
11.00,14.03,19.87,14.65,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,8.70,14.44,3.10,0.00,7.20,21.14,47.49,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,12.40,6.60,21.79,2.45,27.00,3.80,11.00,132.13,19.00,34.12,0.60,4.00,4.50,4.50,1.20,6.90,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,14.11,15.73,18.00,0.00,0.00,0.99,1.00,30.86,46.35,3.19,2.96,72.20,27.62,11.89,0.20,1.00,75.82,230.88,5.00,0.00,11.00
12.00,14.52,19.76,15.95,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,11.41,14.90,3.10,0.00,7.20,20.62,52.91,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,12.76,6.63,23.49,2.45,27.00,3.80,11.00,132.31,19.00,34.15,0.60,4.00,4.50,4.50,1.20,7.06,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,14.54,16.09,18.00,0.00,0.00,1.11,1.00,34.99,48.00,3.51,3.15,73.13,30.26,12.90,0.30,1.04,76.01,232.29,5.00,0.00,11.00
13.00,14.95,19.89,17.04,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,13.11,15.30,3.10,0.00,7.20,20.96,59.90,1.40,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,12.91,7.03,27.79,2.45,27.00,3.80,11.00,132.30,19.00,34.15,0.60,4.00,4.50,4.50,1.20,11.90,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,14.71,16.14,18.00,0.00,0.00,1.21,1.00,38.97,50.05,4.36,3.55,73.88,34.51,19.71,0.30,1.00,76.16,232.48,5.00,0.00,11.00
