"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.01,23.00,0.11,12.00,4.20,6.00,9.50,15.61,3.60,0.00,3.50,15.00,9.09,12.52,17.61,10.66,7.80,23.48,72.90,3.10,9.30,5.60,5.00,18.85,18.85,19.04,19.04,2.80,8.09,25.40,77.90,3.30,0.00,19.04,18.08,35.77,17.89,5.65,0.60,19.04,19.04,19.04,1.20,122.64,12.56,19.76,19.04,8.40,10.60,7.39,20.00,2.40,9.72,12.21,18.00,0.98,1.64,0.34,1.23,79.72,97.44,6.38,7.42,33.86,99.20,139.70,0.10,2.00,28.50
2.00,0.00,22.90,0.00,12.00,4.20,6.00,9.50,15.61,3.60,0.00,3.50,15.00,3.55,9.36,17.61,10.66,7.80,21.56,70.64,3.10,9.30,15.13,5.00,18.85,18.85,19.04,19.04,2.80,4.03,25.40,77.90,3.30,0.00,19.04,18.08,17.68,17.89,3.26,0.60,19.04,19.04,19.04,1.20,123.22,12.56,19.76,19.04,8.40,10.60,7.39,20.00,2.40,8.42,10.69,18.00,0.98,1.64,0.24,1.23,87.40,96.10,8.78,7.74,17.84,100.50,142.42,0.10,2.00,14.72
3.00,0.00,23.06,0.00,12.00,4.20,6.00,9.50,15.61,3.60,0.00,3.50,15.00,0.75,4.74,17.61,10.66,7.80,19.60,68.87,7.20,9.30,15.13,5.00,18.85,18.85,19.04,19.04,2.80,1.18,24.10,77.90,3.30,0.00,19.04,18.08,7.04,17.89,1.61,0.60,19.04,19.04,19.04,1.20,123.22,12.56,19.76,19.04,8.40,10.60,7.39,20.00,2.40,7.26,9.44,18.00,0.98,1.64,0.08,1.23,85.90,96.50,7.80,7.03,6.51,101.30,139.98,0.00,2.00,5.64
4.00,0.00,22.98,0.00,12.00,4.20,6.00,9.50,15.61,3.60,0.00,3.50,15.00,0.30,1.16,17.61,10.66,7.80,17.63,67.26,8.00,9.30,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.16,24.40,75.90,3.30,0.00,19.04,18.08,1.51,17.89,0.29,0.60,19.04,19.04,19.04,1.20,123.02,12.56,19.76,19.04,8.40,10.60,7.39,20.00,2.40,6.16,8.27,18.00,0.98,1.64,0.04,1.23,81.50,93.90,6.65,6.19,1.96,101.50,135.82,0.00,2.00,1.18
5.00,0.00,22.95,0.00,12.00,4.20,6.00,9.50,15.61,3.60,0.00,3.50,15.00,0.05,0.03,17.61,10.66,7.80,15.35,62.98,8.00,9.30,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,24.40,74.10,3.30,0.00,19.04,18.08,0.05,17.89,0.00,0.60,19.04,19.04,19.04,1.20,122.29,12.56,19.76,19.04,8.40,10.60,7.39,20.00,2.40,5.09,7.19,18.00,0.98,1.64,0.00,1.23,77.40,91.20,5.81,5.34,0.02,99.90,131.32,0.00,2.00,0.03
6.00,0.00,23.01,0.00,12.00,4.20,6.00,9.50,15.61,3.60,0.00,3.50,15.00,0.00,0.00,17.61,10.66,7.80,12.97,57.81,8.10,9.30,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,24.40,72.60,3.30,0.00,19.04,18.08,0.02,17.89,0.00,0.60,19.04,19.04,19.04,1.20,121.37,12.56,19.76,19.04,8.40,10.60,7.39,20.00,2.40,4.03,6.14,18.00,0.98,1.64,0.00,1.23,72.90,87.90,5.06,4.48,0.00,98.70,126.70,0.00,2.00,0.00
7.00,0.00,22.98,0.00,12.00,4.20,6.00,9.50,15.61,3.60,0.00,3.50,15.00,0.00,0.00,17.61,10.66,7.80,11.83,50.74,8.00,9.30,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,24.10,71.70,3.30,0.00,19.04,18.08,0.00,17.89,0.00,0.60,19.04,19.04,19.04,1.20,115.94,12.56,19.76,19.04,8.40,10.60,7.39,20.00,2.40,3.58,5.52,18.00,0.98,1.64,0.00,1.23,69.80,85.30,4.88,4.11,0.00,98.30,118.15,0.00,2.00,0.00
8.00,0.00,23.04,0.00,12.00,4.20,6.00,9.50,15.61,3.60,0.00,3.50,15.00,0.00,0.00,17.61,10.66,7.80,11.11,43.04,8.00,9.30,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,24.00,70.60,3.30,0.00,19.04,18.08,0.00,17.89,0.00,0.60,19.04,19.04,19.04,1.20,109.00,12.56,19.76,19.04,8.40,10.60,7.39,20.00,2.40,3.32,5.05,18.00,0.98,1.64,0.00,1.23,67.50,83.20,4.89,3.90,0.00,97.90,108.29,0.00,2.00,0.00
9.00,0.00,23.01,0.00,12.00,4.20,6.00,9.50,15.61,3.60,0.00,3.50,15.00,0.00,0.00,17.61,10.66,7.80,10.68,38.62,8.10,9.30,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,24.00,69.10,3.30,0.00,19.04,18.08,0.00,17.89,0.00,0.60,19.04,19.04,19.04,1.20,96.55,12.56,19.76,19.04,8.40,10.60,7.39,20.00,2.40,3.52,5.25,18.00,0.98,1.64,0.00,1.23,67.20,82.30,4.85,3.87,0.00,97.50,100.99,0.00,2.00,0.00
10.00,0.00,22.92,0.00,12.00,4.20,6.00,9.50,15.61,3.60,0.00,3.50,15.00,0.00,0.00,17.61,10.66,7.80,10.35,35.30,8.00,9.30,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,23.90,67.80,3.30,0.00,19.04,18.08,0.00,17.89,0.00,0.60,19.04,19.04,19.04,1.20,82.26,12.56,19.76,19.04,8.40,10.60,7.39,20.00,2.40,3.86,5.68,18.00,0.98,1.64,0.00,1.23,66.60,81.50,4.81,3.89,0.00,96.40,94.55,0.00,2.00,0.00
11.00,0.00,22.90,0.00,12.00,4.20,6.00,9.50,15.61,3.60,0.00,3.50,15.00,0.00,0.00,17.61,10.66,7.80,9.95,33.19,8.00,9.30,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,23.80,67.10,3.30,0.00,19.04,18.08,0.00,17.89,0.00,0.60,19.04,19.04,19.04,1.20,73.26,12.56,19.76,19.04,8.40,10.60,7.39,20.00,2.40,3.76,5.99,18.00,0.98,1.64,0.00,1.23,65.10,80.30,4.93,3.63,0.00,92.90,87.62,0.00,2.00,0.00
12.00,0.00,22.88,0.00,12.00,4.20,6.00,9.50,15.61,3.60,0.00,3.50,15.00,0.00,0.00,17.61,10.66,7.80,9.53,31.48,8.00,9.30,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,23.50,66.20,3.30,0.00,19.04,18.08,0.00,17.89,0.00,0.60,19.04,19.04,19.04,1.20,66.01,12.56,19.76,19.04,8.40,10.60,7.39,20.00,2.40,3.52,6.25,18.00,0.98,1.64,0.00,1.23,63.40,79.00,5.10,3.27,0.00,88.60,80.54,0.00,2.00,0.00
13.00,0.00,22.99,0.00,12.00,4.20,6.00,9.50,15.61,3.60,0.00,3.50,15.00,0.00,0.00,17.61,10.66,7.80,9.70,30.72,8.00,9.30,15.13,5.00,18.85,18.85,19.04,19.04,2.80,0.00,23.10,65.10,3.30,0.00,19.04,18.08,0.00,17.89,0.00,0.60,19.04,19.04,19.04,1.20,60.75,12.56,19.76,19.04,8.40,10.60,7.39,20.00,2.40,3.91,7.08,18.00,0.98,1.64,0.00,1.23,60.70,76.60,4.94,3.15,0.00,82.00,75.16,0.00,2.00,0.00
