"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.98,67.20,650.00,211.66,0.00,7.25,110.48,19.21,3.37,38.90,0.00,59.66,7.27,3.91,80.39,112.47,132.84,47.08,180.00,0.00,6.88,43.97,0.00,6.39,9.98,47.49,5.47,16.60,0.00,228.42,67.57,67.16,23.32,67.39,184.35,197.33,184.41,5.67,74.99,65.11,0.00,0.00,76.75,30.70,30.59,30.58,87.20,87.36,110.37,110.32,155.00,20.46,20.42,22.16,21.95,0.00
2.00,78.57,29.98,67.20,650.00,211.66,0.00,7.25,110.48,19.21,3.37,38.90,0.00,50.02,7.27,3.91,80.39,112.47,114.39,47.08,180.00,0.00,6.88,43.97,0.00,6.39,9.98,47.49,5.47,16.60,0.00,228.42,61.14,59.89,22.12,67.39,184.35,197.33,184.41,5.67,74.99,65.11,0.00,0.00,76.75,30.70,30.59,30.58,87.20,87.36,110.37,110.32,155.00,20.46,20.42,22.16,21.95,0.00
3.00,78.57,29.98,67.20,650.00,211.66,0.00,7.25,110.48,19.21,3.37,38.90,0.00,50.02,7.27,3.91,80.39,112.47,95.42,47.08,180.00,0.00,6.88,43.97,0.00,6.39,9.98,47.49,5.47,16.60,0.00,228.42,43.29,37.45,67.69,21.97,184.35,197.33,184.41,5.67,74.99,65.11,0.00,0.00,76.75,30.70,30.59,30.58,87.20,85.00,110.37,110.32,155.00,20.46,20.42,22.16,21.95,0.00
4.00,78.57,29.98,67.20,650.00,211.66,0.00,7.25,110.48,19.21,3.37,38.90,0.00,64.28,7.27,3.91,80.39,112.47,132.84,47.08,180.00,0.00,6.88,43.97,0.00,6.39,9.98,47.49,5.47,16.60,0.00,228.42,39.88,0.00,34.59,21.95,184.35,197.33,184.41,5.67,74.99,65.11,0.00,0.00,76.75,30.70,30.59,30.58,43.25,85.00,110.37,110.32,155.00,20.46,20.42,22.16,21.95,0.00
5.00,78.57,29.98,67.20,650.00,211.66,0.00,7.25,110.48,19.21,3.37,38.90,0.00,54.28,7.27,3.91,80.39,112.47,132.84,47.08,180.00,0.00,6.88,43.97,0.00,6.39,9.98,47.49,5.47,16.60,0.00,228.42,34.74,0.00,28.44,28.44,184.35,197.33,184.41,5.67,74.99,65.11,0.00,0.00,76.75,30.70,30.59,30.58,87.20,43.73,110.37,110.32,155.00,20.46,20.42,22.16,21.95,0.00
6.00,78.57,29.98,67.20,650.00,211.66,0.00,7.25,110.48,19.21,3.37,38.90,0.00,57.35,7.27,3.91,80.39,112.47,132.84,47.08,180.00,0.00,6.88,43.97,0.00,6.39,9.98,47.49,5.47,16.60,0.00,228.42,28.72,0.00,26.51,21.84,184.35,197.33,184.41,5.67,74.99,65.11,0.00,0.00,76.75,30.70,30.59,30.58,87.20,87.36,110.37,110.32,155.00,20.46,20.42,22.16,21.95,0.00
7.00,78.57,29.98,67.20,650.00,211.66,0.00,7.25,110.48,19.21,3.37,38.90,0.00,69.42,7.27,3.91,80.39,112.47,132.84,47.08,180.00,0.00,6.88,43.97,0.00,6.39,9.98,47.49,5.47,16.60,0.00,228.42,39.34,0.00,34.14,21.95,184.35,197.33,184.41,5.67,74.99,76.38,0.00,0.00,76.75,30.70,30.59,30.58,87.20,87.36,110.37,110.32,155.00,20.46,20.42,22.16,21.95,0.00
8.00,78.57,29.98,67.20,650.00,211.66,0.00,7.25,110.48,19.21,3.37,38.90,0.00,74.01,7.27,3.91,80.39,112.47,132.84,47.08,180.00,0.00,6.88,43.97,0.00,6.39,9.98,47.49,5.47,16.60,0.00,228.42,43.14,0.00,37.45,21.97,184.35,197.33,184.41,5.67,74.99,76.38,0.00,0.00,76.75,30.70,30.59,30.58,87.20,87.36,110.37,110.32,155.00,20.46,20.42,22.16,21.95,0.00
9.00,78.57,29.98,67.20,650.00,211.66,0.00,7.25,110.48,19.21,3.37,38.90,0.00,80.74,7.27,3.91,80.39,112.47,132.84,47.08,180.00,0.00,6.88,43.97,0.00,6.39,9.98,47.49,5.47,16.60,0.00,228.42,35.17,0.00,51.50,21.92,184.35,197.33,184.41,5.67,74.99,76.38,0.00,0.00,76.75,30.70,30.59,30.58,87.20,87.36,110.37,110.32,155.00,20.46,20.42,22.16,21.95,0.00
10.00,78.57,29.98,67.20,650.00,211.66,0.00,7.25,110.48,19.21,3.37,38.90,0.00,99.25,7.27,3.91,80.39,112.47,132.84,47.08,180.00,0.00,6.88,43.97,0.00,6.39,9.98,47.49,5.47,16.85,0.00,228.42,37.32,32.48,52.94,21.94,184.35,197.33,184.41,5.67,74.99,76.38,0.00,0.00,76.75,30.70,30.59,30.58,87.20,87.36,110.37,110.32,155.00,20.46,20.42,22.16,21.95,0.00
