"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CT AGROLMOS"
1.00,0.00,12.83,0.00,14.00,4.20,7.60,3.40,4.60,1.57,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,12.00,12.00,1.70,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,4.88,13.24,0.00,27.30,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,2.00,7.50,6.50,19.42,2.00,10.60,7.59,6.00,1.20,0.00,0.00,18.90,0.00,0.00,0.00,1.23,0.66,1.03,0.06,0.00,0.00,2.21,2.00,0.00,0.96,0.00,0.00,0.00,6.50
2.00,0.00,12.90,0.00,14.00,4.20,7.60,3.40,4.60,1.57,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,19.49,13.11,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,3.26,10.58,0.00,27.30,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,6.89,7.50,6.50,19.42,2.00,10.60,7.59,6.00,1.20,3.66,6.95,18.90,0.00,0.00,0.00,1.23,8.17,23.12,0.31,0.40,0.00,7.03,3.17,0.00,1.00,0.00,0.00,0.00,6.50
3.00,0.00,13.08,0.00,14.00,4.20,7.60,3.40,4.60,1.56,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,19.15,13.02,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,3.51,9.93,0.00,27.30,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,2.31,7.50,6.50,19.42,2.00,10.60,7.59,6.00,1.20,3.65,7.24,18.90,0.00,0.00,0.00,1.23,6.38,20.25,0.10,0.20,0.00,5.26,1.57,0.00,0.96,0.00,0.00,0.00,6.50
4.00,0.00,13.49,0.00,14.00,4.20,7.60,3.40,4.60,1.58,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,18.47,13.37,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,3.25,8.79,0.00,27.30,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,2.12,7.50,6.50,19.42,2.00,10.60,7.59,6.00,1.20,4.05,7.67,18.90,0.00,0.00,0.00,1.23,7.60,23.29,0.17,0.23,0.00,4.33,1.22,0.00,0.96,0.00,0.00,0.00,6.50
5.00,0.00,13.52,0.00,14.00,4.20,7.60,3.40,4.60,1.58,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,17.95,13.53,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,2.92,7.87,0.00,27.30,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,1.83,7.50,6.50,19.42,2.00,10.60,7.59,6.00,1.20,4.36,7.95,18.90,0.00,0.00,0.00,1.23,8.85,25.49,0.21,0.25,0.00,3.48,0.91,0.00,0.96,0.00,0.00,0.00,6.50
6.00,0.00,13.78,0.00,14.00,4.20,7.60,3.40,4.60,1.58,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,17.92,13.15,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,2.41,7.61,0.00,27.40,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,1.27,7.50,6.50,19.42,2.00,10.60,7.59,6.00,1.20,4.39,7.76,18.90,0.00,0.00,0.00,1.23,10.22,25.18,0.20,0.26,0.00,2.89,0.69,0.00,0.96,0.00,0.00,0.00,6.50
7.00,0.00,13.91,0.00,14.00,4.20,7.60,3.40,4.60,1.57,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,17.98,13.03,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,2.07,7.28,0.00,27.50,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,0.83,7.50,6.50,19.42,2.00,10.60,7.59,6.00,1.20,4.37,7.40,18.90,0.00,0.00,0.00,1.23,10.67,24.68,0.18,0.25,0.00,2.33,0.54,0.00,0.96,0.00,0.00,0.00,6.50
8.00,0.00,13.60,0.00,14.00,4.20,7.60,3.40,4.60,1.58,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,18.32,13.72,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,2.24,6.74,0.00,27.50,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,0.71,7.50,6.50,19.42,2.00,10.60,7.59,6.00,1.20,4.17,6.49,18.90,0.00,0.00,0.00,1.23,8.36,23.61,0.18,0.21,0.00,1.92,0.56,0.00,0.96,0.00,0.00,0.00,6.50
9.00,0.00,13.81,0.00,14.00,4.20,7.60,3.40,4.60,1.58,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,18.66,14.69,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,2.27,6.23,0.00,27.40,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,1.01,7.50,6.50,19.42,2.00,10.60,7.59,6.00,1.20,4.01,5.83,18.90,0.00,0.00,0.00,1.23,5.96,21.46,0.16,0.16,0.00,1.52,1.53,0.00,0.92,0.00,0.00,0.00,6.50
10.00,0.00,13.96,0.00,14.00,4.20,7.60,3.40,4.60,1.58,0.40,3.40,17.00,0.00,0.00,4.00,0.00,7.00,19.01,16.50,0.00,4.20,5.00,1.60,18.93,10.00,3.50,5.00,2.80,0.00,1.87,5.82,0.00,27.50,3.80,10.68,0.00,16.50,0.00,0.60,3.00,3.50,3.50,2.40,2.58,7.50,6.50,19.42,2.00,10.60,7.59,6.00,1.20,4.00,5.90,18.90,0.00,0.00,0.00,1.23,3.29,16.04,0.10,0.12,0.00,1.20,5.33,0.00,0.96,0.00,0.00,0.00,6.50
