"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE","CSINTIPAMPAEXP"
19.00,13.11,13.21,13.55,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,12.11,14.99,14.63,0.00,0.00,25.99,74.56,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,12.62,20.55,70.44,2.10,26.10,5.00,13.17,113.26,17.95,32.58,0.60,19.51,19.51,19.51,1.20,116.41,9.80,10.24,3.50,10.80,7.92,5.70,1.20,6.17,8.30,18.90,0.00,0.00,0.92,1.00,75.91,76.79,4.97,8.01,87.35,91.09,119.80,0.20,1.80,64.63,226.08,11.00,199.00,23.00,0.99
20.00,12.00,12.48,12.40,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,10.81,13.51,14.63,0.00,0.00,26.41,74.77,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,11.65,20.81,70.97,2.10,26.20,5.00,13.17,114.62,17.95,30.93,0.60,19.51,19.51,19.51,1.20,119.05,9.80,10.24,3.50,10.80,7.92,5.70,1.20,5.75,7.57,18.90,0.00,0.00,0.77,1.00,77.06,78.24,5.20,8.40,86.63,91.41,122.84,0.20,1.80,63.17,223.75,11.00,194.00,23.00,0.86
21.00,10.91,12.47,10.99,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,9.38,12.10,14.63,0.00,0.00,26.78,75.26,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,10.41,21.02,71.20,2.10,26.10,5.00,13.17,113.76,17.95,29.19,0.60,19.51,19.51,19.51,1.20,121.56,9.80,10.24,3.50,10.80,7.92,5.70,1.20,5.27,6.21,18.90,0.00,0.00,0.75,1.00,77.78,79.59,5.22,8.48,85.22,91.15,125.39,0.10,1.80,63.70,219.30,11.00,185.00,23.00,0.74
22.00,9.68,12.33,9.57,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,8.45,12.19,14.63,0.00,0.00,27.13,75.30,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,10.52,21.60,71.79,2.10,26.10,5.00,13.17,109.16,17.95,28.88,0.60,19.51,19.51,19.51,1.20,123.25,9.80,10.24,3.50,10.80,7.92,5.70,1.20,4.78,4.65,18.90,0.00,0.00,0.70,1.00,78.29,80.37,5.17,8.47,83.27,92.82,126.23,0.10,1.80,68.94,212.49,11.00,176.00,23.00,0.62
23.00,7.77,12.77,7.92,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,7.50,12.64,14.63,0.00,0.00,27.45,75.18,4.60,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,10.79,22.31,72.50,2.10,26.10,5.00,13.17,105.55,17.95,28.00,0.60,19.51,19.51,19.51,1.20,124.66,9.80,10.24,3.50,10.80,7.92,5.70,1.20,4.51,4.15,18.90,0.00,0.00,0.59,1.00,78.71,80.95,5.09,8.35,78.35,95.12,126.49,0.10,1.88,69.84,204.17,11.00,143.00,23.00,0.49
24.00,4.99,13.90,5.53,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,6.33,11.18,14.63,0.00,0.00,27.77,74.38,6.80,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,9.57,22.56,72.69,2.10,25.90,5.00,13.17,89.16,17.95,25.73,0.60,19.51,19.51,19.51,1.20,124.94,9.80,10.24,3.50,10.80,7.92,5.70,1.20,4.32,4.00,18.90,0.00,0.00,0.43,1.00,79.75,82.19,5.01,8.21,65.74,97.01,126.68,0.10,1.88,62.30,190.69,11.00,109.00,23.00,0.37
25.00,2.58,12.55,3.59,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,2.13,8.96,14.63,0.00,0.00,27.53,73.35,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,7.14,22.65,72.71,2.10,26.00,5.00,13.17,62.63,17.95,19.00,0.60,19.51,19.51,19.51,1.20,124.83,9.80,10.24,3.50,10.80,7.92,5.70,1.20,4.33,4.13,18.90,0.00,0.00,0.37,1.00,80.98,83.64,4.88,8.01,47.38,98.77,126.85,0.10,1.88,45.26,158.79,11.00,55.00,23.00,0.25
26.00,1.02,11.80,2.08,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.09,5.63,14.63,0.00,0.00,27.11,71.60,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,3.22,22.76,72.47,2.10,26.20,5.00,13.17,29.77,17.95,10.35,0.60,19.51,19.51,19.51,1.20,123.97,9.80,10.24,3.50,10.80,7.92,5.70,1.20,4.41,4.35,18.90,0.00,0.00,0.25,1.00,81.56,84.30,4.74,7.80,22.80,98.65,125.51,0.00,1.92,21.20,114.26,11.00,2.00,23.00,0.12
27.00,0.24,11.70,0.65,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,2.45,14.63,0.00,0.00,26.19,69.61,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.67,22.87,72.13,2.10,26.20,5.00,13.17,8.89,17.95,3.67,0.60,19.51,19.51,19.51,1.20,122.87,9.80,10.24,3.50,10.80,7.92,5.70,1.20,3.92,3.60,18.90,0.00,0.00,0.09,1.00,81.92,84.69,4.40,7.14,6.10,97.91,123.68,0.00,1.96,6.83,64.46,11.00,1.00,23.00,0.06
28.00,0.05,11.80,0.09,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,0.74,14.63,0.00,0.00,25.12,66.01,7.60,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.06,22.83,71.06,2.10,26.40,5.00,13.17,1.77,17.95,0.69,0.60,19.51,19.51,19.51,1.20,119.08,9.80,10.24,3.50,10.80,7.92,5.60,1.20,3.23,2.53,18.90,0.00,0.00,0.04,1.00,82.13,85.02,3.99,6.33,0.94,96.34,115.54,0.00,1.96,1.66,16.14,11.00,0.00,23.00,0.00
29.00,0.00,11.91,0.00,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,23.75,61.88,7.50,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,22.73,69.73,2.10,26.60,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,114.40,9.80,10.24,3.50,10.80,7.92,5.60,1.20,2.90,2.17,18.90,0.00,0.00,0.00,1.00,82.28,85.32,3.66,5.57,0.00,94.49,105.30,0.00,1.96,0.00,0.00,11.00,0.00,23.00,0.00
30.00,0.00,10.91,0.00,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,22.29,58.76,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,22.33,66.93,2.10,26.80,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,99.36,9.80,10.24,3.50,10.80,7.92,5.60,1.20,2.68,2.05,18.90,0.00,0.00,0.00,1.00,81.96,84.78,3.37,4.84,0.00,90.37,88.10,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
31.00,0.00,9.71,0.00,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,21.37,55.98,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,21.82,63.64,2.10,26.90,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,80.88,9.80,10.24,3.50,10.80,7.92,5.60,1.20,2.27,1.68,18.90,0.00,0.00,0.00,1.00,81.48,83.96,3.09,4.33,0.00,85.49,68.57,0.00,1.96,0.00,0.00,11.00,0.00,23.00,0.00
32.00,0.00,10.60,0.00,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,20.63,52.49,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,20.89,60.08,2.10,26.90,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,71.79,9.80,10.24,3.50,10.80,7.92,5.60,1.20,1.79,1.23,18.90,0.00,0.00,0.00,1.00,77.82,83.20,2.83,3.90,0.00,81.64,58.47,0.00,1.96,0.00,0.00,11.00,0.00,23.00,0.00
33.00,0.00,12.83,0.00,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,20.04,48.75,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,19.81,56.44,2.10,27.00,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,65.84,9.80,10.24,3.50,10.80,7.92,5.60,1.20,1.57,1.24,18.90,0.00,0.00,0.00,1.00,73.11,82.46,2.60,3.53,0.00,78.14,51.52,0.00,1.92,0.00,0.00,11.00,0.00,23.00,0.00
34.00,0.00,12.73,0.00,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,19.51,44.96,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,18.94,53.62,2.10,27.00,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,62.89,9.80,10.24,3.50,10.80,7.92,5.60,1.20,1.45,1.42,18.90,0.00,0.00,0.00,1.00,68.69,81.37,2.38,3.18,0.00,75.13,46.59,0.00,1.92,0.00,0.00,11.00,0.00,23.00,0.00
35.00,0.00,12.77,0.00,14.00,2.90,7.80,5.80,4.90,1.50,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,18.77,41.16,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,18.14,51.07,2.10,27.10,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,60.95,9.80,10.24,3.50,10.80,7.92,5.60,1.20,1.78,1.86,18.90,0.00,0.00,0.00,1.00,64.37,80.15,2.10,2.78,0.00,72.28,42.34,0.00,1.92,0.00,0.00,11.00,0.00,23.00,0.00
36.00,0.00,13.23,0.00,14.00,2.90,7.80,5.80,4.90,1.60,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,17.97,39.42,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,17.26,47.71,2.10,27.00,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,56.14,9.80,10.24,3.50,10.80,7.92,5.60,1.20,2.26,2.39,18.90,0.00,0.00,0.00,1.00,60.39,77.61,1.79,2.36,0.00,70.38,39.35,0.00,1.88,0.00,0.00,11.00,0.00,23.00,0.00
37.00,0.00,13.36,0.00,14.00,2.90,7.80,5.80,4.90,1.60,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,17.39,38.39,7.30,0.00,15.41,3.60,17.76,13.85,10.00,13.66,1.40,0.00,16.37,44.07,2.10,27.10,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,50.39,9.80,10.24,3.50,10.80,7.92,5.60,1.20,3.00,4.15,18.90,0.00,0.00,0.00,1.00,56.51,74.63,1.64,2.14,0.00,68.80,36.77,0.00,1.92,0.00,0.00,11.00,0.00,23.00,0.00
38.00,0.00,14.49,0.00,14.00,2.90,7.80,5.80,4.90,1.60,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,16.88,38.09,7.30,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,15.57,41.17,2.10,26.90,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,42.25,9.80,10.24,3.50,10.80,7.92,5.60,1.20,3.82,6.32,18.90,0.00,0.00,0.00,1.00,51.47,69.67,1.55,1.99,0.00,67.08,31.06,0.00,1.88,0.00,0.00,11.00,0.00,23.00,0.00
39.00,0.00,14.24,0.00,14.00,2.90,7.80,5.80,4.90,1.60,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,17.06,38.04,7.30,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,14.80,38.51,2.10,27.00,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,33.32,9.80,10.24,3.50,10.80,7.92,5.60,1.20,3.93,6.51,18.90,0.00,0.00,0.00,1.00,46.04,64.04,1.39,1.78,0.00,65.32,24.30,0.00,1.88,0.00,0.00,11.00,0.00,23.00,0.00
40.00,0.00,14.21,0.00,14.00,2.90,7.80,5.80,4.90,1.60,0.40,3.30,20.24,0.00,0.00,14.63,0.00,0.00,17.46,38.18,7.30,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,14.16,36.65,2.10,27.10,5.00,13.17,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,28.21,9.80,10.24,3.50,10.80,7.92,5.60,1.20,3.80,6.05,18.90,0.00,0.00,0.00,1.00,39.85,59.54,1.21,1.56,0.00,64.37,21.01,0.00,1.84,0.00,0.00,11.00,0.00,23.00,0.00
