"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,103.04,16.33,3.12,33.01,14.92,50.00,5.13,2.82,148.82,112.36,88.38,38.79,35.37,190.00,13.33,1.97,6.88,81.32,6.39,0.00,53.83,9.64,12.45,0.00,0.00,42.98,57.36,43.11,40.63,167.18,0.00,158.24,0.00,74.91,76.30,43.54,36.91,63.89,30.67,30.56,30.55,32.18,32.18,26.74,26.74,203.20
2.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,103.04,16.33,3.12,33.01,14.92,50.00,5.13,2.82,148.82,112.36,88.38,38.79,35.37,190.00,13.33,1.97,6.88,81.32,6.39,0.00,59.39,9.64,13.74,0.00,0.00,36.97,36.90,37.03,35.77,175.68,0.00,166.37,0.00,74.91,76.30,59.22,0.00,63.89,30.67,30.56,30.55,32.03,32.04,37.25,37.25,203.20
3.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,103.04,16.33,3.12,33.01,14.92,50.00,5.13,2.82,148.82,112.36,88.38,38.79,35.37,190.00,13.33,1.97,6.88,81.32,6.39,0.00,37.38,9.64,8.65,0.00,0.00,29.53,40.90,29.53,29.53,141.12,0.00,134.91,0.00,74.91,76.30,40.47,33.29,63.89,30.67,30.56,30.55,31.89,31.89,20.62,20.62,203.20
4.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,103.04,16.33,3.12,33.01,14.92,50.00,5.13,2.82,148.82,112.36,88.38,38.79,35.37,190.00,13.33,1.97,6.88,81.32,6.39,0.00,40.21,9.64,9.30,0.00,0.00,21.94,52.95,33.53,21.94,146.40,0.00,139.48,0.00,74.91,76.30,34.83,38.18,63.89,30.67,30.56,30.55,32.03,32.04,20.62,20.62,203.20
5.00,48.41,29.95,67.13,596.35,194.00,6.57,6.63,103.04,16.33,3.12,33.01,14.92,50.00,5.13,2.82,148.82,112.36,88.38,38.79,35.37,190.00,13.33,1.97,6.88,81.32,6.39,0.00,65.04,9.64,15.04,0.00,0.00,0.00,67.10,23.30,23.30,184.17,0.00,174.76,0.00,74.91,76.30,39.89,47.22,63.89,30.67,30.56,30.55,32.03,32.04,20.62,20.62,203.20
6.00,48.41,29.95,67.13,596.35,194.00,6.57,6.63,103.04,16.33,3.12,33.01,14.92,50.00,5.13,2.82,148.82,112.36,88.38,38.79,35.37,190.00,13.33,1.97,6.88,81.32,6.39,0.00,76.77,9.64,17.76,0.00,0.00,0.00,67.10,23.30,23.30,184.17,0.00,174.76,0.00,74.91,76.30,39.89,47.22,63.89,30.67,30.56,30.55,32.03,32.04,43.67,43.66,203.20
7.00,48.41,29.95,67.13,596.35,194.00,6.57,6.63,103.04,16.33,3.12,33.01,14.92,50.00,5.13,2.82,148.82,112.36,88.38,38.79,35.37,190.00,13.33,1.97,6.88,81.32,6.39,0.00,68.99,9.64,15.96,0.00,0.00,0.00,67.10,23.30,23.30,184.17,0.00,174.76,0.00,74.91,76.30,43.44,43.68,63.89,30.67,30.56,30.55,32.18,32.18,36.13,36.13,203.20
8.00,48.41,29.95,67.13,596.35,194.00,6.57,6.63,103.04,16.33,3.12,33.01,14.92,50.00,5.13,2.82,148.82,112.36,88.38,38.79,35.37,190.00,13.33,1.97,6.88,81.32,6.39,0.00,60.64,9.64,14.03,0.00,0.00,0.00,67.10,23.30,23.30,175.84,0.00,166.53,0.00,74.91,76.30,39.89,47.22,63.89,30.67,30.56,30.55,32.03,32.04,24.23,24.23,203.20
9.00,48.41,29.95,67.13,596.35,194.00,6.57,6.63,103.04,16.33,3.12,33.01,14.92,50.00,5.13,2.82,148.82,112.36,88.38,38.79,35.37,190.00,13.33,1.97,6.88,81.32,6.39,0.00,42.02,9.64,9.72,0.00,0.00,0.00,67.10,23.30,23.30,117.35,0.00,114.45,0.00,74.91,56.24,39.89,47.22,63.89,30.67,30.56,30.55,32.03,32.04,20.62,20.62,203.20
10.00,48.41,29.95,67.13,635.03,206.59,6.57,6.63,103.04,16.33,3.12,33.01,14.92,50.00,5.13,2.82,148.82,112.36,88.38,38.79,35.37,190.00,13.33,1.97,6.88,81.32,6.39,0.00,24.56,9.64,5.68,0.00,0.00,0.00,67.10,26.04,26.04,0.00,0.00,127.08,0.00,74.91,54.11,38.28,44.20,63.89,30.67,30.56,30.55,31.89,31.89,20.62,20.62,203.20
