"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,46.46,29.95,67.13,635.03,206.59,6.57,6.90,110.37,17.21,2.23,20.75,14.92,70.28,5.13,2.82,147.00,56.18,129.94,44.06,35.37,120.00,16.00,2.15,6.88,80.33,0.00,6.39,9.98,64.72,5.46,14.97,0.00,0.00,23.65,33.30,33.36,33.36,71.18,77.48,71.18,0.00,72.72,72.98,43.46,40.02,44.82,30.67,30.56,30.55,35.62,35.62,42.89,42.89,203.20,12.30,20.25
2.00,46.46,29.95,67.13,635.03,206.59,6.57,6.90,110.37,17.21,2.23,20.75,14.92,64.82,5.13,2.82,147.00,56.18,97.78,44.06,26.85,120.00,16.00,2.15,6.88,80.33,0.00,6.39,9.98,49.73,5.46,11.50,0.00,144.33,43.41,25.93,25.95,24.76,86.73,92.74,0.00,0.00,71.04,57.60,37.72,41.34,44.82,30.67,30.56,30.55,20.62,20.62,39.59,39.58,203.20,12.30,20.25
3.00,46.46,29.95,67.13,635.03,206.59,6.57,6.90,110.37,17.21,2.23,20.75,14.92,61.49,5.13,2.82,147.00,56.18,117.91,44.06,35.37,120.00,16.16,2.15,6.88,80.33,0.00,6.39,9.98,49.44,5.46,11.43,0.00,0.00,28.91,30.59,28.91,28.91,92.78,98.76,0.00,0.00,71.22,61.93,44.40,42.32,44.82,30.67,30.56,30.55,22.16,22.16,47.68,0.00,203.20,12.30,20.25
4.00,46.46,29.95,67.13,635.03,206.59,6.57,6.90,110.37,17.21,2.23,20.75,14.92,58.89,5.13,2.82,147.00,56.18,115.52,44.06,35.37,120.00,16.16,2.15,6.88,80.33,0.00,6.39,9.98,45.92,5.46,10.62,0.00,0.00,25.64,25.63,37.43,25.63,88.76,94.75,0.00,0.00,70.60,59.55,43.30,43.27,44.82,30.67,30.56,30.55,20.62,20.62,50.61,0.00,203.20,12.30,20.25
5.00,46.46,29.95,67.13,635.03,206.59,6.57,6.90,110.37,17.21,2.23,20.75,14.92,55.40,5.13,2.82,147.00,56.18,112.99,44.06,35.37,120.00,16.16,2.15,6.88,80.33,0.00,6.39,9.98,41.65,5.46,9.64,0.00,0.00,37.53,0.00,37.59,37.49,81.36,87.46,0.00,0.00,70.93,54.78,47.61,40.42,44.82,30.67,30.56,30.55,20.62,20.62,46.25,0.00,203.20,12.30,20.25
6.00,46.46,29.95,67.13,635.03,206.59,6.57,6.90,110.37,17.21,2.23,20.75,14.92,56.16,5.13,2.82,147.00,56.18,114.16,44.06,35.37,120.00,16.16,2.15,6.88,80.33,0.00,6.39,9.98,41.40,5.46,9.58,0.00,0.00,46.00,0.00,46.18,45.92,83.57,89.63,0.00,0.00,70.92,54.54,0.00,66.47,44.82,30.67,30.56,30.55,0.00,31.45,71.93,0.00,203.20,12.30,20.25
7.00,46.46,29.95,67.13,635.03,206.59,6.57,6.90,110.37,17.21,2.23,20.75,14.92,55.40,5.13,2.82,147.00,56.18,109.08,44.06,35.37,120.00,16.16,2.15,6.88,80.33,0.00,6.39,9.98,38.06,5.46,8.80,0.00,0.00,39.15,0.00,30.06,39.11,79.86,85.99,0.00,0.00,70.84,52.11,47.53,40.20,44.82,30.67,30.56,30.55,20.62,20.62,42.56,0.00,203.20,12.30,20.25
8.00,46.46,29.95,67.13,635.03,206.59,6.57,6.90,110.37,17.21,2.23,20.75,14.92,57.11,5.13,2.82,147.00,56.18,109.25,44.06,35.37,120.00,16.16,2.15,6.88,80.33,0.00,6.39,9.98,39.58,5.46,9.15,0.00,0.00,36.86,0.00,36.86,36.86,84.20,90.25,0.00,0.00,70.91,54.03,41.50,47.36,44.82,30.67,30.56,30.55,20.62,20.62,0.00,0.00,203.20,12.30,20.25
9.00,46.46,29.95,67.13,635.03,206.59,6.57,6.90,110.37,17.21,2.23,20.75,14.92,69.50,5.13,2.82,147.00,56.18,114.28,44.06,35.37,120.00,16.16,2.15,6.88,80.33,0.00,6.39,9.98,47.20,5.46,10.92,0.00,0.00,52.24,0.00,30.65,30.65,100.04,106.11,0.00,0.00,71.22,62.00,44.41,42.84,44.82,30.67,30.56,30.55,21.35,21.35,0.00,0.00,203.20,12.30,20.25
10.00,46.46,29.95,67.13,635.03,206.59,6.57,6.90,110.37,17.21,2.23,20.75,14.92,65.98,5.13,2.82,147.00,56.18,117.00,44.06,35.37,120.00,16.16,2.15,6.88,80.33,0.00,6.39,9.98,51.33,5.46,11.87,0.00,0.00,29.99,29.97,24.93,29.99,102.36,108.50,0.00,0.00,71.37,64.56,40.38,45.72,44.82,30.67,30.56,30.55,24.82,24.82,0.00,0.00,203.20,12.30,20.25
11.00,46.46,29.95,67.13,635.03,206.59,6.57,6.90,110.37,17.21,2.23,20.75,14.92,55.40,5.13,2.82,147.00,56.18,120.77,44.06,35.37,120.00,16.16,2.15,6.88,80.33,0.00,6.39,9.98,53.06,5.46,12.27,0.00,0.00,28.70,32.80,28.70,28.70,95.91,101.91,0.00,0.00,70.48,65.52,43.78,43.74,44.82,30.67,30.56,30.55,34.35,22.78,0.00,0.00,203.20,12.30,20.25
12.00,46.46,29.95,67.13,635.03,206.59,6.57,6.90,110.37,17.21,2.23,20.75,14.92,55.40,5.13,2.82,147.00,56.18,118.10,44.06,35.37,120.00,16.16,2.15,6.88,80.33,0.00,6.39,9.98,46.57,5.46,10.77,0.00,0.00,35.18,0.00,35.18,35.18,66.49,72.84,0.00,0.00,70.87,53.06,40.79,46.85,44.82,30.67,30.56,30.55,52.49,0.00,0.00,0.00,203.20,12.30,20.25
13.00,46.46,29.95,67.13,635.03,206.59,6.57,6.90,110.37,17.21,2.23,20.75,14.92,55.40,5.13,2.82,147.00,56.18,124.85,44.06,35.37,122.01,16.16,2.15,6.88,80.33,0.00,6.39,9.98,53.80,5.46,12.44,0.00,0.00,27.26,0.00,27.26,67.31,0.00,95.15,0.00,0.00,74.91,0.00,39.74,46.87,44.82,30.67,30.56,30.55,35.78,35.78,0.00,0.00,203.20,12.30,20.25
14.00,46.46,29.95,67.13,605.43,196.96,6.57,6.90,110.37,17.21,2.23,20.75,14.92,55.40,5.13,2.82,147.00,56.18,122.55,44.06,35.37,122.48,16.16,2.15,6.88,80.33,0.00,6.39,9.98,48.12,5.46,11.13,0.00,0.00,57.05,0.00,37.69,37.69,0.00,0.00,0.00,0.00,74.91,0.00,0.00,66.47,44.82,30.67,30.56,30.55,35.20,35.20,0.00,0.00,203.20,12.30,20.25
15.00,46.46,29.95,67.13,609.15,198.17,6.57,6.90,110.37,17.21,2.23,20.75,9.95,55.40,5.13,2.82,147.00,56.18,132.71,44.06,35.37,129.17,16.16,2.15,6.88,80.33,0.00,6.39,9.98,53.69,5.46,12.42,0.00,0.00,27.26,0.00,27.26,60.35,0.00,0.00,0.00,0.00,0.00,0.00,45.08,45.85,44.82,30.67,30.56,30.55,43.29,43.29,0.00,0.00,203.20,12.30,20.25
16.00,46.46,29.95,67.13,564.60,183.68,6.57,6.90,110.37,17.21,2.23,20.75,9.95,55.40,5.13,2.82,147.00,56.18,97.78,44.06,25.99,120.00,16.16,2.15,6.88,80.33,0.00,6.39,9.98,45.97,5.46,10.63,144.33,0.00,49.77,0.00,32.90,49.66,0.00,0.00,0.00,0.00,0.00,0.00,66.56,0.00,44.82,30.67,30.56,30.55,23.57,37.52,0.00,0.00,203.20,12.30,20.25
17.00,46.46,29.95,67.13,583.60,189.86,6.57,6.90,110.37,17.21,2.23,20.75,9.95,55.40,5.13,2.82,147.00,56.18,97.78,44.06,35.37,136.03,16.16,2.15,6.88,80.33,0.00,6.39,9.98,55.64,5.46,12.87,144.33,0.00,35.35,0.00,35.35,50.09,0.00,0.00,0.00,0.00,0.00,0.00,40.36,45.56,44.82,30.67,30.56,30.55,51.26,33.44,54.03,0.00,203.20,12.30,20.25
18.00,46.46,29.95,67.13,601.96,195.83,6.57,6.90,110.37,17.21,2.23,20.75,9.95,55.40,5.13,2.82,147.00,56.18,97.78,44.06,35.37,148.13,16.16,2.15,6.88,80.33,0.00,6.39,9.98,62.88,5.46,14.54,144.33,0.00,64.94,0.00,31.32,31.32,0.00,0.00,0.00,0.00,74.91,0.00,36.08,39.29,44.82,30.67,30.56,30.55,43.15,43.15,108.51,0.00,203.20,12.30,20.25
19.00,46.46,29.95,67.13,600.46,195.34,6.57,6.90,88.30,17.21,2.23,20.75,9.95,55.40,5.13,2.82,147.00,56.18,103.62,44.06,35.37,160.75,16.16,2.15,6.88,80.33,0.00,6.39,9.98,67.49,5.46,15.61,144.33,0.00,32.22,31.98,32.22,32.22,0.00,0.00,0.00,0.00,70.65,47.48,35.38,39.09,44.82,30.67,30.56,30.55,48.33,48.33,110.26,0.00,203.20,12.30,20.25
