"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,19.21,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,0.00,0.00,3.10,2.50,7.80,15.00,16.80,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,0.00,7.10,25.10,1.96,28.18,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,14.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,12.91,13.25,9.50,0.00,1.81,38.00,51.00,13.10,13.10,0.00,45.00,18.00,0.00,1.33,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,19.37,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,0.00,0.00,3.10,2.50,7.80,15.00,16.80,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,0.00,6.40,23.20,1.96,28.16,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,14.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,12.82,13.38,9.50,0.00,1.76,36.00,47.60,13.10,13.10,0.00,45.00,18.00,0.00,1.31,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,19.33,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,0.00,0.00,3.10,2.50,7.80,15.00,15.30,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,0.00,6.00,21.40,1.96,28.21,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,8.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,12.78,13.29,9.50,0.00,1.72,34.60,45.70,14.53,14.53,0.00,40.00,18.00,0.00,1.30,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,19.57,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,0.00,0.00,3.10,2.50,7.80,15.00,13.80,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,0.00,5.70,19.70,1.96,28.25,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,8.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,12.75,13.20,9.50,0.00,1.68,33.30,43.80,14.53,14.53,0.00,39.00,18.00,0.00,1.28,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,19.99,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,0.00,0.00,3.10,2.50,7.80,13.00,12.40,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,0.00,5.30,18.40,1.96,28.25,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,8.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,12.68,13.21,9.50,0.00,1.64,32.00,41.80,14.53,14.53,0.00,34.10,18.00,0.00,1.26,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,20.15,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,0.00,0.00,3.10,2.50,7.80,13.00,10.90,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,0.00,5.00,17.10,1.96,28.21,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,8.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,12.60,13.22,9.50,0.00,1.61,30.70,39.90,14.53,14.53,0.00,32.90,18.00,0.00,1.24,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,20.24,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,0.00,0.00,0.00,2.50,7.80,15.00,9.90,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,0.00,4.80,15.80,1.96,28.14,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,8.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,12.66,13.29,9.50,0.00,1.57,29.80,38.70,15.85,15.85,0.00,31.90,12.00,0.00,1.23,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,20.49,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,0.00,0.00,0.00,2.50,7.80,15.00,8.90,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,0.00,4.50,14.60,1.96,28.17,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,8.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,12.73,13.36,9.50,0.00,1.54,28.80,37.50,15.85,15.85,0.00,30.90,12.00,0.00,1.21,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,20.64,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,0.00,0.00,0.00,2.50,7.80,16.00,8.10,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,0.00,4.30,14.20,1.96,28.18,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,8.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,12.62,13.33,9.50,0.00,1.51,27.30,35.50,15.85,15.85,0.00,30.10,12.00,0.00,1.21,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,20.59,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,0.00,0.00,0.00,0.00,2.50,7.80,16.00,7.30,0.00,5.30,6.00,4.50,18.55,9.90,3.00,4.50,3.00,0.00,4.00,13.90,1.96,28.20,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,8.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,12.51,13.30,9.40,0.00,1.47,35.80,33.60,15.85,15.85,0.00,29.30,12.00,0.00,1.19,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
