"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.81,22.39,0.00,14.00,4.20,6.70,11.66,17.80,3.66,0.40,3.40,19.00,0.00,2.04,16.52,0.00,8.40,2.11,51.66,5.40,10.00,5.20,5.00,18.17,18.17,18.37,18.37,1.40,0.53,20.99,68.42,3.09,25.40,18.36,17.16,5.40,16.89,0.83,0.60,18.36,18.36,18.36,2.40,111.18,12.12,18.81,8.20,10.70,8.78,20.00,1.20,11.49,12.66,0.00,0.00,0.00,0.08,1.00,46.97,67.52,5.69,9.70,4.98,80.81,157.81,0.00,2.00,3.25,6.60,11.00,5.00,22.00,0.03,7.84
2.00,0.31,22.36,0.00,14.00,4.20,6.70,11.66,17.80,3.66,0.40,3.40,19.00,0.00,0.72,16.52,0.00,8.40,2.58,51.71,8.00,10.00,14.51,5.00,18.17,18.17,18.37,18.37,1.40,0.10,21.45,69.50,3.09,25.50,18.36,17.16,1.76,16.89,0.16,0.60,18.36,18.36,18.36,2.40,107.70,12.12,18.81,8.20,10.70,8.78,20.00,1.20,10.15,11.75,0.00,0.00,0.00,0.04,1.00,50.05,70.03,5.50,9.20,1.40,81.95,152.17,0.00,2.00,0.88,3.20,11.00,2.20,22.00,0.02,4.18
3.00,0.04,22.44,0.00,14.00,4.20,6.70,11.66,17.80,3.66,0.40,3.40,19.00,0.00,0.07,16.52,0.00,8.40,2.52,51.38,8.00,10.00,14.51,5.00,18.17,18.17,18.37,18.37,1.40,0.00,21.95,70.78,3.09,25.60,18.36,17.16,0.17,16.89,0.01,0.60,18.36,18.36,18.36,2.40,101.22,12.12,18.81,8.20,10.70,8.78,20.00,1.20,9.41,11.14,19.00,0.00,0.00,0.00,1.00,52.72,71.56,5.09,8.27,0.10,83.52,143.52,0.00,2.00,0.05,0.12,11.00,0.14,22.00,0.00,0.52
4.00,0.00,22.46,0.00,14.00,4.20,6.70,11.66,17.80,3.66,0.40,3.40,19.00,0.00,0.00,16.52,0.00,8.40,2.28,50.90,8.00,10.00,14.51,5.00,18.17,18.17,18.37,18.37,1.40,0.00,22.48,72.25,3.09,25.70,18.36,17.16,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,92.74,12.12,18.81,8.20,10.70,8.78,20.00,1.20,8.86,10.63,19.00,0.00,0.00,0.00,1.00,55.27,75.00,4.60,7.19,0.00,85.09,132.87,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.26
5.00,0.00,22.32,0.00,14.00,4.20,6.70,11.66,17.80,3.66,0.40,3.40,19.00,0.00,0.00,16.52,0.00,8.40,2.50,48.85,8.00,10.00,14.51,5.00,18.17,18.17,18.37,18.37,1.40,0.00,22.90,73.36,3.09,25.80,18.36,17.16,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,84.26,12.12,18.81,8.20,10.70,8.78,20.00,1.20,9.16,11.41,19.00,0.00,0.00,0.00,1.00,65.00,77.00,4.31,6.50,0.00,86.44,122.22,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
6.00,0.00,22.46,0.00,14.00,4.20,6.70,11.66,17.80,3.66,0.40,3.40,19.00,0.00,0.00,16.52,0.00,8.40,2.86,46.27,8.00,10.00,14.51,5.00,18.17,18.17,18.37,18.37,1.40,0.00,23.23,74.10,3.09,25.90,18.36,17.16,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,74.78,12.12,18.81,8.20,10.70,8.78,20.00,1.20,9.76,12.62,19.00,0.00,0.00,0.00,1.00,65.00,74.45,4.07,5.94,0.00,87.80,110.58,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,22.57,0.00,14.00,4.20,6.70,11.66,17.80,3.66,0.40,3.40,19.00,0.00,0.00,16.52,0.00,8.40,3.63,43.18,8.00,10.00,14.51,5.00,18.17,18.17,18.37,18.37,1.40,0.00,23.46,74.59,3.09,26.00,18.36,17.16,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,66.30,12.12,18.81,8.20,10.70,8.78,20.00,1.20,9.86,12.91,18.90,0.00,0.00,0.00,1.00,59.86,75.83,3.87,5.43,0.00,88.11,99.93,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,22.42,0.00,14.00,4.20,6.70,11.66,17.80,3.66,0.40,3.40,19.00,0.00,0.00,16.52,0.00,8.40,4.53,39.92,8.00,10.00,14.51,5.00,18.17,18.17,18.37,18.37,1.40,0.00,23.60,74.83,3.09,26.10,18.36,17.16,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,56.82,12.12,18.81,8.20,10.70,8.78,20.00,1.20,9.81,12.90,18.90,0.00,0.00,0.00,1.00,63.28,77.41,3.67,4.95,0.00,88.43,88.28,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,22.37,0.00,14.00,4.20,6.70,11.66,17.80,3.68,0.40,3.40,19.00,0.00,0.00,16.52,0.00,8.40,4.99,36.74,8.00,10.00,14.51,5.00,18.17,18.17,18.37,18.37,1.40,0.00,23.64,74.66,3.09,26.10,18.36,17.16,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,48.34,12.12,18.81,8.20,10.70,8.78,20.00,1.20,9.63,12.76,18.90,0.00,0.00,0.00,1.00,64.44,77.76,3.34,4.37,0.00,88.00,77.63,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,22.33,0.00,14.00,4.20,6.70,11.66,17.80,3.68,0.40,3.40,19.00,0.00,0.00,16.52,0.00,8.40,5.31,33.59,8.00,10.00,14.51,5.00,18.17,18.17,18.37,18.37,1.40,0.00,23.59,74.06,3.09,26.20,18.36,17.16,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,40.86,12.12,18.81,8.20,10.70,8.78,20.00,1.20,9.42,12.57,18.90,0.00,0.00,0.00,1.00,64.85,77.68,2.96,3.76,0.00,87.57,67.98,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
