"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,16.20,23.67,16.90,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,18.70,18.40,18.05,0.00,8.20,5.80,55.20,8.10,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,15.00,26.40,85.50,2.83,0.00,19.51,19.45,129.00,9.00,30.90,0.00,19.51,19.51,19.51,2.40,56.00,12.88,17.49,19.51,6.40,0.00,0.00,0.00,2.40,8.60,10.10,18.00,1.03,1.00,76.00,89.40,11.10,8.20,88.10,115.20,41.00,0.40,2.00,62.72
2.00,15.40,23.85,15.50,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,18.60,18.10,18.05,0.00,8.20,6.80,56.00,6.30,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,15.00,26.00,84.80,2.83,0.00,19.51,19.45,130.00,9.00,30.80,0.00,19.51,19.51,19.51,2.40,73.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,7.90,9.30,18.00,1.02,1.00,75.66,90.40,7.66,8.60,88.90,112.80,51.00,0.40,2.00,64.59
3.00,14.00,23.64,13.00,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,18.60,17.70,18.05,0.00,8.20,8.10,55.30,5.50,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,14.80,25.50,83.20,2.83,0.00,19.51,19.45,131.00,9.00,30.50,0.00,19.51,19.51,19.51,2.40,88.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,6.60,7.90,18.00,1.02,1.00,70.26,90.30,6.14,9.00,87.90,109.70,65.00,0.30,2.00,66.73
4.00,12.10,23.84,10.40,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,18.60,17.40,18.05,0.00,8.20,8.70,55.00,5.20,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,14.50,25.20,82.00,2.83,0.00,19.51,19.45,129.00,9.00,29.60,0.00,19.51,19.51,19.51,2.40,102.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,5.70,6.90,18.00,0.87,1.00,64.89,90.40,5.51,9.20,84.70,108.20,80.00,0.20,2.00,66.51
5.00,9.70,23.83,8.40,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,17.00,16.90,18.05,0.00,8.20,9.10,54.70,4.90,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,14.00,25.10,81.00,2.83,0.00,19.51,19.45,126.00,9.00,28.30,0.00,19.51,19.51,19.51,2.40,113.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,5.00,5.90,18.00,0.84,1.00,56.78,90.70,5.61,9.50,80.20,107.30,96.00,0.20,2.00,63.60
6.00,7.20,23.96,6.40,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,14.80,15.90,18.05,0.00,8.20,9.40,56.10,4.80,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,13.20,25.20,81.40,2.83,0.00,19.51,19.45,121.00,9.00,25.10,0.00,19.51,19.51,19.51,2.40,120.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,4.60,5.00,18.00,0.79,1.00,56.46,89.20,6.88,9.60,73.20,108.20,112.00,0.10,2.00,57.42
7.00,4.90,23.73,4.10,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,12.00,14.70,18.05,0.00,8.20,9.70,58.10,4.90,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,12.00,25.40,82.20,2.83,0.00,19.51,19.45,109.00,9.00,20.00,0.00,19.51,19.51,19.51,2.40,125.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,4.40,4.20,18.00,0.66,1.00,57.25,89.50,6.62,9.70,61.90,109.80,122.00,0.10,2.00,58.84
8.00,2.90,23.92,2.30,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,7.60,11.80,18.05,0.00,8.20,9.90,59.20,5.50,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,9.20,25.70,82.40,2.83,0.00,19.51,19.45,91.00,9.00,11.90,0.00,19.51,19.51,19.51,2.40,127.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,4.10,3.80,18.00,0.48,1.00,70.02,89.50,6.59,9.40,41.90,111.90,124.00,0.10,2.00,42.77
9.00,1.20,23.80,0.60,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,2.50,6.30,18.05,0.00,8.20,10.10,60.00,7.40,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,3.80,26.10,82.40,2.83,0.00,19.51,19.45,67.00,9.00,3.40,0.00,19.51,19.51,19.51,2.40,129.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,3.70,3.60,18.00,0.41,1.00,81.90,90.60,10.10,8.90,13.70,114.40,123.00,0.10,2.00,25.56
10.00,0.70,23.95,0.00,17.00,3.00,7.80,9.70,19.22,1.52,0.00,3.50,0.00,0.20,1.00,18.05,0.00,8.20,10.00,56.10,7.80,9.95,15.22,5.00,19.32,14.00,19.51,19.51,0.00,0.30,26.10,81.40,2.83,0.00,19.51,19.45,38.00,9.00,0.50,0.00,19.51,19.51,19.51,2.40,130.00,12.88,20.49,19.51,8.40,0.00,0.00,0.00,2.40,3.50,3.50,18.00,0.28,1.00,80.50,90.20,9.60,8.40,2.20,115.20,120.00,0.10,2.00,5.06
