"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.00,23.80,0.00,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,0.00,0.00,19.00,0.00,8.00,2.44,8.57,8.00,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,18.66,49.68,3.10,27.00,19.44,18.46,0.00,17.88,0.00,0.00,20.00,20.00,20.00,2.40,85.41,12.83,10.00,8.00,10.60,7.39,18.00,2.40,1.20,0.90,18.90,0.00,1.00,79.04,100.87,6.70,2.82,0.00,66.14,83.20,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
2.00,0.00,23.69,0.00,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,0.00,0.00,19.00,0.00,8.00,2.88,9.53,8.00,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,17.80,49.11,3.10,27.00,19.44,18.46,0.00,17.88,0.00,0.00,20.00,20.00,20.00,2.40,79.30,12.83,10.00,8.00,10.60,7.39,18.00,2.40,1.00,0.80,18.90,0.00,1.00,73.48,95.20,6.20,2.74,0.00,67.07,77.73,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
3.00,0.00,23.82,0.00,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,0.00,0.00,19.00,0.00,8.00,3.29,10.41,8.00,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,17.01,48.34,3.10,27.00,19.44,18.46,0.00,17.88,0.00,0.00,20.00,20.00,20.00,2.40,73.63,12.83,10.00,8.00,10.60,7.39,18.00,2.40,0.90,0.70,18.90,0.00,1.00,68.35,89.97,5.80,2.46,0.00,67.91,72.66,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
4.00,0.00,23.80,0.00,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,0.00,0.00,19.00,0.00,8.00,3.60,11.04,8.00,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,16.42,47.92,3.10,27.00,19.44,18.46,0.00,17.88,0.00,0.00,20.00,20.00,20.00,2.40,69.32,12.83,10.00,8.00,10.60,7.39,18.00,2.40,0.70,0.60,18.90,0.00,1.00,64.53,86.06,5.30,2.11,0.00,68.47,68.77,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
5.00,0.00,23.95,0.00,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,0.00,0.00,19.00,0.00,8.00,3.69,10.56,8.00,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,16.18,47.43,3.10,27.00,19.44,18.46,0.00,17.88,0.00,0.00,20.00,20.00,20.00,2.40,65.35,12.83,10.00,8.00,10.60,7.39,18.00,2.40,0.40,0.30,18.90,0.00,1.00,61.99,83.18,4.70,1.82,0.00,67.03,64.34,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
6.00,0.00,23.91,0.00,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,0.00,0.00,19.00,0.00,8.00,3.90,9.50,8.00,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,15.65,46.10,3.10,27.00,19.44,18.46,0.00,17.88,0.00,0.00,20.00,20.00,20.00,2.40,56.61,12.83,10.00,8.00,10.60,7.39,18.00,2.40,0.50,0.50,18.90,0.00,1.00,56.41,76.86,4.10,1.55,0.00,63.87,54.59,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,23.69,0.00,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,0.00,0.00,19.00,0.00,8.00,4.11,8.45,8.00,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,15.12,44.37,3.10,27.00,19.44,18.46,0.00,17.88,0.00,0.00,20.00,20.00,20.00,2.40,47.87,12.83,10.00,8.00,10.60,7.39,18.00,2.40,0.60,0.80,18.90,0.00,1.00,50.83,70.53,3.40,1.39,0.00,60.71,44.85,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,23.96,0.00,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,0.00,0.00,19.00,0.00,8.00,4.21,7.97,8.00,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,14.88,41.81,3.10,27.00,19.44,18.46,0.00,17.88,0.00,0.00,20.00,20.00,20.00,2.40,43.90,12.83,10.00,8.00,10.60,7.39,18.00,2.40,0.60,0.90,18.90,0.00,1.00,48.29,67.65,2.80,1.27,0.00,59.28,40.42,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,23.88,0.00,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,0.00,0.00,19.00,0.00,8.00,4.43,6.09,8.00,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,14.52,38.91,3.10,27.00,19.44,18.46,0.00,17.88,0.00,0.00,20.00,20.00,20.00,2.40,40.60,12.83,10.00,8.00,10.60,7.39,18.00,2.40,0.60,1.10,18.90,0.00,1.00,40.07,58.17,2.60,1.17,0.00,57.23,35.67,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,23.88,0.00,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,0.00,0.00,19.00,0.00,8.00,4.72,4.88,8.00,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,13.78,36.51,3.10,27.00,19.44,18.46,0.00,17.88,0.00,0.00,20.00,20.00,20.00,2.40,34.39,12.83,10.00,8.00,10.60,7.39,18.00,2.40,0.70,1.20,18.90,0.00,1.00,34.37,51.56,2.30,1.08,0.00,54.24,28.66,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
