"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.00,13.01,0.00,14.00,2.90,7.70,7.20,12.05,3.50,0.40,3.50,19.00,0.00,0.00,9.00,0.00,6.60,7.76,28.72,0.00,5.00,15.55,4.00,18.46,18.46,19.44,19.44,1.40,0.00,6.70,19.10,3.30,27.00,20.00,18.46,0.00,17.01,0.00,0.00,19.44,19.44,19.44,2.40,22.15,5.00,19.44,8.00,10.80,10.00,17.01,0.00,2.93,4.14,18.00,0.00,0.00,0.00,1.23,33.24,47.95,0.84,0.95,0.00,35.77,13.85,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
2.00,0.00,13.63,0.00,14.00,2.90,7.70,7.20,12.05,3.50,0.40,3.50,19.00,0.00,0.00,9.00,0.00,6.60,7.63,26.42,0.00,5.00,15.55,4.00,18.46,18.46,19.44,19.44,1.40,0.00,6.05,17.43,3.30,27.00,20.00,18.46,0.00,17.01,0.00,0.00,19.44,19.44,19.44,2.40,15.80,5.00,19.44,8.00,10.80,10.00,17.01,0.00,3.35,4.89,18.00,0.00,0.00,0.00,1.23,32.21,47.07,0.79,0.89,0.00,32.98,9.25,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
3.00,0.00,13.29,0.00,14.00,2.90,7.70,7.20,12.05,3.50,0.40,3.50,19.00,0.00,0.00,9.00,0.00,6.60,7.57,24.34,0.00,5.00,8.00,4.00,18.46,18.46,19.44,19.44,1.40,0.00,5.72,16.60,3.30,27.00,20.00,18.46,0.00,17.01,0.00,0.00,19.44,19.44,19.44,2.40,11.31,5.00,19.44,8.00,10.80,10.00,17.01,0.00,3.66,5.45,18.00,0.00,0.00,0.00,1.23,31.54,46.28,0.74,0.83,0.00,31.44,6.69,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
4.00,0.00,14.45,0.00,14.00,2.90,7.70,7.20,12.05,3.50,0.40,3.50,19.00,0.00,0.00,9.00,0.00,6.60,7.72,22.90,0.00,5.00,8.00,4.00,18.46,18.46,19.44,19.44,1.40,0.00,6.35,18.32,3.30,27.00,20.00,18.46,0.00,17.01,0.00,0.00,19.44,19.44,19.44,2.40,12.38,5.00,19.44,8.00,10.80,10.00,17.01,0.00,3.65,5.42,18.00,0.00,0.00,0.00,1.23,31.91,45.74,0.71,0.80,0.00,33.64,10.26,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
5.00,0.00,14.24,0.00,14.00,2.90,7.70,7.20,12.05,3.50,0.40,3.50,19.00,0.00,0.00,9.00,0.00,6.60,7.88,21.46,0.00,5.00,8.00,4.00,18.46,18.46,19.44,19.44,1.40,0.00,6.98,20.05,3.30,27.00,20.00,18.46,0.00,17.01,0.00,0.00,19.44,19.44,19.44,2.40,13.45,5.00,19.44,8.00,10.80,10.00,17.01,0.00,3.63,5.38,18.00,0.00,0.00,0.00,1.23,32.28,45.20,0.68,0.76,0.00,35.85,13.83,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
6.00,0.00,15.53,0.00,14.00,2.90,7.70,7.20,12.05,3.50,0.40,3.50,19.00,0.00,0.00,9.00,0.00,6.60,8.03,20.03,0.00,5.00,8.00,4.00,18.46,18.46,19.44,19.44,1.40,0.00,7.61,21.77,3.30,27.00,20.00,18.46,0.00,17.01,0.00,0.00,19.44,19.44,19.44,2.40,14.51,5.00,19.44,8.00,10.80,10.00,17.01,0.00,3.62,5.34,18.00,0.00,0.00,0.00,1.23,32.65,44.66,0.65,0.72,0.00,38.06,17.40,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
7.00,0.00,15.41,0.00,14.00,2.90,7.70,7.20,12.05,3.50,0.40,3.50,19.00,0.00,0.00,9.00,0.00,6.60,8.19,18.59,0.00,5.00,8.00,4.00,18.46,18.46,19.44,19.44,1.40,0.00,8.24,23.49,3.30,27.00,20.00,18.46,0.00,17.01,0.00,0.00,19.44,19.44,19.44,2.40,15.58,5.00,19.44,8.00,10.80,10.00,17.01,0.00,3.60,5.30,18.00,0.00,0.00,0.00,1.23,33.02,44.12,0.62,0.68,0.00,40.26,20.97,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
8.00,0.00,15.09,0.00,14.00,2.90,7.70,7.20,12.05,3.50,0.40,3.50,19.00,0.00,0.00,9.00,0.00,6.60,8.34,17.15,0.00,5.00,8.00,4.00,18.46,18.46,19.44,19.44,1.40,0.00,8.88,25.21,3.30,27.00,20.00,18.46,0.00,17.01,0.00,0.00,19.44,19.44,19.44,2.40,16.65,5.00,19.44,8.00,10.80,10.00,17.01,0.00,3.59,5.26,18.00,0.00,0.00,0.00,1.23,33.39,43.59,0.59,0.64,0.00,42.47,24.54,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
9.00,0.00,15.50,0.00,14.00,2.90,7.70,7.20,12.05,3.50,0.40,3.50,19.00,0.00,0.00,9.00,0.00,6.60,8.56,16.03,0.00,5.00,8.00,4.00,18.46,18.46,19.44,19.44,1.40,0.00,9.39,26.59,3.30,27.00,20.00,18.46,0.00,17.01,0.00,0.00,19.44,19.44,19.44,2.40,17.69,5.00,19.44,8.00,10.80,10.00,17.01,0.00,3.67,5.35,18.00,0.00,0.00,0.00,1.23,33.88,43.25,0.57,0.62,0.00,44.26,27.33,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00
10.00,0.00,17.05,0.00,14.00,2.90,7.70,7.20,12.05,3.50,0.40,3.50,19.00,0.00,0.00,9.00,0.00,6.60,8.95,15.84,0.00,5.00,8.00,4.00,18.46,18.46,19.44,19.44,1.40,0.00,9.54,26.93,3.30,27.00,20.00,18.46,0.00,17.01,0.00,0.00,19.44,19.44,19.44,2.40,18.65,5.00,19.44,8.00,10.80,10.00,17.01,0.00,4.04,5.81,18.00,0.00,0.00,0.00,1.23,34.73,43.54,0.55,0.63,0.00,44.78,27.77,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,1.22
