"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,71.39,29.95,67.13,643.66,209.39,6.10,6.40,54.99,18.26,0.63,18.87,14.92,77.78,5.13,2.82,117.23,63.06,32.24,30.81,34.02,80.82,0.00,1.97,6.88,64.06,0.00,6.39,9.00,42.74,4.43,9.89,0.00,0.00,0.00,66.88,33.68,20.62,100.44,106.52,0.00,1.34,0.00,45.00,51.58,38.38,30.75,10.31,0.00,0.00,0.00,26.80,110.26,0.00,96.71
2.00,71.39,29.95,67.13,643.66,209.39,6.10,6.40,44.81,18.26,0.63,18.87,14.92,77.78,5.13,2.82,117.23,62.57,19.85,30.81,34.02,80.82,0.00,1.97,6.88,64.06,0.00,6.39,9.00,42.74,4.43,9.89,0.00,0.00,0.00,66.88,33.68,20.62,85.36,91.39,0.00,1.34,0.00,45.00,51.58,38.38,30.75,10.31,0.00,0.00,0.00,26.80,110.26,0.00,96.16
3.00,68.40,29.95,67.13,615.50,200.23,6.10,6.40,42.05,18.26,0.63,18.87,14.92,71.57,5.13,2.82,117.23,61.04,16.49,30.81,34.02,80.82,0.00,1.97,6.88,64.06,0.00,6.39,9.00,42.74,4.43,9.89,0.00,0.00,0.00,66.88,33.68,20.62,74.41,80.66,0.00,1.34,0.00,45.00,50.19,37.00,30.75,10.31,0.00,0.00,0.00,26.80,110.26,0.00,93.02
4.00,67.77,29.95,67.13,605.71,197.05,6.10,6.40,42.05,18.26,0.63,18.87,14.92,70.18,5.13,2.82,117.23,61.08,16.49,30.81,34.02,80.82,0.00,1.97,6.88,64.06,0.00,6.39,9.00,42.74,4.43,9.89,0.00,0.00,0.00,66.88,33.68,20.62,73.47,79.73,0.00,0.00,0.00,45.00,37.61,43.18,30.75,0.00,0.00,0.00,0.00,26.80,110.26,0.00,92.40
5.00,65.48,29.95,67.13,597.84,194.49,6.10,6.40,42.05,18.26,0.63,18.87,14.92,66.98,5.13,2.82,117.23,60.42,16.49,30.81,12.00,80.82,0.00,1.97,6.88,64.06,0.00,6.39,9.00,42.74,4.43,9.89,0.00,0.00,0.00,66.63,40.79,20.62,147.08,0.00,0.00,1.34,0.00,61.18,32.74,42.24,30.75,10.31,0.00,0.00,0.00,26.80,110.26,0.00,91.59
6.00,67.22,29.95,67.13,585.98,190.63,6.10,6.40,42.05,18.26,0.63,18.87,14.92,68.32,5.13,2.82,117.23,60.27,16.49,30.81,34.02,80.82,0.00,1.97,6.88,64.06,0.00,6.39,9.00,42.74,4.43,9.89,0.00,0.00,0.00,67.10,35.10,20.62,147.06,0.00,0.00,1.34,0.00,45.00,32.59,42.01,30.75,10.31,0.00,0.00,0.00,26.80,108.63,0.00,91.95
7.00,72.37,29.95,67.13,628.58,204.49,6.10,6.40,42.05,18.26,0.63,18.87,14.92,72.81,5.13,2.82,117.23,60.92,16.49,30.81,34.02,80.82,0.00,1.97,6.88,64.06,0.00,6.39,9.00,42.74,4.43,9.89,0.00,0.00,0.00,0.00,61.17,20.62,167.66,0.00,0.00,1.34,0.00,0.00,53.95,43.30,30.75,10.31,0.00,0.00,0.00,26.80,56.95,0.00,94.08
8.00,72.37,29.95,67.13,616.37,200.52,6.10,6.40,42.05,18.26,0.63,18.87,14.92,73.68,5.13,2.82,117.23,60.41,16.49,30.81,34.02,80.82,0.00,1.97,6.88,64.06,0.00,6.39,9.00,42.74,4.43,9.89,0.00,0.00,0.00,59.03,20.62,20.62,165.48,0.00,0.00,1.34,0.00,0.00,45.45,45.39,30.75,10.31,0.00,0.00,0.00,26.80,80.46,0.00,94.05
9.00,72.37,29.95,67.13,619.04,201.39,6.10,6.40,42.05,18.26,0.63,18.87,14.92,77.71,5.13,2.82,117.23,60.52,16.49,30.81,34.02,80.82,0.00,1.97,6.88,64.06,0.00,6.39,9.00,42.74,4.43,9.89,0.00,0.00,0.00,64.20,20.62,20.62,176.12,0.00,0.00,1.34,0.00,0.00,51.38,42.19,30.75,10.31,0.00,0.00,0.00,26.80,92.13,0.00,96.19
10.00,72.37,29.95,67.13,615.98,200.39,6.10,6.40,42.05,18.26,0.63,18.87,14.92,80.42,5.13,2.82,117.23,61.34,16.49,30.81,34.02,80.82,0.00,1.97,6.88,64.06,0.00,6.39,9.00,42.74,4.43,9.89,0.00,0.00,0.00,66.88,33.68,20.62,173.47,0.00,0.00,1.34,0.00,45.00,43.90,44.21,30.75,10.31,0.00,0.00,0.00,26.80,110.26,0.00,97.64
11.00,77.01,29.95,67.13,643.66,209.39,6.10,6.40,42.05,18.26,0.63,18.87,14.92,87.48,5.13,2.82,117.23,62.25,16.49,30.81,34.02,80.82,0.00,1.97,6.88,64.06,0.00,6.39,9.00,42.74,4.43,9.89,0.00,0.00,0.00,67.10,26.80,20.62,184.17,0.00,0.00,1.34,0.00,72.01,58.56,45.63,30.75,10.31,0.00,0.00,0.00,26.80,91.31,0.00,99.96
12.00,78.57,29.95,67.13,643.66,209.39,6.10,6.40,48.83,18.26,0.63,18.87,14.92,100.01,5.13,2.82,117.23,61.90,24.74,30.81,34.02,80.82,0.00,1.97,6.88,64.06,0.00,6.39,9.00,42.74,4.43,9.89,0.00,0.00,0.00,66.88,33.68,20.62,121.64,129.07,0.00,1.34,0.00,45.00,60.25,47.88,30.75,10.31,0.00,0.00,0.00,26.80,110.26,0.00,101.21
