"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE"
1.00,17.22,11.44,17.34,17.00,1.45,7.70,5.80,4.90,1.10,0.40,3.30,20.33,17.21,18.61,13.66,0.00,0.00,18.23,70.32,5.00,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,16.00,18.96,65.08,1.95,28.12,10.00,13.17,143.71,17.95,38.79,0.60,19.51,19.51,19.51,1.20,107.40,9.90,10.00,3.00,10.80,8.18,6.20,1.20,14.19,15.73,18.00,0.00,0.00,0.92,1.23,53.10,64.00,3.74,6.39,111.63,84.22,103.70,0.40,2.00,80.00,250.40,11.00,206.00,23.00
2.00,16.24,12.37,16.37,17.00,1.45,7.70,5.80,4.90,1.10,0.40,3.30,20.33,17.80,18.51,13.66,0.00,0.00,19.41,72.67,4.00,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,15.98,18.14,63.53,1.95,28.12,10.00,13.17,144.40,17.95,38.69,0.60,19.51,19.51,19.51,1.20,110.40,9.90,10.00,3.00,10.80,8.18,6.20,1.20,14.49,15.84,18.00,0.00,0.00,0.92,1.23,52.90,62.80,3.74,6.41,111.48,80.93,106.40,0.30,2.00,80.00,250.40,11.00,204.00,23.00
3.00,14.79,12.29,15.25,17.00,1.45,7.70,5.80,4.90,1.10,0.40,3.30,20.33,18.58,18.47,13.66,0.00,0.00,19.88,73.18,3.70,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,15.92,17.60,62.21,1.95,28.12,10.00,13.17,144.48,17.95,38.33,0.60,19.51,19.51,19.51,1.20,113.60,9.90,10.00,3.00,10.80,8.18,6.20,1.20,14.14,15.40,18.00,0.00,0.00,0.92,1.23,52.90,60.70,3.61,6.16,111.43,78.02,109.80,0.20,2.00,80.00,250.40,11.00,199.00,23.00
4.00,12.99,12.36,14.06,17.00,1.45,7.70,5.80,4.90,1.10,0.40,3.30,20.33,18.57,18.19,13.66,0.00,0.00,20.11,73.07,3.60,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,15.72,17.17,60.97,1.95,28.12,10.00,13.17,144.48,17.95,37.10,0.60,19.51,19.51,19.51,1.20,116.80,9.90,10.00,3.00,10.80,8.18,6.20,1.20,13.59,14.77,18.00,0.00,0.00,0.77,1.23,52.90,58.20,3.43,5.82,110.69,75.24,113.50,0.20,2.00,80.00,250.40,11.00,194.00,23.00
5.00,11.50,12.47,12.46,17.00,1.45,7.70,5.80,4.90,1.10,0.40,3.30,20.33,17.89,17.75,13.66,0.00,0.00,20.79,72.54,3.40,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,15.41,16.81,60.21,1.95,28.12,10.00,13.17,144.48,17.95,35.65,0.60,19.51,19.51,19.51,1.20,119.10,9.90,10.00,3.00,10.80,8.18,6.20,1.20,12.67,14.00,18.00,0.00,0.00,0.75,1.23,51.40,58.40,3.31,5.70,109.09,71.94,117.00,0.10,1.96,79.99,250.40,11.00,185.00,23.00
6.00,10.26,11.97,10.56,17.00,1.45,7.70,5.80,4.90,1.10,0.40,3.30,20.33,16.76,17.31,13.66,0.00,0.00,21.62,71.86,3.40,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,14.94,16.48,59.63,1.95,28.12,10.00,13.17,143.75,17.95,33.18,0.60,19.51,19.51,19.51,1.20,121.00,9.90,10.00,3.00,10.80,8.18,6.30,1.20,11.63,13.18,18.00,0.00,0.00,0.70,1.23,49.40,59.50,3.22,5.65,106.29,68.47,120.50,0.10,1.96,79.78,235.07,11.00,176.00,23.00
7.00,8.35,11.81,8.95,17.00,1.45,7.70,5.80,4.90,1.10,0.40,3.30,20.33,15.30,16.48,13.66,0.00,0.00,21.94,72.61,3.40,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,14.01,16.40,59.67,1.95,28.12,10.00,13.17,141.46,17.95,30.86,0.60,19.51,19.51,19.51,1.20,122.40,9.90,10.00,3.00,10.80,8.18,6.30,1.20,10.40,12.39,18.00,0.00,0.00,0.59,1.23,48.60,60.40,3.01,5.29,101.10,66.20,123.60,0.10,1.96,78.30,224.16,11.00,143.00,23.00
8.00,5.53,11.80,6.22,17.00,1.45,7.70,5.80,4.90,1.10,0.40,3.30,20.33,13.46,14.72,13.66,0.00,0.00,22.10,73.84,3.40,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,12.67,16.39,59.93,1.95,28.12,10.00,13.17,125.26,17.95,27.53,0.60,19.51,19.51,19.51,1.20,123.60,9.90,10.00,3.00,10.80,8.18,6.30,1.20,9.11,11.60,18.00,0.00,0.00,0.43,1.23,48.20,61.30,2.76,4.81,92.90,64.34,126.60,0.10,1.96,70.14,212.11,11.00,109.00,23.00
9.00,2.83,11.81,3.80,17.00,1.45,7.70,5.80,4.90,1.10,0.40,3.30,20.33,6.01,12.02,13.66,0.00,0.00,21.87,73.86,4.20,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,9.63,15.97,57.58,1.95,28.12,10.00,13.17,92.34,17.95,20.58,0.60,19.51,19.51,19.51,1.20,124.00,9.90,10.00,3.00,10.80,8.18,6.30,1.20,7.63,10.14,18.00,0.00,0.00,0.37,1.23,49.30,61.70,2.54,4.53,74.62,62.08,125.80,0.10,2.00,52.51,180.67,11.00,55.00,23.00
10.00,1.05,11.94,1.99,17.00,1.45,7.70,5.80,4.90,1.10,0.40,3.30,20.33,0.41,7.77,13.66,0.00,0.00,21.51,73.49,5.30,0.00,0.00,2.50,17.76,13.85,11.71,17.56,1.40,4.99,15.41,54.37,1.95,28.12,10.00,13.17,49.44,17.95,11.40,0.60,19.51,19.51,19.51,1.20,124.20,9.90,10.00,3.00,10.80,8.18,6.30,1.20,6.07,8.46,18.00,0.00,0.00,0.25,1.23,50.90,61.90,2.32,4.31,43.51,59.69,123.80,0.00,2.00,25.52,134.74,11.00,2.00,23.00
