"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,23.31,0.00,14.00,3.00,6.00,12.20,15.61,3.60,0.00,3.50,15.00,0.00,0.00,18.05,10.93,7.80,5.00,29.00,8.00,9.30,15.51,5.00,19.32,19.32,19.51,19.51,2.80,0.00,23.00,67.26,3.59,0.00,19.51,18.54,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,124.10,12.88,20.49,19.51,8.40,10.60,7.42,17.56,1.20,6.36,7.67,18.00,0.98,1.63,0.00,1.23,80.30,91.70,4.18,3.58,0.00,78.50,118.50,0.00,2.00,0.00
2.00,0.00,23.11,0.00,14.00,3.00,6.00,12.20,15.61,3.60,0.00,3.50,15.00,0.00,0.00,18.05,10.93,7.80,5.00,25.00,8.00,9.30,15.51,5.00,19.32,19.32,19.51,19.51,2.80,0.00,23.00,66.15,3.59,0.00,19.51,18.54,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,109.40,12.88,20.49,19.51,8.40,10.60,7.42,17.56,1.20,6.42,8.51,18.00,0.98,1.63,0.00,1.23,77.90,89.40,4.11,3.46,0.00,77.70,106.20,0.00,2.00,0.00
3.00,0.00,23.33,0.00,14.00,4.20,6.00,12.20,15.61,3.60,0.00,3.50,15.00,0.00,0.00,18.05,10.93,7.80,5.00,23.00,8.10,9.30,15.51,5.00,19.32,19.32,19.51,19.51,2.80,0.00,22.00,65.92,3.59,0.00,19.51,18.54,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,93.30,12.88,20.49,19.51,8.40,10.60,7.42,17.56,1.20,6.48,9.18,18.00,0.98,1.63,0.00,1.23,75.60,87.10,4.10,3.39,0.00,83.70,97.80,0.00,2.00,0.00
4.00,0.00,23.33,0.00,14.00,4.20,6.00,12.20,15.61,3.60,0.00,3.50,15.00,0.00,0.00,18.05,10.93,7.80,5.00,20.00,8.00,9.30,15.51,5.00,19.32,19.32,19.51,19.51,2.80,0.00,22.00,64.93,3.59,0.00,19.51,18.54,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,81.70,12.88,20.49,19.51,8.40,10.60,7.42,17.56,1.20,6.55,9.31,18.00,0.98,1.63,0.00,1.23,69.80,82.00,4.24,3.49,0.00,86.30,88.10,0.00,2.00,0.00
5.00,0.00,23.34,0.00,14.00,4.20,6.00,12.20,15.61,3.60,0.00,3.50,15.00,0.00,0.00,18.05,10.93,7.80,4.00,18.00,8.00,9.30,15.51,5.00,19.32,19.32,19.51,19.51,2.80,0.00,22.00,62.37,3.59,0.00,19.51,18.54,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,71.70,12.88,20.49,19.51,8.40,10.60,7.42,17.56,1.20,6.62,9.54,18.00,0.98,1.63,0.00,1.23,62.90,76.00,4.36,3.49,0.00,83.90,77.90,0.00,2.00,0.00
6.00,0.00,23.40,0.00,14.00,4.20,6.00,12.20,15.61,3.60,0.00,3.50,15.00,0.00,0.00,18.05,10.93,7.80,4.00,16.00,8.00,9.30,15.51,5.00,19.32,19.32,19.51,19.51,2.80,0.00,21.00,59.44,3.59,0.00,19.51,18.54,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,62.80,12.88,20.49,19.51,8.40,10.60,7.42,17.56,1.20,6.65,10.02,18.00,0.98,1.63,0.00,1.23,55.90,68.40,4.42,3.19,0.00,78.40,65.30,0.00,2.00,0.00
7.00,0.00,23.58,0.00,14.00,4.20,6.00,12.20,15.61,3.60,0.00,3.50,15.00,0.00,0.00,18.05,10.93,7.80,5.00,15.00,8.00,9.30,15.51,5.00,19.32,19.32,19.51,19.51,2.80,0.00,19.00,55.41,3.59,0.00,19.51,18.54,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,54.30,12.88,20.49,19.51,8.40,10.60,7.42,17.56,1.20,6.68,10.36,18.00,0.98,1.63,0.00,1.23,49.00,60.40,4.38,2.91,0.00,71.80,52.00,0.00,2.00,0.00
8.00,0.00,23.57,0.00,14.00,4.20,6.00,12.20,15.61,3.60,0.00,3.50,15.00,0.00,0.00,18.05,10.93,7.80,5.00,13.00,7.90,9.30,15.51,5.00,19.32,19.32,19.51,19.51,2.80,0.00,18.00,51.01,3.59,0.00,19.51,18.54,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,44.70,12.88,20.49,19.51,8.40,10.60,7.42,17.56,1.20,6.68,10.24,18.00,0.98,1.63,0.00,1.23,40.80,50.40,4.04,2.70,0.00,66.60,42.90,0.00,2.00,0.00
9.00,0.00,23.52,0.00,14.00,4.20,6.00,12.20,15.61,3.60,0.00,3.50,15.00,0.00,0.00,18.05,10.93,7.80,5.00,11.00,8.00,9.30,5.60,5.00,19.32,19.32,19.51,19.51,2.80,0.00,17.00,45.48,3.59,0.00,19.51,18.54,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,35.90,12.88,20.49,19.51,8.40,10.60,7.42,17.56,1.20,6.63,10.09,18.00,0.98,1.63,0.00,1.23,33.10,45.80,3.68,2.45,0.00,61.90,35.20,0.00,2.00,0.00
10.00,0.00,23.55,0.00,14.00,4.20,6.00,12.20,15.61,3.60,0.00,3.50,15.00,0.00,0.00,18.05,10.93,7.80,5.00,10.00,7.70,9.30,5.60,5.00,19.32,19.32,19.51,19.51,2.80,0.00,16.00,40.43,3.59,0.00,19.51,18.54,0.00,18.34,0.00,0.60,19.51,19.51,19.51,2.40,27.00,12.88,20.49,19.51,8.40,10.60,7.42,17.56,1.20,6.44,9.89,18.00,0.98,1.63,0.00,1.23,29.30,41.40,3.26,2.11,0.00,58.40,27.60,0.00,2.00,0.00
