"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2"
1.00,78.57,29.98,67.20,629.11,204.86,0.00,2.91,110.48,19.21,4.11,41.90,0.00,141.56,7.93,4.35,164.07,112.47,88.74,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,220.60,27.02,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,63.17,55.39,66.54,81.64,30.70,30.59,30.58,87.20,87.36,20.60,110.32,203.40,19.44,20.27,0.00,0.00
2.00,78.57,29.98,67.20,629.11,204.86,0.00,2.91,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,164.07,112.47,88.74,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,220.60,27.02,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,63.17,55.39,66.54,81.64,30.70,30.59,30.58,87.20,87.36,20.60,110.32,203.40,19.44,20.27,0.00,0.00
3.00,78.57,29.98,67.20,629.11,204.86,0.00,2.91,110.48,19.21,4.11,41.90,0.00,142.00,7.93,4.35,164.07,112.47,88.74,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,220.60,27.02,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,63.17,55.39,66.54,81.64,30.70,30.59,30.58,87.20,87.36,20.60,110.32,203.40,19.44,20.27,0.00,0.00
4.00,78.57,29.98,67.20,629.11,204.86,0.00,2.91,110.48,19.21,4.11,41.90,0.00,142.00,7.93,4.35,164.07,112.47,88.74,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,220.60,27.02,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,63.17,55.39,66.54,81.64,30.70,30.59,30.58,87.20,87.36,20.60,110.32,203.40,19.44,20.27,0.00,0.00
5.00,78.57,29.98,67.20,629.11,204.86,0.00,2.91,110.48,19.21,4.11,41.90,0.00,134.36,7.93,4.35,164.07,112.47,88.74,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,80.10,10.52,19.79,228.68,220.60,26.78,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,63.17,55.39,66.54,81.64,30.70,30.59,30.58,87.20,87.36,20.84,110.32,203.40,19.44,20.27,0.00,0.00
6.00,78.57,29.98,67.20,629.11,204.86,0.00,2.91,110.48,19.21,4.11,41.90,0.00,132.23,7.93,4.35,164.07,112.47,88.74,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,65.96,10.52,19.79,228.68,220.60,26.78,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,63.17,55.39,66.54,81.64,30.70,30.59,30.58,87.20,87.36,20.84,110.32,203.40,19.44,20.27,0.00,0.00
7.00,78.57,29.98,67.20,629.11,204.86,0.00,2.91,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,164.07,112.47,88.74,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,220.60,27.02,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,63.17,55.39,66.54,81.64,30.70,30.59,30.58,87.20,87.36,20.60,110.32,203.40,19.44,20.27,0.00,0.00
8.00,78.57,29.98,67.20,629.11,204.86,0.00,2.91,110.48,19.21,4.11,41.90,0.00,141.25,7.93,4.35,164.07,112.47,88.74,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,73.83,10.52,19.79,228.68,220.60,27.02,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,63.17,55.39,66.54,81.64,30.70,30.59,30.58,87.20,87.36,20.60,110.32,203.40,19.44,20.27,0.00,0.00
9.00,78.57,29.98,67.20,629.11,204.86,0.00,2.91,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,164.07,112.47,88.74,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,92.09,10.52,19.79,228.68,220.60,27.02,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,63.17,55.39,66.54,81.64,30.70,30.59,30.58,87.20,87.36,20.60,110.32,203.40,19.44,20.27,0.00,0.00
10.00,78.57,29.98,67.20,629.11,204.86,0.00,2.91,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,164.07,112.47,88.74,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,220.60,27.02,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,63.17,55.39,66.54,81.64,30.70,30.59,30.58,87.20,87.36,20.60,110.32,203.40,19.44,20.27,0.00,0.00
11.00,78.57,29.98,67.20,629.11,204.86,0.00,2.91,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,164.07,112.47,88.74,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,220.60,27.02,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,63.17,55.39,66.54,81.64,30.70,30.59,30.58,87.20,87.36,20.60,110.32,203.40,19.44,20.27,0.00,0.00
12.00,78.57,29.98,67.20,629.11,204.86,0.00,2.91,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,164.07,112.47,88.74,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,220.60,27.02,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,63.17,55.39,66.54,81.64,30.70,30.59,30.58,87.20,87.36,20.60,110.32,203.40,19.44,20.27,0.00,0.00
13.00,48.21,29.98,67.20,629.11,204.86,0.00,2.91,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,164.07,112.47,98.60,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,190.28,67.57,67.16,67.94,67.39,184.35,122.45,184.41,5.67,74.99,76.38,48.20,66.54,81.64,30.70,30.59,30.58,85.00,87.36,58.89,110.32,203.40,19.44,20.27,0.00,0.00
14.00,48.21,29.98,67.20,629.11,204.86,0.00,2.91,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,164.07,112.47,121.10,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,190.28,67.57,67.16,67.94,67.39,184.35,122.45,184.41,5.67,74.99,76.38,48.20,66.54,81.64,30.70,30.59,30.58,85.00,87.36,58.89,110.32,203.40,19.44,20.27,0.00,0.00
15.00,48.21,29.98,67.20,596.93,194.38,0.00,2.91,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,164.07,112.47,132.84,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,190.28,67.57,67.16,67.94,67.39,184.35,122.45,184.41,5.67,74.99,76.38,48.20,66.54,81.64,30.70,30.59,30.58,85.00,87.36,58.89,110.32,203.40,19.44,20.27,0.00,0.00
16.00,48.21,29.98,67.20,596.93,194.38,0.00,2.91,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,164.07,112.47,132.84,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,190.28,67.57,67.16,67.94,67.39,184.35,122.45,184.41,5.67,74.99,76.38,48.20,66.54,81.64,30.70,30.59,30.58,85.00,87.36,58.89,110.32,203.40,19.44,20.27,0.00,0.00
17.00,48.21,29.98,67.20,596.93,194.38,0.00,2.91,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,164.07,112.47,132.84,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,190.28,67.57,67.16,67.94,67.39,184.35,122.45,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,85.00,87.36,41.98,110.32,203.40,19.44,20.27,0.00,0.00
18.00,48.21,29.98,67.20,596.93,194.38,0.00,2.91,110.48,19.21,4.11,41.90,0.00,142.44,7.93,4.35,164.07,112.47,132.84,47.08,242.00,33.64,5.06,5.24,87.77,0.00,6.39,9.98,95.55,10.52,19.79,228.68,190.28,67.57,67.16,67.94,67.39,184.35,122.45,184.41,5.67,74.99,75.00,66.62,66.54,81.64,30.70,30.59,30.58,85.00,87.36,41.98,110.32,203.40,19.44,20.27,0.00,0.00
