"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","WAYRASOLAR"
1.00,7.44,17.58,8.20,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,3.94,15.29,3.10,6.40,6.40,6.00,58.40,0.00,3.00,7.00,2.50,9.70,18.74,3.00,4.50,1.30,12.43,16.40,50.20,2.00,28.12,3.50,11.43,125.00,14.49,30.64,0.60,2.90,3.40,3.50,1.15,68.35,5.50,4.00,1.80,10.43,7.60,3.80,2.30,15.80,14.50,9.50,0.78,0.41,72.80,71.66,10.00,3.71,90.00,64.90,47.40,0.00,1.42,40.16,216.00,10.63,146.26,12.14,0.38,38.91,58.41,10.50
2.00,4.18,17.32,5.54,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,3.94,14.22,3.10,6.40,6.40,5.80,59.80,0.00,3.00,7.00,2.50,9.70,18.74,3.00,4.50,1.30,11.49,16.80,50.20,2.00,28.12,3.50,11.29,111.00,14.49,29.18,0.60,2.90,3.40,3.50,1.15,72.50,5.50,4.00,1.80,10.43,7.60,3.80,2.30,16.00,14.70,9.50,0.57,0.41,76.10,72.24,10.50,3.80,79.92,65.90,52.90,0.00,1.52,29.49,184.73,10.63,125.37,12.14,0.32,37.05,50.55,9.89
3.00,2.94,17.36,3.60,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,0.45,10.45,3.10,6.40,6.40,6.00,58.90,3.20,3.00,7.00,2.50,9.70,18.74,3.00,4.50,1.30,7.79,16.60,50.10,2.00,28.12,3.50,11.31,85.00,14.49,21.07,0.60,2.90,3.40,3.50,1.15,69.00,5.50,4.00,1.80,10.43,7.60,3.80,2.30,15.70,14.50,9.50,0.49,0.41,73.90,72.24,9.80,3.80,61.20,67.90,53.20,0.00,1.63,17.81,113.83,10.63,80.83,12.14,0.25,26.75,32.47,5.25
4.00,1.67,17.46,1.69,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,0.45,3.73,3.10,6.40,6.40,6.20,57.90,3.70,3.00,7.00,2.50,9.70,18.74,3.00,4.50,1.30,2.45,16.50,50.10,2.00,28.12,3.50,11.28,49.00,14.49,12.02,0.60,2.90,3.40,3.50,1.15,65.50,5.50,4.00,1.80,10.43,7.60,3.80,2.30,15.40,14.30,9.50,0.34,0.41,71.80,72.24,9.10,3.80,35.28,69.90,53.50,0.00,1.72,7.47,39.84,10.63,34.05,12.14,0.16,15.27,14.16,1.23
5.00,0.83,17.40,0.51,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,0.00,0.30,0.00,9.86,6.40,6.40,55.90,7.10,3.00,7.00,2.50,9.70,18.74,3.00,4.50,1.30,0.23,16.30,48.90,2.00,28.12,3.50,11.27,11.00,14.49,3.55,0.60,2.90,3.40,3.50,1.15,59.70,5.50,4.00,1.80,10.43,7.60,3.80,2.30,14.90,13.80,9.50,0.12,0.41,68.10,81.51,8.20,4.79,7.92,70.10,51.10,0.00,1.80,1.87,4.83,10.63,6.77,12.14,0.06,4.51,3.39,0.70
6.00,0.00,17.48,0.00,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,0.00,0.00,0.00,10.72,6.40,6.50,53.90,7.80,3.00,15.46,2.50,9.70,18.74,3.00,4.50,1.30,0.00,16.00,47.80,2.00,28.12,3.50,11.29,0.00,14.49,0.00,0.60,2.90,3.40,3.50,1.15,54.00,5.50,4.00,1.80,10.43,7.60,3.80,2.30,14.40,13.20,9.50,0.06,0.41,64.40,81.51,7.30,4.79,0.00,70.20,48.80,0.00,1.86,0.00,0.00,10.63,0.00,12.14,0.03,0.00,0.00,0.67
7.00,0.00,17.54,0.00,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,0.00,0.00,0.00,9.70,6.40,6.10,50.80,7.90,3.00,15.46,2.50,9.70,18.74,3.00,4.50,1.30,0.00,15.30,46.60,2.00,28.12,3.50,11.29,0.00,14.49,0.00,0.60,2.90,3.40,3.50,1.15,46.60,5.50,4.00,1.80,10.43,7.60,3.80,2.30,13.70,12.50,9.50,0.00,0.41,60.00,81.51,6.50,4.79,0.00,66.00,47.40,0.00,1.92,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.14
8.00,0.00,17.55,0.00,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,0.00,0.00,0.00,9.70,6.40,5.80,47.60,7.90,3.00,15.46,2.50,9.70,18.74,3.00,4.50,1.30,0.00,14.50,45.40,2.00,28.12,3.50,11.29,0.00,14.49,0.00,0.60,2.90,3.40,3.50,1.15,39.30,5.50,4.00,1.80,10.43,7.60,3.80,2.30,12.90,11.80,9.50,0.00,0.41,55.50,81.51,5.80,4.79,0.00,61.80,46.00,0.00,1.94,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,17.76,0.00,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,0.00,0.00,0.00,10.34,6.40,5.50,44.30,7.90,3.00,15.46,2.50,9.70,18.74,3.00,4.50,1.30,0.00,14.00,45.90,2.00,28.12,3.50,11.28,0.00,14.49,0.00,0.60,2.90,3.40,3.50,1.15,36.60,5.50,4.00,1.80,10.43,7.60,3.80,2.30,12.40,12.00,9.50,0.00,0.41,52.10,72.24,5.40,3.80,0.00,59.60,43.80,0.00,1.94,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,17.68,0.00,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,0.00,0.00,0.00,11.21,6.40,5.20,41.00,7.90,3.00,15.46,2.50,9.70,18.74,3.00,4.50,1.30,0.00,13.50,46.40,2.00,28.12,3.50,11.28,0.00,14.49,0.00,0.60,2.90,3.40,3.50,1.15,33.90,5.50,4.00,1.80,10.43,7.60,3.80,2.30,11.90,12.20,9.50,0.00,0.41,48.60,72.24,5.00,3.80,0.00,57.40,41.60,0.00,1.92,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
