"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,0.00,13.80,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.49,0.00,6.00,21.27,59.91,8.00,5.30,14.64,5.00,17.38,17.20,10.99,14.64,1.44,0.00,27.31,78.27,3.39,27.00,18.30,16.93,0.00,16.93,0.00,0.60,18.30,18.30,18.30,2.40,119.26,12.09,18.31,7.00,10.80,8.50,12.81,1.20,3.67,3.41,18.00,0.00,0.00,0.00,1.00,94.09,90.60,8.15,6.72,0.00,109.55,107.75,0.00,2.00,0.00,0.00,11.00,0.00
2.00,0.00,14.48,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.49,0.00,6.00,20.19,55.52,8.10,5.30,14.64,5.00,17.38,17.20,10.99,14.64,1.44,0.00,27.14,76.50,3.39,27.00,18.30,16.93,0.00,16.93,0.00,0.60,18.30,18.30,18.30,2.40,113.98,12.09,18.31,7.00,10.80,8.50,12.81,1.20,3.68,3.61,18.00,0.00,0.00,0.00,1.00,91.49,91.00,7.80,6.32,0.00,108.72,102.88,0.00,2.00,0.00,0.00,11.00,0.00
3.00,0.00,14.93,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.49,0.00,6.00,19.17,51.29,8.00,5.30,14.64,5.00,17.38,17.20,10.99,14.64,1.44,0.00,26.63,75.02,3.39,27.00,18.30,16.93,0.00,16.93,0.00,0.60,18.30,18.30,18.30,2.40,105.92,12.09,18.31,7.00,10.80,8.50,12.81,1.20,3.67,3.76,18.00,0.00,0.00,0.00,1.00,89.27,90.30,7.79,6.42,0.00,108.39,93.62,0.00,2.00,0.00,0.00,11.00,0.00
4.00,0.00,15.18,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.49,0.00,6.00,18.04,47.08,8.00,5.30,14.64,5.00,17.38,17.20,10.99,14.64,1.44,0.00,26.23,73.77,3.39,27.00,18.30,16.93,0.00,16.93,0.00,0.60,18.30,18.30,18.30,2.40,97.93,12.09,18.31,7.00,10.80,8.50,12.81,1.20,3.72,4.10,18.00,0.00,0.00,0.00,1.00,86.91,89.80,7.79,6.46,0.00,108.01,84.59,0.00,2.00,0.00,0.00,11.00,0.00
5.00,0.00,15.15,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.49,0.00,6.00,16.57,42.99,8.10,5.30,14.64,5.00,17.38,17.20,10.99,14.64,1.44,0.00,26.17,73.23,3.39,27.00,18.30,16.93,0.00,16.93,0.00,0.60,18.30,18.30,18.30,2.40,90.03,12.09,18.31,7.00,10.80,8.50,12.81,1.20,4.06,5.02,18.00,0.00,0.00,0.00,1.00,83.98,89.60,7.84,6.32,0.00,107.40,77.08,0.00,2.00,0.00,0.00,11.00,0.00
6.00,0.00,15.24,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.49,0.00,6.00,15.26,39.16,8.10,5.30,3.40,5.00,17.38,17.20,10.99,14.64,1.44,0.00,26.20,73.23,3.39,27.00,18.30,16.93,0.00,16.93,0.00,0.60,18.30,18.30,18.30,2.40,82.14,12.09,18.31,7.00,10.80,8.50,12.81,1.20,4.40,5.90,18.00,0.00,0.00,0.00,1.00,80.74,89.60,7.76,6.06,0.00,106.70,69.99,0.00,2.00,0.00,0.00,11.00,0.00
7.00,0.00,15.53,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.49,0.00,6.00,14.47,36.16,8.00,5.30,3.40,5.00,17.38,17.20,10.99,14.64,1.44,0.00,26.51,74.90,3.39,27.00,18.30,16.93,0.00,16.93,0.00,0.60,18.30,18.30,18.30,2.40,74.22,12.09,18.31,7.00,10.80,8.50,12.81,1.20,4.76,6.70,18.00,0.00,0.00,0.00,1.00,76.53,90.20,7.27,5.46,0.00,105.70,64.58,0.00,2.00,0.00,0.00,11.00,0.00
8.00,0.00,16.03,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.49,0.00,6.00,14.00,34.20,8.10,5.30,3.40,5.00,17.38,17.20,10.99,14.64,1.44,0.00,26.67,75.98,3.39,27.00,18.30,16.93,0.00,16.93,0.00,0.60,18.30,18.30,18.30,2.40,67.80,12.09,18.31,7.00,10.80,8.50,12.81,1.20,5.19,7.56,18.00,0.00,0.00,0.00,1.00,72.78,89.90,6.77,4.90,0.00,104.64,60.64,0.00,2.00,0.00,0.00,11.00,0.00
9.00,0.00,15.54,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.49,0.00,6.00,14.55,35.42,8.10,5.30,3.40,5.00,17.38,17.20,10.99,14.64,1.44,0.00,26.35,75.21,3.39,27.00,18.30,16.93,0.00,16.93,0.00,0.60,18.30,18.30,18.30,2.40,65.78,12.09,18.31,7.00,10.80,8.50,12.81,1.20,5.85,8.70,18.00,0.00,0.00,0.00,1.00,70.02,87.20,6.27,4.49,0.00,103.16,61.67,0.00,2.00,0.00,0.00,11.00,0.00
10.00,0.00,15.50,0.00,14.00,0.00,7.20,6.40,6.28,2.64,0.40,3.30,20.00,0.00,0.00,16.49,0.00,6.00,15.14,36.63,8.10,5.30,3.40,5.00,17.38,17.20,10.99,14.64,1.44,0.00,26.12,74.26,3.39,27.00,18.30,16.93,0.00,16.93,0.00,0.60,18.30,18.30,18.30,2.40,64.23,12.09,18.31,7.00,10.80,8.50,12.81,1.20,6.58,9.77,18.00,0.00,0.00,0.00,1.00,67.19,84.90,5.68,4.04,0.00,101.60,62.50,0.00,2.00,0.00,0.00,11.00,0.00
