"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.09,4.01,27.16,0.00,62.67,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,76.15,3.45,17.61,0.00,228.19,66.66,22.27,67.03,22.27,83.38,89.44,0.00,0.00,74.91,76.30,42.59,38.00,62.10,30.67,30.56,30.55,48.62,48.66,33.17,33.17,203.20,19.40,0.00
2.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.09,4.01,27.16,0.00,62.67,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,228.19,50.35,59.85,50.58,20.62,0.00,104.92,98.88,0.00,74.91,76.30,40.26,36.58,62.10,30.67,30.56,30.55,48.62,48.66,78.41,78.38,203.20,19.40,0.00
3.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.09,4.01,27.16,0.00,62.67,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,228.19,23.30,67.10,67.88,23.30,0.00,114.20,107.85,0.00,74.91,76.30,44.82,39.31,62.10,30.67,30.56,30.55,48.62,48.66,80.87,80.84,203.20,19.40,0.00
4.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.09,4.01,27.16,0.00,62.67,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,228.19,23.30,67.10,67.88,23.30,71.34,77.64,71.34,0.00,74.91,76.30,46.90,40.50,62.10,30.67,30.56,30.55,48.62,48.66,89.38,89.34,203.20,19.40,0.00
5.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.09,4.01,27.16,0.00,62.67,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,228.19,23.30,67.10,67.88,23.30,75.70,81.91,75.70,0.00,74.91,76.30,52.10,43.53,62.10,30.67,30.56,30.55,48.77,48.80,100.26,100.22,203.20,19.40,0.00
6.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.09,4.01,27.16,0.00,62.67,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,228.19,62.22,57.71,58.41,20.62,66.49,72.84,66.49,0.00,74.91,76.30,41.81,41.79,62.10,30.67,30.56,30.55,48.62,48.66,107.06,107.02,203.20,19.40,0.00
7.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.09,4.01,27.16,0.00,62.67,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,228.19,23.30,67.10,67.88,23.30,0.00,170.43,0.00,0.00,74.91,76.30,39.60,39.58,62.10,30.67,30.56,30.55,48.62,48.66,73.29,73.27,203.20,19.40,0.00
8.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.09,4.01,27.16,0.00,62.67,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,80.16,3.45,18.54,0.00,228.19,66.81,22.32,22.32,66.60,0.00,140.74,0.00,0.00,74.91,76.30,35.38,35.37,62.10,30.67,30.56,30.55,48.62,48.66,49.53,49.52,203.20,19.40,0.00
9.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.09,4.01,27.16,0.00,62.67,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,78.50,3.45,18.16,0.00,228.19,37.23,0.00,67.88,37.23,66.49,72.84,0.00,0.00,74.91,76.30,36.16,36.15,62.10,30.67,30.56,30.55,48.48,48.51,58.72,58.71,203.20,19.40,0.00
10.00,0.00,29.95,67.13,599.97,195.18,7.75,8.13,110.37,18.09,4.01,27.16,0.00,62.67,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,84.61,3.45,19.57,0.00,228.19,51.94,60.29,52.20,20.62,76.72,82.92,0.00,0.00,74.91,76.30,38.21,38.19,62.10,30.67,30.56,30.55,48.77,48.80,81.74,81.71,203.20,19.40,0.00
