"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.00,23.24,0.00,0.00,4.35,7.30,9.80,19.14,3.64,0.00,3.40,0.00,0.00,0.00,17.49,0.00,5.40,3.91,16.42,8.00,2.30,6.40,5.00,19.44,19.44,19.44,19.44,2.80,0.00,9.34,10.60,3.48,27.00,19.44,18.27,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,17.00,12.83,17.49,8.00,10.80,8.02,17.49,2.40,3.89,6.92,18.00,0.00,1.00,29.30,58.20,5.97,2.95,0.00,15.60,14.00,0.00,2.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
2.00,0.00,23.15,0.00,0.00,4.35,7.30,9.80,19.14,3.64,0.00,3.40,0.00,0.00,0.00,17.49,0.00,5.40,4.17,16.41,8.00,2.30,6.40,5.00,19.44,19.44,19.44,19.44,2.80,0.00,9.54,11.90,3.48,27.00,19.44,18.27,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,17.70,12.83,17.49,8.00,10.80,8.02,17.49,2.40,4.17,7.20,18.00,0.00,1.00,33.40,61.80,5.97,2.95,0.00,16.50,14.00,0.00,2.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
3.00,0.00,23.19,0.00,0.00,4.35,7.30,9.80,19.14,3.64,0.00,3.40,0.00,0.02,0.00,17.49,0.00,5.40,4.49,16.35,8.00,2.30,6.40,5.00,19.44,19.44,19.44,19.44,2.80,0.00,9.62,12.90,3.48,27.00,19.44,18.27,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,18.30,12.83,17.49,8.00,10.80,8.02,17.49,2.40,4.60,7.56,18.00,0.00,1.00,35.90,63.60,5.97,2.95,0.00,17.50,15.00,0.00,2.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00
4.00,0.00,23.41,0.00,0.00,4.35,7.30,9.80,19.14,3.64,0.00,3.40,0.00,0.02,0.00,17.49,0.00,5.40,5.25,15.39,8.00,2.30,6.40,5.00,19.44,19.44,19.44,19.44,2.80,0.00,9.59,13.90,3.48,27.00,19.44,18.27,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,18.10,12.83,17.49,8.00,10.80,8.02,17.49,2.40,4.91,7.97,18.00,0.00,1.00,36.80,64.00,5.97,2.95,0.00,18.30,16.00,0.00,2.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,2.12
5.00,0.16,23.38,0.03,0.00,4.35,7.30,9.80,19.14,3.64,0.00,3.40,0.00,2.21,0.05,17.49,0.00,5.40,5.94,14.07,8.00,2.30,6.40,5.00,19.44,19.44,19.44,19.44,2.80,0.00,9.38,14.60,3.48,27.00,19.44,18.27,0.81,17.88,0.39,0.60,19.44,19.44,19.44,2.40,14.30,12.83,17.49,8.00,10.80,8.02,17.49,2.40,5.18,8.26,18.00,0.00,1.00,36.00,61.90,4.73,2.24,0.65,18.10,16.00,0.00,2.00,0.66,2.39,0.00,1.37,20.00,0.00,2.10,16.70
6.00,1.45,23.14,0.83,0.00,4.35,7.30,9.80,19.14,3.64,0.00,3.40,0.00,2.21,0.46,17.49,0.00,5.40,6.24,12.62,8.00,2.30,6.40,5.00,19.44,19.44,19.44,19.44,2.80,0.17,9.01,15.00,3.48,27.00,19.44,18.27,7.32,17.88,3.86,0.60,19.44,19.44,19.44,2.40,6.60,12.83,17.49,8.00,10.80,8.02,17.49,2.40,5.36,8.32,18.00,0.03,1.00,34.50,57.20,4.73,2.24,5.28,17.50,17.00,0.00,2.00,6.57,25.88,0.00,14.21,20.00,0.01,4.20,36.26
7.00,3.33,23.20,2.57,0.00,4.35,7.30,9.80,19.14,3.64,0.00,3.40,0.00,6.51,1.25,17.49,0.00,5.40,6.29,10.57,8.00,2.30,6.40,5.00,19.44,19.44,19.44,19.44,2.80,0.73,8.34,15.40,3.48,27.00,19.44,18.27,20.46,17.88,11.13,0.60,19.44,19.44,19.44,2.40,2.80,12.83,17.49,8.00,10.80,8.02,17.49,2.40,6.46,8.89,18.00,0.06,1.00,32.50,53.30,4.73,2.24,15.15,19.00,17.00,0.00,2.00,19.01,78.23,0.00,40.99,20.00,0.04,11.65,76.97
8.00,5.58,23.25,5.02,0.00,4.35,7.30,9.80,19.14,3.64,0.00,3.40,0.00,6.51,2.16,17.49,0.00,5.40,6.43,8.68,8.00,2.30,6.40,5.00,19.44,19.44,19.44,19.44,2.80,1.50,8.01,15.60,3.48,27.00,19.44,18.27,36.98,17.88,20.47,0.60,19.44,19.44,19.44,2.40,0.90,12.83,17.49,8.00,10.80,8.02,17.49,2.40,6.70,8.11,18.00,0.07,1.00,31.90,51.80,4.73,2.24,26.29,21.50,17.00,0.00,2.00,33.05,121.77,0.00,83.48,20.00,0.09,23.29,85.65
9.00,8.03,23.20,8.21,0.00,4.35,7.30,9.80,19.14,3.64,0.00,3.40,0.00,8.86,3.24,17.49,0.00,5.40,6.21,8.55,8.00,2.30,6.40,5.00,19.44,19.44,19.44,19.44,2.80,2.33,7.78,16.30,3.48,27.00,19.44,18.27,51.22,17.88,27.11,0.60,19.44,19.44,19.44,2.40,0.30,12.83,17.49,8.00,10.80,8.02,17.49,1.20,6.81,7.76,18.00,0.10,1.00,32.10,51.30,4.73,2.24,36.58,24.30,16.00,0.00,2.00,42.83,152.89,0.00,132.19,20.00,0.15,22.65,90.87
10.00,9.97,23.29,10.70,0.00,4.35,7.30,9.80,19.14,3.64,0.00,3.40,0.00,8.86,4.50,17.49,0.00,5.40,6.21,9.94,8.00,2.30,6.40,5.00,19.44,19.44,19.44,19.44,2.80,3.42,7.65,18.50,3.48,27.00,19.44,18.27,68.12,17.88,31.04,0.60,19.44,19.44,19.44,2.40,0.30,12.83,17.49,8.00,10.80,8.02,17.49,1.20,6.71,6.97,18.00,0.49,1.00,39.90,57.50,4.73,2.24,48.90,27.80,14.00,0.10,2.00,49.21,175.04,0.00,153.69,20.00,0.21,41.10,95.35
