"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,12.08,20.84,11.50,14.00,4.50,7.00,3.60,7.40,1.70,0.00,3.50,19.00,11.38,15.46,3.10,6.80,27.78,45.23,2.72,4.50,4.70,2.70,10.00,17.39,4.00,6.50,0.00,12.92,15.84,60.19,2.50,0.00,5.00,16.81,117.00,14.49,28.10,0.60,4.50,5.00,5.20,1.10,26.37,7.00,6.00,2.00,10.70,6.62,5.60,2.20,15.03,16.10,18.00,0.91,0.39,79.63,80.26,11.05,8.34,84.24,67.06,64.11,0.00,1.20,57.48,214.67,11.00,163.40,17.69,0.29,38.37,85.95
2.00,9.86,21.13,9.58,14.00,4.50,7.00,3.60,7.40,1.70,0.00,3.50,19.00,11.22,15.40,3.10,6.80,27.32,48.39,0.37,4.50,4.70,2.70,10.00,17.39,4.00,6.50,0.00,12.69,16.70,63.00,2.50,0.00,5.00,16.81,118.00,14.49,26.24,0.60,4.50,5.00,5.20,1.10,35.53,7.00,6.00,2.00,10.70,6.62,5.60,2.20,15.07,15.90,18.00,0.85,0.39,83.61,83.78,11.76,8.95,84.96,72.24,70.27,0.00,1.20,54.70,211.16,11.00,157.43,17.69,0.25,31.43,81.41
3.00,8.86,20.87,8.06,14.00,4.50,7.00,3.60,7.40,1.70,0.00,3.50,19.00,9.54,15.18,3.10,6.80,26.75,52.67,0.00,4.50,4.70,2.70,10.00,17.39,4.00,6.50,0.00,12.10,17.94,64.19,2.50,0.00,5.00,16.81,110.00,14.49,22.46,0.60,4.50,5.00,5.20,1.10,48.77,7.00,6.00,2.00,10.70,6.62,5.60,2.20,14.06,15.70,18.00,0.72,0.39,84.63,84.77,12.33,9.24,79.20,77.89,79.18,0.00,1.20,48.74,202.15,11.00,146.30,17.69,0.21,24.50,75.09
4.00,6.00,20.45,5.56,14.00,4.50,7.00,3.60,7.40,1.70,0.00,3.50,19.00,6.42,14.51,3.10,6.80,26.18,57.34,0.00,4.50,4.70,2.70,10.00,17.39,4.00,6.50,0.00,10.68,19.41,66.79,2.50,0.00,5.00,16.81,90.00,14.49,16.58,0.60,4.50,5.00,5.20,1.10,64.46,7.00,6.00,2.00,10.70,6.62,5.60,2.20,13.89,15.40,18.00,0.52,0.39,86.85,86.94,12.89,9.54,64.80,83.08,89.73,0.00,1.20,36.67,173.08,11.00,101.42,17.69,0.17,19.22,46.06
5.00,4.73,20.68,3.67,0.00,4.50,7.00,3.60,7.40,1.70,0.00,3.50,19.00,2.29,12.80,3.10,6.80,27.72,63.62,0.00,4.50,4.70,2.70,10.00,17.39,4.00,6.50,0.00,5.20,20.94,69.40,2.50,0.00,5.00,16.81,61.00,14.49,9.39,0.60,4.50,5.00,5.20,1.10,80.98,7.00,6.00,2.00,10.70,6.62,5.60,2.20,13.84,15.30,18.00,0.45,0.39,89.08,89.11,12.97,9.70,43.92,86.89,100.83,0.00,1.20,19.65,107.14,11.00,46.56,17.69,0.12,13.93,16.21
6.00,1.63,20.89,1.23,0.00,4.50,7.00,3.60,7.40,1.70,0.00,3.50,19.00,0.39,6.80,3.10,6.80,25.13,64.78,0.00,4.50,4.70,2.70,10.00,17.39,4.00,6.50,0.00,0.79,22.41,74.31,2.50,0.00,5.00,16.81,24.00,14.49,3.40,0.60,4.50,5.00,5.20,1.10,96.67,7.00,6.00,2.00,10.70,6.62,5.60,2.20,13.79,15.10,18.00,0.31,0.41,94.84,94.84,13.04,9.86,17.28,87.65,111.38,0.00,1.24,5.63,24.03,11.00,10.82,17.69,0.07,7.34,1.37
7.00,1.16,20.93,0.48,0.00,4.50,7.00,3.60,7.40,1.70,0.00,3.50,19.00,0.01,0.66,3.10,6.80,24.04,64.26,0.00,4.50,4.70,2.70,10.00,17.39,4.00,6.50,0.00,0.00,23.65,75.61,2.50,0.00,5.00,16.81,2.00,14.49,0.24,0.60,4.50,5.00,5.20,1.10,109.91,7.00,6.00,2.00,10.70,6.62,5.60,2.20,13.32,15.00,18.00,0.11,0.73,96.10,96.10,13.10,9.89,1.44,89.33,120.28,0.00,1.28,0.66,0.43,11.00,0.66,17.69,0.03,0.75,0.00
8.00,0.00,20.93,0.00,0.00,4.50,7.00,3.60,7.40,1.70,0.00,3.50,19.00,0.00,0.00,3.10,6.80,22.33,63.11,3.48,4.50,15.46,2.70,10.00,17.39,4.00,6.50,0.00,0.00,24.51,79.92,2.50,0.00,5.00,16.81,0.00,14.49,0.09,0.60,4.50,5.00,5.20,1.10,119.07,7.00,6.00,2.00,10.70,6.62,5.60,2.20,13.25,14.80,18.00,0.05,0.72,97.36,105.36,15.15,11.93,0.00,91.01,126.44,0.00,1.36,0.00,0.00,11.00,0.00,17.69,0.02,0.37,0.00
9.00,0.00,20.73,0.00,0.00,4.50,7.00,3.60,7.40,1.70,0.00,3.50,19.00,0.00,0.00,3.10,6.80,21.02,61.96,6.54,4.50,15.46,2.70,10.00,17.39,4.00,6.50,0.00,0.00,24.54,77.86,2.50,0.00,5.00,16.81,0.00,14.49,0.00,0.60,4.50,5.00,5.20,1.10,118.70,7.00,6.00,2.00,10.70,6.62,5.60,2.20,11.37,14.70,18.00,0.00,0.72,98.38,98.38,13.23,9.96,0.00,91.78,125.90,0.00,1.36,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
10.00,0.00,20.92,0.00,0.00,4.50,7.00,3.60,7.40,1.70,0.00,3.50,19.00,0.00,0.00,3.10,6.80,19.72,58.52,8.04,4.50,15.46,2.70,10.00,17.39,4.00,6.50,0.00,0.00,24.60,78.79,2.50,0.00,5.00,16.81,0.00,14.49,0.00,0.60,4.50,5.00,5.20,1.10,117.88,7.00,6.00,2.00,10.70,6.62,5.60,2.20,11.50,14.60,18.00,0.00,0.72,99.39,99.39,13.32,9.98,0.00,93.09,124.72,0.00,1.40,0.00,0.00,11.00,0.00,17.69,0.00,0.00,0.00
