"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,10.26,23.82,6.85,0.00,4.20,0.00,0.00,19.22,3.55,0.00,3.50,12.00,13.39,9.59,18.05,0.00,8.00,2.09,23.29,7.30,10.83,14.44,5.00,19.32,19.32,19.51,19.51,2.80,9.72,18.90,67.00,3.10,0.00,19.51,0.00,128.04,18.34,29.90,0.00,19.51,19.51,19.51,2.40,38.40,12.88,20.49,19.51,8.40,0.00,7.02,0.00,0.00,1.84,3.68,18.00,1.03,1.63,0.69,1.23,85.55,86.47,4.34,4.94,101.90,31.79,35.30,0.20,0.00,29.10
2.00,12.44,23.59,8.23,0.00,4.20,0.00,0.00,19.22,3.55,0.00,3.50,12.00,14.04,11.74,18.05,0.00,8.00,1.64,28.02,7.30,10.83,14.44,5.00,19.32,19.32,19.51,19.51,2.80,11.20,19.80,71.00,3.10,0.00,19.51,0.00,133.06,18.34,31.00,0.00,19.51,19.51,19.51,2.40,40.10,12.88,20.49,19.51,8.40,0.00,7.02,0.00,0.00,1.84,3.64,18.00,1.03,1.63,0.78,1.23,81.03,86.32,6.17,6.44,105.43,44.47,36.30,0.30,0.00,29.10
3.00,14.28,23.70,9.57,0.00,4.20,0.00,0.00,19.22,3.55,0.00,3.50,12.00,14.93,13.75,18.05,0.00,8.00,1.40,32.41,7.30,10.83,14.44,5.00,19.32,19.32,19.51,19.51,2.80,12.46,20.40,74.00,3.10,0.00,19.51,0.00,135.35,18.34,31.90,0.00,19.51,19.51,19.51,2.40,42.50,12.88,20.49,19.51,8.40,0.00,7.02,0.00,0.00,1.83,3.56,18.00,1.03,1.63,0.85,1.23,77.50,82.91,7.25,7.24,105.15,57.24,39.20,0.30,0.00,32.00
4.00,15.22,23.78,10.39,0.00,4.20,0.00,0.00,19.22,3.55,0.00,3.50,12.00,16.40,15.33,18.05,0.00,8.00,1.24,36.68,7.30,10.83,14.44,5.00,19.32,19.32,19.51,19.51,2.80,13.16,21.00,76.00,3.10,0.00,19.51,0.00,131.65,18.34,32.10,0.00,19.51,19.51,19.51,2.40,47.70,12.88,20.49,19.51,8.40,0.00,7.02,0.00,0.00,1.81,3.45,18.00,1.03,1.63,0.87,1.23,74.36,78.99,8.35,8.10,102.06,68.04,44.20,0.30,0.00,36.00
5.00,15.48,23.70,10.40,0.00,4.20,0.00,0.00,19.22,3.55,0.00,3.50,12.00,17.63,16.33,18.05,0.00,8.00,1.83,41.72,7.30,10.83,14.44,5.00,19.32,19.32,19.51,19.51,2.80,13.30,21.30,77.00,3.10,0.00,19.51,0.00,129.14,18.34,30.70,0.00,19.51,19.51,19.51,2.40,53.90,12.88,20.49,19.51,8.40,0.00,7.02,0.00,0.00,2.03,3.17,18.00,1.03,1.63,0.86,1.23,73.01,77.24,9.25,8.77,100.92,78.18,49.90,0.40,0.00,45.00
6.00,15.66,23.90,10.45,0.00,4.20,0.00,0.00,19.22,3.55,0.00,3.50,12.00,17.92,16.83,18.05,0.00,8.00,2.67,47.00,7.30,10.83,14.44,5.00,19.32,19.32,19.51,19.51,2.80,13.62,21.90,78.00,3.10,0.00,19.51,0.00,130.52,18.34,28.70,0.00,19.51,19.51,19.51,2.40,60.90,12.88,20.49,19.51,8.40,0.00,7.02,0.00,0.00,2.32,2.84,18.00,1.03,1.63,0.87,1.23,74.87,78.87,10.07,9.38,99.76,82.26,58.30,0.40,0.00,53.00
7.00,15.66,23.67,10.07,0.00,4.20,0.00,0.00,19.22,3.55,0.00,3.50,12.00,17.43,17.13,18.05,0.00,8.00,3.90,52.32,7.30,10.83,14.44,5.00,19.32,19.32,19.51,19.51,2.80,13.91,23.80,80.00,3.10,0.00,19.51,0.00,132.00,18.34,26.30,0.00,19.51,19.51,19.51,2.40,68.30,12.88,20.49,19.51,8.40,0.00,7.02,0.00,0.00,3.54,3.26,18.00,1.03,1.63,0.87,1.23,72.80,76.63,10.84,9.82,97.09,83.31,67.60,0.40,0.00,53.00
8.00,15.31,23.57,9.51,0.00,4.20,0.00,0.00,19.22,3.55,0.00,3.50,12.00,17.00,17.27,18.05,0.00,8.00,5.27,57.66,7.30,10.83,14.44,5.00,19.32,19.32,19.51,19.51,2.80,13.75,25.30,81.00,3.10,0.00,19.51,0.00,128.00,18.34,23.10,0.00,19.51,19.51,19.51,2.40,74.00,12.88,20.49,19.51,8.40,0.00,7.02,0.00,0.00,5.09,3.94,18.00,1.03,1.63,0.86,1.23,74.46,78.76,11.59,10.20,92.89,89.57,79.80,0.40,0.00,53.00
9.00,14.46,23.82,8.70,0.00,4.20,0.00,0.00,19.22,3.55,0.00,3.50,12.00,17.33,17.39,18.05,0.00,8.00,5.68,60.92,7.30,10.83,14.44,5.00,19.32,19.32,19.51,19.51,2.80,13.56,25.30,83.00,3.10,0.00,19.51,0.00,120.71,18.34,18.80,0.00,19.51,19.51,19.51,2.40,79.10,12.88,20.49,19.51,8.40,0.00,7.02,0.00,0.00,5.67,4.51,18.00,1.03,1.63,0.86,1.23,75.36,80.34,11.86,10.30,88.36,91.24,93.00,0.30,0.00,53.00
10.00,13.07,23.82,7.68,0.00,4.20,0.00,0.00,19.22,3.55,0.00,3.50,12.00,17.49,17.40,18.05,0.00,8.00,5.78,63.50,7.30,10.83,14.44,5.00,19.32,19.32,19.51,19.51,2.80,13.46,25.40,84.00,3.10,0.00,19.51,0.00,114.19,18.34,14.80,0.00,19.51,19.51,19.51,2.40,83.80,12.88,20.49,19.51,8.40,0.00,7.02,0.00,0.00,5.93,5.05,18.00,1.03,1.63,0.73,1.23,76.17,81.23,11.97,10.31,82.27,98.39,105.00,0.20,0.00,53.00
