"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CS INTIPAMPA EXP","CTCASAGRANDE"
1.00,0.00,15.57,0.00,14.00,2.90,7.90,5.80,7.30,1.80,0.00,2.60,20.39,0.00,0.00,11.71,0.00,4.20,9.22,22.66,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,0.00,11.40,24.29,2.20,26.80,5.50,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,10.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,1.60,2.08,18.90,0.00,0.00,0.00,1.00,22.49,49.14,0.76,0.89,0.00,64.12,8.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
2.00,0.00,15.57,0.00,14.00,2.90,7.90,5.80,7.30,1.80,0.00,2.60,20.39,0.00,0.00,11.71,0.00,4.20,9.22,22.66,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,0.00,11.40,24.29,2.20,26.80,5.50,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,10.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,1.60,2.08,18.90,0.00,0.00,0.00,1.00,22.49,49.14,0.76,0.89,0.00,64.12,8.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
3.00,0.00,16.18,0.00,14.00,2.90,7.90,5.80,7.30,1.80,0.00,2.60,20.39,0.00,0.00,11.71,0.00,4.20,9.89,21.77,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,0.00,10.80,22.55,2.20,26.80,5.50,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,8.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,1.72,2.14,18.90,0.00,0.00,0.00,1.00,20.25,47.65,0.73,0.86,0.00,61.02,7.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
4.00,0.00,17.40,0.00,14.00,2.90,7.90,5.80,7.30,1.80,0.00,2.60,20.39,0.00,0.00,11.71,0.00,4.20,10.76,20.64,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,0.00,10.02,20.82,2.20,26.70,5.50,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,8.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,1.73,1.97,18.90,0.00,0.00,0.00,1.00,17.99,46.35,0.71,0.83,0.00,57.93,7.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
5.00,0.00,17.65,0.00,14.00,2.90,7.90,5.80,7.30,1.80,0.00,2.60,20.39,0.00,0.00,11.71,0.00,4.20,11.53,20.74,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,0.00,9.78,19.09,2.20,26.80,5.50,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,8.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,1.53,1.80,18.90,0.00,0.00,0.00,1.00,16.58,45.66,0.72,0.81,0.00,55.36,7.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
6.00,0.00,17.91,0.00,14.00,2.90,7.90,5.80,7.30,1.80,0.00,2.60,20.39,0.00,0.00,11.71,0.00,4.20,12.28,21.26,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,0.00,9.71,17.82,2.20,26.80,5.50,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,9.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,1.26,1.64,18.90,0.00,0.00,0.00,1.00,15.46,45.16,0.74,0.79,0.00,52.78,7.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
7.00,0.00,17.87,0.00,14.00,2.90,7.90,5.80,7.30,1.80,0.00,2.60,20.39,0.00,0.00,11.71,0.00,4.20,12.53,21.27,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,0.00,9.66,16.99,2.20,26.80,5.50,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,9.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,1.09,1.35,18.90,0.00,0.00,0.00,1.00,15.68,45.24,0.78,0.81,0.00,51.20,7.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
8.00,0.00,18.13,0.00,14.00,2.90,7.90,5.80,7.30,1.80,0.00,2.60,20.39,0.00,0.00,11.71,0.00,4.20,12.60,21.10,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,0.00,9.61,16.46,2.20,26.80,5.50,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,10.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,0.97,1.01,18.90,0.00,0.00,0.00,1.00,16.34,45.51,0.82,0.84,0.00,49.63,7.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
9.00,0.00,18.10,0.00,14.00,2.90,7.90,5.80,7.30,1.80,0.00,2.60,20.39,0.00,0.00,11.71,0.00,4.20,12.48,20.69,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,0.00,9.47,16.22,2.20,26.90,5.50,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,10.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,0.90,0.87,18.90,0.00,0.00,0.00,1.00,16.60,45.68,0.83,0.89,0.00,48.81,7.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
10.00,0.00,18.29,0.00,14.00,2.90,7.90,5.80,7.30,1.80,0.00,2.60,20.39,0.08,0.01,11.71,0.00,4.20,12.29,20.21,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,0.00,9.29,16.48,2.20,26.90,5.50,18.05,0.36,17.95,0.57,0.60,19.51,19.51,19.51,1.20,10.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,0.86,0.80,18.90,0.00,0.00,0.00,1.00,16.72,45.82,0.82,0.94,0.35,47.99,7.00,0.00,2.00,0.01,0.00,11.00,0.00,0.00,23.00
11.00,0.19,18.39,0.00,14.00,2.90,7.90,5.80,7.30,1.80,0.00,2.60,20.39,0.83,1.06,11.71,0.00,4.20,13.18,20.14,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,0.70,9.22,17.22,2.20,26.90,5.50,18.05,15.52,17.95,1.13,0.60,19.51,19.51,19.51,1.20,10.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,0.92,0.77,18.90,0.00,0.00,0.00,1.00,17.31,45.61,0.77,0.92,16.80,48.30,7.00,0.00,2.00,7.00,14.44,11.00,37.00,0.00,23.00
12.00,0.84,18.38,0.33,14.00,2.90,7.90,5.80,7.30,1.80,0.00,2.60,20.39,2.06,3.59,11.71,0.00,4.20,14.42,20.20,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,3.36,9.19,17.75,2.20,27.00,5.50,18.05,44.76,17.95,7.12,0.60,19.51,19.51,19.51,1.20,10.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,1.02,0.76,18.90,0.00,0.00,0.00,1.00,18.06,45.28,0.69,0.88,42.09,48.62,8.00,0.00,2.00,25.50,46.12,11.00,75.00,2.23,23.00
13.00,2.39,18.53,1.71,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,4.59,7.70,11.71,0.00,4.20,14.92,20.24,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,7.47,8.73,18.06,2.20,26.90,5.50,18.05,81.08,17.95,13.11,0.60,19.51,19.51,19.51,1.20,10.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,1.18,0.79,18.90,0.00,0.00,0.03,1.00,19.89,42.80,0.68,0.86,70.08,48.36,9.00,0.00,2.00,49.09,98.81,11.00,128.00,4.45,23.00
14.00,4.87,18.61,3.58,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,11.18,11.02,11.71,0.00,4.20,15.17,20.27,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,10.39,8.13,17.99,2.20,26.90,5.50,18.05,107.42,17.95,21.23,0.60,19.51,19.51,19.51,1.20,10.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,1.36,0.83,18.90,0.00,0.00,0.05,1.00,22.08,39.60,0.68,0.85,88.91,48.09,9.00,0.00,2.00,66.89,161.45,11.00,180.00,6.68,23.00
15.00,7.41,18.67,6.80,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,14.99,12.45,11.71,0.00,4.20,14.71,22.68,0.00,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,11.38,8.04,17.55,2.20,26.90,5.50,18.05,119.21,17.95,29.34,0.60,19.51,19.51,19.51,1.20,10.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,1.57,0.99,18.90,0.00,0.00,0.06,1.00,22.87,37.35,0.66,0.98,95.85,48.68,9.00,0.00,2.00,74.36,200.63,11.00,190.00,8.90,23.00
16.00,9.45,18.45,9.87,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.10,14.35,11.71,0.00,4.20,14.01,25.89,3.30,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,12.60,8.11,18.43,2.20,26.80,5.50,18.05,123.97,17.95,30.79,0.60,19.51,19.51,19.51,1.20,10.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,1.79,1.20,18.90,0.00,0.00,0.09,1.00,23.19,35.42,0.64,1.15,99.98,49.27,9.00,0.10,2.00,77.34,223.97,11.00,199.00,13.35,23.00
17.00,10.92,18.36,12.14,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.88,16.66,11.71,0.00,4.20,13.81,28.99,4.40,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,14.14,8.70,20.63,2.20,26.60,5.50,18.05,128.53,17.95,32.23,0.60,19.51,19.51,19.51,1.20,9.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,2.24,1.81,18.90,0.00,0.00,0.44,1.00,26.52,37.92,0.94,1.53,103.42,53.28,9.00,0.20,2.00,78.21,236.93,11.00,203.00,17.80,23.00
18.00,12.37,18.20,13.98,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.80,17.63,11.71,0.00,4.20,13.78,32.06,5.40,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,14.84,9.45,23.60,2.20,26.50,5.50,18.05,133.72,17.95,33.14,0.60,19.51,19.51,19.51,1.20,6.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,2.76,2.56,18.90,0.00,0.00,0.59,1.00,30.85,41.89,1.35,1.98,106.26,57.28,10.00,0.20,2.00,78.81,241.37,11.00,207.00,24.48,23.00
19.00,14.26,18.14,15.22,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.42,18.04,11.71,0.00,4.20,13.55,37.35,5.70,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.13,9.96,27.36,2.20,26.50,5.50,18.05,138.96,17.95,34.05,0.60,19.51,19.51,19.51,1.20,5.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,2.94,2.72,18.90,0.00,0.00,0.74,1.00,36.79,45.71,1.80,2.54,108.24,62.69,11.00,0.30,2.00,79.27,245.70,11.00,209.00,26.70,23.00
20.00,15.87,15.90,16.36,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.65,18.29,11.71,0.00,4.20,13.26,43.39,5.90,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.37,10.39,30.69,2.20,26.20,5.50,18.05,141.86,17.95,36.36,0.60,19.51,19.51,19.51,1.20,4.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,3.01,2.68,18.90,0.00,0.00,0.83,1.00,43.25,49.48,2.26,3.13,109.43,68.10,12.00,0.30,2.00,79.62,248.41,11.00,210.00,26.70,23.00
21.00,17.04,15.60,17.47,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.92,18.46,11.71,0.00,4.20,13.35,49.89,5.90,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.61,11.18,33.57,2.20,26.10,5.50,18.05,143.60,17.95,38.67,0.60,19.51,19.51,19.51,1.20,6.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,3.10,2.64,18.90,0.00,0.00,0.90,1.00,47.12,52.17,2.57,3.70,110.28,72.06,15.00,0.30,2.00,79.90,248.81,11.00,209.00,28.93,23.00
22.00,17.66,15.69,18.20,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.91,18.47,11.71,0.00,4.20,13.57,56.56,5.90,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.77,12.08,36.23,2.20,26.00,5.50,18.05,144.30,17.95,38.79,0.60,19.51,19.51,19.51,1.20,9.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,3.19,2.59,18.90,0.00,0.00,0.92,1.00,50.11,54.51,2.84,4.25,110.87,76.02,18.00,0.40,2.00,80.00,247.79,11.00,208.00,31.15,23.00
23.00,17.76,15.73,18.40,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.93,18.46,11.71,0.00,4.20,14.63,61.07,5.90,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.79,12.61,38.67,2.20,26.10,5.50,18.05,136.07,17.95,38.91,0.60,19.51,19.51,19.51,1.20,15.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,3.06,2.87,18.90,0.00,0.00,0.91,1.00,54.25,56.34,2.99,4.54,111.17,77.98,24.00,0.40,2.00,80.00,246.46,11.00,208.00,33.38,23.00
24.00,17.70,15.84,18.30,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.23,18.54,11.71,0.00,4.20,15.96,64.87,5.80,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.82,13.01,40.58,2.20,26.00,5.50,18.05,140.40,17.95,38.99,0.60,19.51,19.51,19.51,1.20,22.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,2.85,3.25,18.90,0.00,0.00,0.93,1.00,58.76,58.00,3.10,4.75,111.18,79.94,33.00,0.40,2.00,80.00,245.13,11.00,208.00,35.60,23.00
25.00,17.40,15.72,17.79,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,16.99,18.58,11.71,0.00,4.20,16.66,66.90,5.40,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.82,12.59,41.95,2.20,25.90,5.50,18.05,143.75,17.95,39.07,0.60,19.51,19.51,19.51,1.20,34.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,2.77,3.23,18.90,0.00,0.00,0.92,1.00,62.12,58.59,3.26,5.06,111.03,80.05,41.00,0.40,2.00,80.00,245.73,11.00,206.00,40.05,23.00
26.00,16.43,15.78,16.62,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,17.53,18.48,11.71,0.00,4.20,17.15,68.35,5.30,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.73,11.90,42.71,2.20,25.60,5.50,18.05,144.45,17.95,38.80,0.60,19.51,19.51,19.51,1.20,48.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,2.72,3.08,18.90,0.00,0.00,0.92,1.00,65.08,58.82,3.44,5.40,110.84,80.16,49.00,0.30,2.00,80.00,247.00,11.00,204.00,42.28,23.00
27.00,14.84,15.72,15.31,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,18.34,18.47,11.71,0.00,4.20,17.72,67.73,5.30,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.60,11.80,42.85,2.20,25.70,5.50,18.05,144.48,17.95,38.52,0.60,19.51,19.51,19.51,1.20,63.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,2.71,2.58,18.90,0.00,0.00,0.92,1.00,65.19,59.44,3.48,5.38,110.71,79.22,59.00,0.20,2.00,80.00,245.93,11.00,199.00,40.05,23.00
28.00,12.98,15.51,14.21,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,18.52,18.42,11.71,0.00,4.20,18.32,66.41,5.20,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.50,11.91,43.12,2.20,25.80,5.50,18.05,144.48,17.95,36.07,0.60,19.51,19.51,19.51,1.20,78.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,2.72,1.96,18.90,0.00,0.00,0.77,1.00,64.34,60.19,3.48,5.23,109.91,78.29,72.00,0.20,2.00,80.00,243.09,11.00,194.00,35.60,23.00
29.00,11.47,14.61,12.79,14.00,2.90,7.90,5.80,7.30,1.50,0.00,2.60,20.39,18.25,18.12,11.71,0.00,4.20,19.11,64.36,5.30,2.50,4.80,3.60,18.15,14.44,17.56,19.51,1.40,15.22,12.15,43.53,2.20,25.80,5.50,18.05,144.05,17.95,33.61,0.60,19.51,19.51,19.51,1.20,90.00,9.00,19.51,6.00,10.80,8.07,6.00,2.40,3.00,2.16,18.90,0.00,0.00,0.75,1.00,63.14,60.24,3.22,5.06,108.26,77.46,82.00,0.10,2.00,79.99,239.39,11.00,185.00,31.15,23.00
