"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,3.82,20.51,5.95,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,5.59,0.98,3.10,5.10,7.00,27.59,79.30,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.76,1.65,1.47,0.00,27.47,3.50,11.59,33.60,14.49,18.76,0.60,4.00,4.50,4.70,2.30,31.29,4.50,4.50,1.70,10.43,6.98,3.80,0.00,13.40,12.30,9.45,1.22,0.54,52.70,51.50,1.83,1.08,29.52,4.18,45.22,0.10,0.99,33.50,68.80,0.00,58.09,13.16,0.41,3.75,27.33,12.78
2.00,3.54,20.13,5.63,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,5.34,0.42,3.10,5.30,7.00,27.58,78.00,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.68,1.78,1.50,0.00,27.32,3.50,11.59,36.00,14.49,17.94,0.60,4.00,4.50,4.70,2.30,35.96,4.50,4.50,1.70,10.43,6.98,3.80,0.00,13.90,12.70,9.45,1.22,0.54,53.50,57.00,2.06,1.24,28.08,4.84,48.12,0.10,0.99,31.30,62.20,0.00,54.95,12.94,0.42,3.59,25.86,12.85
3.00,3.39,19.93,5.25,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,5.46,0.28,3.10,5.20,7.00,30.56,79.10,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.74,1.99,1.73,0.00,27.07,3.50,11.59,32.10,14.49,16.83,0.60,4.00,4.50,4.70,2.30,39.63,4.50,4.50,1.70,10.43,6.98,3.80,0.00,13.80,12.80,9.45,1.22,0.55,53.90,57.30,2.07,1.20,24.48,5.51,51.02,0.00,0.98,24.50,53.90,0.00,45.07,12.87,0.42,3.37,21.21,12.90
4.00,2.89,19.94,4.62,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,5.45,0.23,3.10,5.20,7.00,30.54,75.10,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.89,2.28,2.06,0.00,26.97,3.50,11.59,25.50,14.49,15.61,0.60,4.00,4.50,4.70,2.30,43.30,4.50,4.50,1.70,10.43,6.98,3.80,0.00,13.60,12.80,9.45,1.03,0.55,49.30,52.60,2.28,1.15,18.72,6.50,52.91,0.00,0.98,15.40,57.50,0.00,30.71,12.71,0.42,3.12,14.45,13.00
5.00,2.48,19.50,3.88,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,4.97,0.17,3.10,5.20,7.00,30.52,76.20,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,1.10,2.35,2.69,0.00,27.01,3.50,11.59,20.30,14.49,14.11,0.60,4.00,4.50,4.70,2.30,44.96,4.50,4.50,1.70,10.43,6.98,3.80,0.00,13.30,12.80,9.45,1.00,0.54,49.90,52.60,2.19,1.21,15.12,8.43,52.81,0.00,0.98,8.10,33.40,0.00,17.77,12.51,0.42,2.82,8.36,13.39
6.00,1.72,19.20,3.07,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,4.31,0.08,3.10,5.20,7.00,30.50,77.30,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,1.02,2.67,3.42,0.00,27.04,3.50,11.59,16.00,14.49,12.73,0.60,4.00,4.50,4.70,2.30,43.63,4.50,4.50,1.70,10.43,6.98,3.80,0.00,12.90,12.70,9.45,0.93,0.54,45.50,47.70,2.33,1.32,14.40,9.59,49.70,0.00,0.98,4.30,19.00,0.00,10.03,12.86,0.42,2.55,4.72,13.13
7.00,1.54,19.39,2.36,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,2.08,0.03,3.10,5.20,7.00,30.86,78.50,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.82,3.28,3.85,0.00,27.02,3.50,11.59,10.40,14.49,11.71,0.60,4.00,4.50,4.70,2.30,41.30,4.50,4.50,1.70,10.43,6.98,3.80,0.00,11.50,11.60,9.45,0.78,0.54,41.70,43.30,2.26,1.37,12.96,11.57,44.60,0.00,1.02,3.00,12.40,0.00,6.54,15.97,0.39,2.34,3.08,13.00
8.00,0.98,19.47,1.57,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,1.51,0.01,0.00,5.30,7.00,30.86,74.70,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.75,3.76,4.28,0.00,27.16,3.50,11.59,6.60,14.49,10.16,0.60,4.00,4.50,4.70,2.30,35.97,4.50,4.50,1.70,10.43,6.98,3.80,0.00,10.20,10.50,9.45,0.57,0.54,42.90,39.00,2.21,1.41,10.80,14.68,37.50,0.00,1.09,2.10,7.70,0.00,4.10,13.78,0.33,2.03,1.93,12.61
9.00,0.94,19.57,0.99,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,0.52,0.00,0.00,5.30,7.00,30.44,74.60,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.58,3.95,4.61,0.00,27.37,3.50,11.59,3.00,14.49,6.45,0.60,4.00,4.50,4.70,2.30,35.64,4.50,4.50,1.70,10.43,6.98,3.80,0.00,9.20,9.70,9.45,0.49,0.54,39.80,37.00,2.31,1.32,7.20,16.24,34.39,0.00,1.18,1.30,3.80,0.00,2.08,13.00,0.26,1.29,0.98,6.70
10.00,0.30,19.47,0.30,13.53,4.50,7.80,3.30,6.10,1.50,0.00,3.50,15.46,0.08,0.00,0.00,5.30,7.00,30.42,69.60,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.40,4.21,4.84,0.00,27.47,3.50,11.59,0.60,14.49,2.72,0.60,4.00,4.50,4.70,2.30,38.30,4.50,4.50,1.70,10.43,6.98,3.80,0.00,8.10,8.80,9.45,0.34,0.54,41.80,35.00,2.80,1.53,3.60,16.36,34.29,0.00,1.25,0.50,1.00,0.00,0.52,11.92,0.16,0.54,0.24,1.57
11.00,0.20,19.54,0.10,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,0.00,10.34,7.00,29.40,69.10,0.00,5.30,6.00,2.50,17.58,9.80,3.00,4.50,3.00,0.31,4.36,6.57,0.00,27.58,3.50,11.59,0.00,14.49,0.61,0.60,4.00,4.50,4.70,2.30,40.97,4.50,4.50,1.70,10.43,6.98,3.80,0.00,8.30,8.90,9.45,0.12,0.54,38.60,26.30,2.58,1.36,0.72,16.08,35.18,0.00,1.31,0.00,0.00,0.00,0.00,10.99,0.06,0.12,0.00,0.89
12.00,0.00,19.31,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,0.00,10.34,7.00,29.38,68.60,0.00,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.23,4.85,8.40,0.00,27.78,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,42.64,4.50,4.50,1.70,10.43,6.98,3.80,0.00,8.50,9.00,9.45,0.06,0.54,35.50,32.70,2.54,1.23,0.00,16.54,37.08,0.00,1.36,0.00,0.00,0.00,0.00,11.71,0.03,0.00,0.00,0.86
13.00,0.00,19.07,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,0.00,9.95,7.00,27.36,67.30,7.10,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.00,5.11,8.73,0.00,27.89,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,44.31,4.50,4.50,1.70,10.43,6.98,3.80,0.00,8.50,9.00,9.45,0.00,0.54,32.10,36.00,2.62,1.17,0.00,17.66,37.98,0.00,1.39,0.00,0.00,0.00,0.00,11.88,0.00,0.00,0.00,0.18
14.00,0.00,19.39,0.00,13.53,4.50,7.80,3.30,6.10,1.90,0.00,3.50,15.46,0.00,0.00,0.00,9.95,7.00,27.35,66.10,7.80,5.30,15.46,2.50,17.58,9.80,3.00,4.50,3.00,0.00,5.50,8.96,0.00,28.02,3.50,11.59,0.00,14.49,0.00,0.60,4.00,4.50,4.70,2.30,43.98,4.50,4.50,1.70,10.43,6.98,3.80,0.00,8.50,9.10,9.45,0.00,0.54,23.70,39.30,2.66,1.23,0.00,16.40,36.87,0.00,1.43,0.00,0.00,0.00,0.00,14.21,0.00,0.00,0.00,0.00
