"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,3.44,0.00,2.93,18.00,0.00,7.20,4.70,17.88,3.20,0.40,3.00,0.00,2.15,5.97,8.00,10.00,26.00,72.00,0.00,10.69,15.55,2.50,19.24,19.24,8.00,11.66,0.00,5.22,27.40,67.88,3.15,24.50,9.00,18.31,45.00,8.00,7.10,0.60,9.00,10.00,10.00,0.00,107.80,10.00,11.66,4.75,10.70,0.00,11.18,2.20,15.63,15.29,19.00,0.45,1.33,109.50,106.40,9.51,9.21,25.00,88.00,132.00,0.00,2.12,19.66,72.04,11.00,42.62,13.50,0.12,13.83,16.21
2.00,0.59,0.00,0.66,18.00,0.00,7.20,4.70,17.88,3.20,0.40,3.00,0.00,0.34,1.23,8.00,10.00,25.40,76.50,0.00,10.69,15.55,2.50,19.24,19.24,8.00,11.66,0.00,1.16,27.70,68.21,3.15,24.60,9.00,18.30,21.00,8.00,1.50,0.60,9.00,10.00,10.00,0.00,108.40,10.00,11.66,4.75,10.70,0.00,11.18,2.20,15.50,15.10,19.00,0.31,1.33,109.00,107.30,9.73,9.23,10.00,88.50,130.00,0.00,2.12,5.52,16.89,11.00,7.75,13.50,0.06,7.30,1.37
3.00,0.19,0.00,0.10,18.00,0.00,7.20,4.70,17.88,3.20,0.40,3.00,0.00,0.00,0.03,8.00,10.00,24.40,72.30,0.00,10.69,15.55,2.50,19.24,19.24,8.00,11.66,0.00,0.04,28.00,68.06,3.15,24.80,9.00,18.30,2.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,109.30,10.00,11.66,4.75,10.70,0.00,11.18,2.20,15.92,14.98,19.00,0.11,1.33,106.40,107.40,9.29,8.69,1.44,88.50,125.00,0.00,2.16,0.76,0.84,11.00,0.32,13.50,0.01,0.76,0.00
4.00,0.00,0.00,0.00,18.00,0.00,7.20,4.70,17.88,3.20,0.40,3.00,0.00,0.00,0.00,8.00,10.00,23.50,78.00,0.00,10.69,15.55,2.50,19.24,19.24,8.00,11.66,0.00,0.00,28.40,67.99,3.15,25.00,9.00,18.30,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,110.20,10.00,11.66,4.75,10.70,0.00,10.88,2.20,16.34,14.87,19.00,0.05,1.33,105.50,106.30,9.38,8.65,0.00,88.80,118.00,0.00,2.16,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
5.00,0.00,0.00,0.00,18.00,0.00,7.20,4.70,17.88,3.20,0.40,3.00,0.00,0.00,0.00,8.00,10.00,22.40,76.80,0.00,10.69,15.55,2.50,19.24,19.24,8.00,11.66,0.00,0.00,28.50,68.63,3.15,25.30,9.00,18.29,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,111.20,10.00,11.66,4.75,10.70,0.00,10.88,2.20,16.49,14.68,19.00,0.00,1.32,105.90,105.60,9.51,8.48,0.00,88.70,112.00,0.00,2.20,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
6.00,0.00,0.00,0.00,18.00,0.00,7.20,4.70,17.88,3.20,0.40,3.00,0.00,0.00,0.00,8.00,10.00,21.30,75.60,0.00,10.69,15.55,2.50,19.24,19.24,8.00,11.66,0.00,0.00,28.60,68.81,3.15,25.50,9.00,18.29,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,112.30,10.00,11.66,4.75,10.70,0.00,10.88,2.20,16.63,14.50,19.00,0.00,1.32,105.70,105.70,9.40,8.42,0.00,88.50,108.00,0.00,2.20,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
7.00,0.00,0.00,0.00,18.00,0.00,7.20,4.70,17.88,3.20,0.40,3.00,0.00,0.00,0.00,8.00,10.00,20.60,71.10,0.00,10.69,15.55,2.50,19.24,19.24,8.00,11.66,0.00,0.00,28.60,69.11,3.15,25.70,9.00,18.28,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,111.60,10.00,11.66,4.75,10.70,0.00,10.88,2.20,16.53,14.43,19.00,0.00,1.32,98.30,99.20,8.63,7.88,0.00,88.10,106.00,0.00,2.20,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
8.00,0.00,0.00,0.00,18.00,0.00,7.20,4.70,17.88,3.20,0.40,3.00,0.00,0.00,0.00,8.00,10.00,19.90,66.60,0.00,10.69,15.55,2.50,19.24,19.24,8.00,11.66,0.00,0.00,28.70,68.43,3.15,25.80,9.00,18.29,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,111.00,10.00,11.66,4.75,10.70,0.00,10.88,2.20,16.44,14.36,19.00,0.00,1.32,96.60,98.40,8.57,7.76,0.00,87.80,107.00,0.00,2.20,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
9.00,0.00,0.00,0.00,18.00,0.00,7.20,4.70,17.88,3.20,0.40,3.00,0.00,0.00,0.00,8.00,10.00,19.30,61.70,0.00,10.69,15.55,2.50,19.24,19.24,8.00,11.66,0.00,0.00,28.60,67.76,3.15,25.90,9.00,18.28,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,109.50,10.00,11.66,4.75,10.70,0.00,10.88,2.20,16.50,14.26,19.00,0.00,1.32,94.00,98.00,7.74,7.32,0.00,86.50,107.00,0.00,2.16,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
10.00,0.00,0.00,0.00,18.00,0.00,7.20,4.70,17.88,3.20,0.40,3.00,0.00,0.00,0.00,8.00,10.00,18.70,56.80,0.00,10.69,15.55,2.50,19.24,19.24,8.00,11.66,0.00,0.00,28.50,66.30,3.15,25.90,9.00,18.28,0.00,8.00,0.00,0.60,9.00,10.00,10.00,0.00,108.10,10.00,11.66,4.75,10.70,0.00,10.88,2.20,16.57,14.15,19.00,0.00,1.32,94.50,98.30,7.70,7.25,0.00,84.40,107.00,0.00,2.16,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
