"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,14.96,20.15,15.59,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,18.66,18.54,17.48,0.00,4.20,24.14,27.20,7.90,2.50,3.60,5.00,18.45,18.45,11.65,16.50,2.90,15.76,4.99,13.10,9.45,27.00,19.42,17.96,144.48,17.96,38.60,0.60,19.42,19.42,19.42,2.40,12.00,12.82,19.42,7.00,10.80,8.26,15.15,2.40,3.71,3.67,18.00,0.00,0.00,1.08,1.00,16.40,0.00,2.11,0.00,111.30,12.90,81.00,0.20,2.00,80.00,251.49,11.00,199.00
2.00,13.28,20.61,14.04,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,18.60,18.42,17.48,0.00,4.20,24.00,22.00,7.10,2.50,3.60,5.00,18.45,18.45,11.65,16.50,2.90,15.64,4.79,12.70,9.45,27.00,19.42,17.96,144.48,17.96,38.20,0.60,19.42,19.42,19.42,2.40,12.00,12.82,19.42,7.00,10.80,8.26,15.15,2.40,4.82,4.92,18.00,0.00,0.00,0.91,1.00,20.00,0.00,2.32,0.00,110.63,13.70,93.00,0.20,2.00,80.00,246.99,11.00,194.00
3.00,11.50,19.95,12.14,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,17.79,18.23,17.48,0.00,4.20,23.76,19.90,7.80,2.50,3.60,5.00,18.45,18.45,11.65,16.50,2.90,15.45,4.66,12.00,9.45,27.00,19.42,17.96,144.47,17.96,37.54,0.60,19.42,19.42,19.42,2.40,16.00,12.82,19.42,7.00,10.80,8.26,15.15,2.40,5.26,5.57,18.00,0.00,0.00,0.88,1.00,23.80,0.00,2.27,0.00,108.87,14.10,103.00,0.10,2.00,79.90,228.98,11.00,185.00
4.00,9.33,19.75,10.11,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,16.89,17.87,17.48,0.00,4.20,23.47,18.90,8.00,2.50,3.60,5.00,18.45,18.45,11.65,16.50,2.90,15.12,4.54,11.10,9.45,27.00,19.42,17.96,143.25,17.96,35.53,0.60,19.42,19.42,19.42,2.40,29.00,12.82,19.42,7.00,10.80,8.26,15.15,2.40,5.48,6.02,18.00,0.00,0.00,0.83,1.00,26.80,0.00,2.14,0.00,105.57,14.60,112.00,0.10,2.00,78.72,190.69,11.00,176.00
5.00,6.75,19.92,7.72,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,15.92,17.10,17.48,0.00,4.20,23.07,15.50,7.90,2.50,3.60,5.00,18.45,18.45,11.65,16.50,2.90,14.43,4.51,11.00,9.45,27.00,19.42,17.96,139.25,17.96,32.55,0.60,19.42,19.42,19.42,2.40,54.00,12.82,19.42,7.00,10.80,8.26,15.15,2.40,5.52,5.87,18.00,0.00,0.00,0.70,1.00,32.50,0.00,2.28,0.00,99.00,15.10,118.00,0.10,2.00,73.48,112.28,11.00,143.00
6.00,3.95,19.08,5.08,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,12.95,15.76,17.48,0.00,4.20,22.62,16.40,7.90,2.50,3.60,5.00,18.45,18.45,11.65,16.50,2.90,13.16,4.50,11.00,9.45,27.00,19.42,17.96,112.84,17.96,26.41,0.60,19.42,19.42,19.42,2.40,74.00,12.82,19.42,7.00,10.80,8.26,15.15,2.40,5.50,5.52,18.00,0.00,0.00,0.50,1.00,38.10,0.00,2.50,0.00,88.03,15.70,123.00,0.10,2.00,57.03,47.18,11.00,109.00
7.00,1.72,18.65,3.26,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,3.37,12.85,17.48,0.00,4.20,21.59,14.80,7.90,2.50,3.60,5.00,18.45,18.45,11.65,16.50,2.90,9.06,5.05,12.20,9.45,27.00,19.42,17.96,72.80,17.96,17.46,0.60,19.42,19.42,19.42,2.40,87.00,12.82,19.42,7.00,10.80,8.26,15.15,2.40,4.87,4.42,18.00,0.00,0.00,0.43,1.00,38.30,0.00,2.56,0.00,64.70,16.80,128.00,0.10,2.00,30.32,31.02,11.00,55.00
8.00,0.47,16.21,1.76,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,0.00,7.60,17.48,0.00,4.20,20.36,18.90,7.90,2.50,3.60,5.00,18.45,18.45,11.65,16.50,2.90,3.60,5.78,13.60,9.45,27.00,19.42,17.96,33.75,17.96,7.65,0.60,19.42,19.42,19.42,2.40,93.00,12.82,19.42,7.00,10.80,8.26,15.15,2.40,4.03,3.07,18.00,0.00,0.00,0.30,1.00,38.20,0.00,2.57,0.00,33.38,18.00,129.00,0.00,2.00,10.15,5.71,11.00,2.00
9.00,0.05,15.82,0.47,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,0.00,2.77,17.48,0.00,4.20,18.69,18.30,7.90,2.50,3.60,5.00,18.45,18.45,11.65,16.50,2.90,0.66,6.79,16.70,9.45,27.00,19.42,17.96,8.07,17.96,1.68,0.60,19.42,19.42,19.42,2.40,94.00,12.82,19.42,7.00,10.80,8.26,15.15,2.40,3.69,2.63,18.00,0.00,0.00,0.10,1.00,37.20,0.00,2.73,0.00,5.95,19.60,126.00,0.00,2.00,1.63,0.00,11.00,1.00
10.00,0.00,15.55,0.06,14.00,3.00,7.70,3.20,8.90,5.80,0.40,0.00,20.39,0.00,0.50,17.48,0.00,4.20,16.88,17.70,7.90,2.50,15.53,5.00,18.45,18.45,11.65,16.50,2.90,0.06,7.90,20.30,9.45,27.00,19.42,17.96,1.20,17.96,0.16,0.60,19.42,19.42,19.42,2.40,92.00,12.82,19.42,7.00,10.80,8.26,15.15,2.40,3.51,2.50,18.00,0.00,0.00,0.05,1.00,36.70,0.00,2.95,0.00,0.69,21.20,121.00,0.00,2.00,0.13,0.00,11.00,0.00
