"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION","CS COENERGY"
1.00,5.28,11.76,3.21,14.00,4.20,8.50,6.00,6.90,1.66,0.00,2.20,0.00,2.50,13.89,14.63,0.00,5.60,26.48,75.30,3.20,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,11.04,11.18,43.10,2.16,25.20,19.51,18.05,89.77,17.95,8.97,0.60,19.51,19.51,19.51,1.20,120.50,8.70,15.61,4.00,10.70,8.23,4.50,2.40,13.35,14.63,18.90,0.37,1.00,61.90,67.10,4.90,4.04,72.20,56.20,123.00,0.10,2.00,68.86,251.47,11.00,167.72,22.00,20.91,0.14
2.00,2.34,11.45,0.38,14.00,4.20,8.50,6.00,6.90,1.66,0.00,2.20,0.00,0.52,10.84,14.63,0.00,5.60,25.86,75.20,3.20,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,7.99,11.26,42.80,2.16,25.50,19.51,18.05,59.48,17.95,4.68,0.60,19.51,19.51,19.51,1.20,121.30,8.70,15.61,4.00,10.70,8.23,4.50,2.40,12.89,14.11,18.90,0.26,1.00,56.60,63.30,4.40,3.30,50.92,55.80,121.80,0.00,2.00,48.59,221.25,11.00,129.73,22.00,15.25,0.08
3.00,0.73,11.31,0.01,14.00,4.20,8.50,6.00,6.90,1.66,0.00,2.20,0.00,0.00,6.20,14.63,0.00,5.60,25.17,75.00,3.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,3.18,11.29,42.50,2.16,25.70,19.51,18.05,26.75,17.95,1.67,0.60,19.51,19.51,19.51,1.20,120.90,8.70,15.61,4.00,10.70,8.23,4.50,2.40,12.42,13.56,18.90,0.09,1.00,52.20,60.50,3.70,2.62,23.90,55.10,118.70,0.00,2.00,19.20,97.40,11.00,70.34,22.00,9.58,0.04
4.00,0.13,10.91,0.00,14.00,4.20,8.50,6.00,6.90,1.66,0.00,2.20,0.00,0.00,2.55,14.63,0.00,5.60,24.28,74.10,6.80,3.30,15.41,4.00,17.56,13.66,10.73,14.63,1.40,0.50,11.11,39.90,2.16,25.90,19.51,18.05,6.94,17.95,0.26,0.60,19.51,19.51,19.51,1.20,118.70,8.70,15.61,4.00,10.70,8.23,4.50,2.40,11.92,12.93,18.90,0.04,1.00,48.00,58.40,3.10,2.15,6.03,52.00,113.60,0.00,2.00,6.69,18.03,11.00,19.91,22.00,5.18,0.00
5.00,0.01,10.76,0.00,14.00,4.20,8.50,6.00,6.90,1.66,0.00,2.20,0.00,0.00,0.55,14.63,0.00,5.60,23.42,73.00,8.90,3.30,15.41,4.00,17.56,13.66,10.73,14.63,1.40,0.04,10.73,36.50,2.16,26.10,19.51,18.05,0.84,17.95,0.02,0.60,19.51,19.51,19.51,1.20,111.80,8.70,15.61,4.00,10.70,8.23,4.50,2.40,11.41,12.31,18.90,0.00,1.00,44.40,57.90,2.60,1.72,0.67,48.00,102.80,0.00,2.00,1.10,3.53,11.00,2.45,22.00,0.00,0.00
6.00,0.00,10.91,0.00,14.00,4.20,8.50,6.00,6.90,1.66,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,22.66,70.40,9.80,3.30,15.41,4.00,17.56,13.66,10.73,14.63,1.40,0.00,9.71,32.70,2.16,26.30,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,102.40,8.70,15.61,4.00,10.70,8.23,4.50,2.40,10.91,11.68,18.90,0.00,1.00,40.80,56.90,2.20,1.41,0.00,44.20,90.80,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,10.90,0.00,14.00,4.20,8.50,6.00,6.90,1.66,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,22.00,67.40,9.80,3.30,15.41,4.00,17.56,13.66,10.73,14.63,1.40,0.00,8.87,28.80,2.16,26.40,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,85.80,8.70,15.61,4.00,10.70,8.23,4.50,2.40,10.22,10.94,18.90,0.00,1.00,37.20,54.40,2.10,1.14,0.00,40.40,75.30,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,10.86,0.00,14.00,4.20,8.50,6.00,6.90,1.72,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,21.61,64.10,9.80,3.30,15.41,4.00,17.56,13.66,10.73,14.63,1.40,0.00,8.57,24.90,2.16,26.50,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,70.50,8.70,15.61,4.00,10.70,8.23,4.50,2.40,9.02,9.89,18.90,0.00,1.00,33.70,51.40,1.90,1.02,0.00,37.50,59.80,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,10.82,0.00,14.00,4.20,8.50,6.00,6.90,1.72,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,21.29,60.70,9.80,3.30,15.41,4.00,17.56,13.66,10.73,14.63,1.40,0.00,8.21,21.10,2.16,26.60,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,59.00,8.70,15.61,4.00,10.70,8.23,4.50,2.40,7.71,8.76,18.90,0.00,1.00,29.90,46.90,1.70,0.89,0.00,34.90,44.50,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,10.23,0.00,14.00,4.20,8.50,6.00,6.90,1.72,0.00,2.20,0.00,0.00,0.00,14.63,0.00,5.60,21.21,57.30,9.80,3.30,15.41,4.00,17.56,13.66,10.73,14.63,1.40,0.00,7.67,19.80,2.16,26.60,19.51,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,47.50,8.70,15.61,4.00,10.70,8.23,4.50,2.40,6.10,7.40,18.90,0.00,1.00,26.70,43.20,1.60,0.77,0.00,32.50,31.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
