"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSINTIPAMPAEXP"
1.00,0.00,15.51,0.00,0.00,4.20,8.20,7.20,6.30,1.60,0.00,2.50,0.00,0.00,0.00,13.66,0.00,5.60,21.07,36.45,0.00,4.00,7.00,4.00,10.00,19.12,10.73,14.63,1.40,0.00,8.44,20.50,2.30,27.00,13.66,14.63,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,12.06,7.80,11.71,3.50,10.80,7.03,4.20,2.40,0.41,0.31,17.00,0.00,0.00,0.00,1.00,15.14,30.01,0.46,0.41,0.00,44.49,7.26,0.00,2.00,0.00,0.00,11.00,0.00,25.00,0.00,0.00
2.00,0.00,15.49,0.00,0.00,4.20,8.20,7.20,6.30,1.60,0.00,2.50,0.00,0.00,0.00,13.66,0.00,5.60,21.50,36.13,0.00,4.00,7.00,4.00,10.00,19.12,10.73,14.63,1.40,0.00,8.47,20.29,2.30,27.00,13.66,14.63,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,12.31,7.80,11.71,3.50,10.80,7.03,4.20,2.40,0.41,0.33,17.00,0.00,0.00,0.00,1.00,13.71,28.18,0.45,0.35,0.00,44.92,7.24,0.00,2.00,0.00,0.00,11.00,0.00,25.00,0.00,0.00
3.00,0.00,15.97,0.00,0.00,4.20,8.20,7.20,6.30,1.60,0.00,2.50,0.00,0.00,0.00,13.66,0.00,5.60,21.54,34.94,0.00,4.00,7.00,4.00,10.00,19.12,10.73,14.63,1.40,0.00,8.31,19.56,2.30,27.00,13.66,14.63,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,15.25,7.80,11.71,3.50,10.80,7.03,4.20,2.40,0.60,0.77,17.00,0.00,0.00,0.00,1.00,12.85,26.47,0.40,0.30,0.00,45.64,8.66,0.00,2.00,0.00,0.00,11.00,0.00,25.00,0.00,0.00
4.00,0.00,16.95,0.00,0.00,4.20,8.20,7.20,6.30,1.60,0.00,2.50,0.00,0.01,0.00,13.66,0.00,5.60,21.44,33.46,0.00,4.00,7.00,4.00,10.00,19.12,10.73,14.63,1.40,0.00,8.09,18.66,2.30,27.00,13.66,14.63,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,19.09,7.80,11.71,3.50,10.80,7.03,4.20,2.40,0.85,1.35,17.00,0.00,0.00,0.00,1.00,12.17,24.82,0.35,0.25,0.00,46.46,10.57,0.00,2.00,0.00,0.00,11.00,0.00,25.00,0.00,1.00
5.00,0.09,17.06,0.00,0.00,4.20,8.20,7.20,6.30,1.60,0.00,2.50,0.00,0.88,0.40,13.66,0.00,5.60,20.87,31.17,0.00,4.00,7.00,4.00,10.00,19.12,10.73,14.63,1.40,0.40,8.58,19.39,2.30,27.00,13.66,14.63,6.68,17.95,0.58,0.60,19.51,19.51,19.51,1.20,21.65,7.80,11.71,3.50,10.80,7.03,4.20,2.40,1.12,1.92,17.00,0.00,0.00,0.00,1.00,11.94,23.80,0.32,0.24,6.51,48.56,13.51,0.00,2.00,2.63,11.54,11.00,6.28,25.00,0.00,1.00
6.00,0.56,16.73,0.00,0.00,4.20,8.20,7.20,6.30,1.60,0.00,2.50,0.00,2.07,1.79,13.66,0.00,5.60,20.14,28.61,0.00,4.00,7.00,4.00,10.00,19.12,10.73,14.63,1.40,2.10,9.29,20.66,2.30,27.00,13.66,14.63,25.80,17.95,2.60,0.60,19.51,19.51,19.51,1.20,23.79,7.80,11.71,3.50,10.80,7.03,4.20,2.40,1.40,2.51,17.00,0.00,0.00,0.00,1.00,11.85,22.99,0.29,0.24,22.19,51.10,16.80,0.00,2.00,11.95,37.73,11.00,27.79,25.00,0.00,7.00
7.00,1.91,16.69,0.00,0.00,4.20,8.20,7.20,6.30,1.60,0.00,2.50,0.00,3.82,4.17,13.66,0.00,5.60,19.15,27.76,0.00,4.00,7.00,4.00,10.00,19.12,10.73,14.63,1.40,4.99,9.52,21.35,2.30,27.00,13.66,14.63,54.30,17.95,6.67,0.60,19.51,19.51,19.51,1.20,25.55,7.80,11.71,3.50,10.80,7.03,4.20,2.40,1.72,3.08,17.00,0.00,0.00,0.03,1.00,12.31,23.12,0.29,0.32,46.56,52.56,19.76,0.00,2.00,25.88,84.12,11.00,58.25,25.00,0.01,12.00
8.00,4.25,16.72,0.00,0.00,4.20,8.20,7.20,6.30,1.40,0.00,2.50,0.00,8.28,8.07,13.66,0.00,5.60,18.06,27.48,0.00,4.00,7.00,4.00,10.00,19.12,10.73,14.63,1.40,7.81,9.59,21.84,2.30,27.00,13.66,14.63,82.33,17.95,12.01,0.60,19.51,19.51,19.51,1.20,27.20,7.80,11.71,3.50,10.80,7.03,4.20,2.40,2.05,3.66,17.00,0.00,0.00,0.05,1.00,12.95,23.57,0.31,0.43,67.69,53.67,22.61,0.00,2.00,41.07,141.20,11.00,101.58,25.00,0.04,20.00
9.00,6.80,17.06,0.07,0.00,4.20,8.20,7.20,6.30,1.40,0.00,2.50,0.00,12.68,11.57,13.66,0.00,5.60,17.47,28.92,3.00,4.00,7.00,4.00,10.00,19.12,10.73,14.63,1.40,10.36,9.87,25.04,2.30,27.00,13.66,14.63,95.79,17.95,19.30,0.60,19.51,19.51,19.51,1.20,25.56,7.80,11.71,3.50,10.80,7.03,4.20,2.40,1.98,3.36,17.00,0.00,0.00,0.06,1.00,15.27,26.66,0.41,0.67,79.09,54.62,24.44,0.00,2.00,54.44,182.68,11.00,130.99,25.00,0.09,28.00
10.00,9.10,17.25,2.52,0.00,4.20,8.20,7.20,6.30,1.40,0.00,2.50,0.00,15.19,13.22,13.66,0.00,5.60,17.03,30.93,2.80,4.00,7.00,4.00,10.00,19.12,10.73,14.63,1.40,11.82,10.23,29.13,2.30,27.00,13.66,14.63,107.28,17.95,26.57,0.60,19.51,19.51,19.51,1.20,22.82,7.80,11.71,3.50,10.80,7.03,4.20,2.40,1.76,2.77,17.00,0.00,0.00,0.09,1.00,18.15,30.65,0.53,0.95,85.90,55.51,25.94,0.10,2.00,64.71,212.49,11.00,147.87,25.00,0.14,30.00
