"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,0.00,24.08,0.00,17.00,4.20,7.80,4.50,9.85,3.00,0.40,3.40,0.00,0.00,0.00,13.59,0.00,7.00,15.00,23.80,3.70,5.80,15.53,2.80,18.45,17.86,6.00,8.50,2.80,0.00,22.88,50.70,2.75,27.00,19.42,19.32,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,52.00,12.43,15.53,19.42,4.00,10.70,8.04,13.98,2.40,0.68,1.66,18.00,0.00,0.00,0.00,1.23,29.20,44.90,4.51,3.80,0.00,73.30,45.00,0.00,1.80,0.00,0.00
2.00,0.00,23.84,0.00,17.00,4.20,7.80,4.50,9.85,3.00,0.40,3.40,0.00,0.00,0.00,13.59,0.00,7.00,15.51,23.50,3.70,5.80,15.53,2.80,18.45,17.86,6.00,8.50,2.80,0.00,21.18,50.70,2.75,27.00,19.42,19.32,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,49.55,12.43,15.53,19.42,4.00,10.70,8.04,13.98,2.40,4.53,8.25,18.00,0.00,0.00,0.00,1.23,26.30,42.00,3.70,2.37,0.00,72.50,46.77,0.00,1.80,0.00,0.00
3.00,0.00,23.98,0.00,17.00,4.20,7.80,4.50,9.85,3.00,0.40,3.40,0.00,0.00,0.00,13.59,0.00,7.00,16.29,22.80,3.70,5.80,15.53,2.80,18.45,17.86,6.00,8.50,2.80,0.00,20.74,49.20,2.75,27.00,19.42,19.32,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,47.67,12.43,15.53,19.42,4.00,10.70,8.04,13.98,2.40,4.31,7.99,18.00,0.00,0.00,0.00,1.23,26.20,43.20,3.20,1.97,0.00,70.10,42.99,0.00,1.80,0.00,0.00
4.00,0.00,23.85,0.00,17.00,4.20,7.80,4.50,9.85,3.00,0.40,3.40,0.00,0.00,0.00,13.59,0.00,7.00,16.94,23.20,3.70,5.80,15.53,2.80,18.45,17.86,6.00,8.50,2.80,0.00,20.16,47.50,2.75,27.00,19.42,19.32,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,46.57,12.43,15.53,19.42,4.00,10.70,8.04,13.98,2.40,4.11,7.58,18.00,0.00,0.00,0.00,1.23,26.20,44.20,2.77,1.74,0.00,67.60,38.49,0.00,1.80,0.00,0.00
5.00,0.00,23.65,0.00,17.00,4.20,7.80,4.50,9.85,3.00,0.40,3.40,0.00,0.00,0.00,13.59,0.00,7.00,17.27,23.90,3.70,5.80,15.53,2.80,18.45,17.86,6.00,8.50,2.80,0.00,19.29,45.20,2.75,27.00,19.42,19.32,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,44.26,12.43,15.53,19.42,4.00,10.70,8.04,13.98,2.40,4.21,7.69,18.00,0.00,0.00,0.00,1.23,26.20,44.40,2.53,1.55,0.00,65.10,35.40,0.00,1.80,0.00,0.00
6.00,0.00,23.71,0.00,17.00,4.20,7.80,4.50,9.85,3.00,0.40,3.40,0.00,0.00,0.00,13.59,0.00,7.00,17.50,24.40,3.70,5.80,15.53,2.80,18.45,17.86,6.00,8.50,2.80,0.00,18.32,43.20,2.75,27.00,19.42,19.32,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,41.56,12.43,15.53,19.42,4.00,10.70,8.04,13.98,2.40,4.42,7.98,18.00,0.00,0.00,0.00,1.23,26.30,44.50,2.37,1.37,0.00,62.90,32.78,0.00,1.80,0.00,0.00
7.00,0.00,23.92,0.00,17.00,4.20,7.80,4.50,9.85,3.00,0.40,3.40,0.00,0.00,0.00,13.59,0.00,7.00,18.18,24.70,3.70,5.80,15.53,2.80,18.45,17.86,6.00,8.50,2.80,0.00,17.50,42.50,2.75,27.00,19.42,19.32,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,38.97,12.43,15.53,19.42,4.00,10.70,8.04,13.98,2.40,4.11,7.67,18.00,0.00,0.00,0.00,1.23,26.30,44.30,2.17,1.26,0.00,62.10,29.98,0.00,1.80,0.00,0.00
8.00,0.00,23.77,0.00,17.00,4.20,7.80,4.50,9.85,3.00,0.40,3.40,0.00,0.00,0.00,13.59,0.00,7.00,19.01,25.30,3.70,5.80,15.53,2.80,18.45,17.86,6.00,8.50,2.80,0.00,16.72,41.70,2.75,27.00,19.42,19.32,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,36.40,12.43,15.53,19.42,4.00,10.70,8.04,13.98,2.40,3.64,7.16,18.00,0.00,0.00,0.00,1.23,26.30,44.20,1.96,1.18,0.00,61.40,27.11,0.00,1.80,0.00,0.00
9.00,0.00,23.95,0.00,17.00,4.20,7.80,4.50,9.85,3.00,0.40,3.40,0.00,0.00,0.00,13.59,0.00,7.00,19.71,26.00,3.70,5.80,15.53,2.80,18.45,17.86,6.00,8.50,2.80,0.00,16.38,40.80,2.75,27.00,19.42,19.32,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,35.55,12.43,15.53,19.42,4.00,10.70,8.04,13.98,2.40,3.44,6.89,18.00,0.00,0.00,0.00,1.23,26.30,44.40,1.75,1.16,0.00,61.30,26.60,0.00,1.80,0.00,0.00
10.00,0.00,23.81,0.00,17.00,4.20,7.80,4.50,9.85,3.00,0.40,3.40,0.00,0.00,0.00,13.59,0.00,7.00,20.37,27.50,3.70,5.80,15.53,2.80,18.45,17.86,6.00,8.50,2.80,0.00,16.17,39.60,2.75,27.00,19.42,19.32,0.00,17.96,0.00,0.60,7.00,8.00,8.00,2.40,35.26,12.43,15.53,19.42,4.00,10.70,8.04,13.98,2.40,3.33,6.71,18.00,0.00,0.00,0.00,1.23,26.60,44.90,1.54,1.16,0.00,61.20,26.88,0.00,1.80,0.00,0.00
