"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,78.57,30.22,67.73,600.01,196.91,5.85,1.78,108.01,19.36,3.72,39.58,0.00,45.00,8.91,7.96,165.35,113.35,133.88,44.45,36.54,246.01,13.00,2.85,6.88,88.00,115.36,6.39,0.00,85.48,10.21,19.95,230.47,230.21,68.10,67.69,68.48,27.77,185.79,198.88,185.86,4.38,76.05,73.16,67.15,67.06,76.11,22.47,22.40,22.40,87.88,84.00,111.24,111.19
2.00,78.57,30.22,67.73,600.01,196.91,5.85,1.78,108.01,19.36,3.72,39.58,0.00,45.00,8.91,7.96,165.35,113.35,133.88,44.45,36.54,246.01,13.00,2.85,6.88,88.00,77.15,6.39,0.00,85.48,10.21,19.95,230.47,230.21,68.10,67.69,68.47,52.62,185.79,198.88,185.86,0.00,76.05,73.16,67.15,67.06,76.11,0.00,0.00,0.00,87.88,84.00,111.24,111.19
3.00,78.57,30.22,67.73,600.01,196.91,5.85,1.78,108.01,19.36,3.72,39.58,0.00,45.00,8.91,7.96,165.35,113.35,133.88,44.45,36.54,246.01,13.00,2.85,6.88,88.00,61.31,6.39,0.00,82.10,10.21,19.16,230.47,230.21,59.23,61.86,62.59,59.07,185.79,198.88,185.86,0.00,76.05,73.16,67.15,67.06,76.11,0.00,0.00,0.00,87.88,84.00,111.24,111.19
4.00,78.57,30.22,67.73,600.01,196.91,5.85,1.78,108.01,19.36,3.72,39.58,0.00,45.00,8.91,7.96,165.35,113.35,133.88,44.45,36.54,246.01,13.00,2.85,6.88,88.00,50.50,6.39,0.00,70.65,10.21,16.49,230.47,230.21,61.25,56.35,61.58,44.12,185.79,198.88,185.86,0.00,76.05,73.16,67.15,67.06,76.11,0.00,0.00,0.00,87.88,84.00,111.24,111.19
5.00,78.57,30.22,67.73,600.01,196.91,5.85,1.78,108.01,19.36,3.72,39.58,0.00,45.00,8.91,7.96,165.35,113.35,133.88,44.45,36.54,246.01,13.00,2.85,6.88,88.00,51.49,6.39,0.00,81.34,10.21,18.98,230.47,230.21,64.59,64.19,64.96,48.65,185.79,198.88,185.86,0.00,76.05,73.16,67.15,67.06,76.11,0.00,0.00,0.00,87.88,84.00,111.24,111.19
6.00,78.57,30.22,67.73,600.01,196.91,5.85,1.78,108.01,19.36,3.72,39.58,0.00,45.00,8.91,7.96,165.35,113.35,133.88,44.45,36.54,246.01,13.00,2.85,6.88,88.00,45.73,6.39,0.00,80.69,10.21,18.83,230.47,230.21,64.01,63.61,64.38,46.73,185.79,198.88,185.86,0.00,76.05,73.16,67.15,67.06,76.11,0.00,0.00,0.00,87.88,84.00,111.24,111.19
7.00,78.57,30.22,67.73,600.01,196.91,5.85,1.78,108.01,19.36,3.72,39.58,0.00,45.00,8.91,7.96,165.35,113.35,133.88,44.45,36.54,246.01,13.00,2.85,6.88,88.00,50.87,6.39,0.00,85.13,10.21,19.87,230.47,230.21,51.37,65.34,65.78,65.57,185.79,198.88,185.86,0.00,76.05,73.16,67.15,67.06,76.11,0.00,0.00,0.00,87.88,84.00,111.24,111.19
8.00,78.57,30.22,67.73,600.01,196.91,5.85,1.78,108.01,19.36,3.72,39.58,0.00,45.00,8.91,7.96,165.35,113.35,133.88,44.45,36.54,246.01,13.00,2.85,6.88,88.00,48.70,6.39,0.00,85.03,10.21,19.84,230.47,230.21,60.97,62.68,63.42,60.80,185.79,198.88,185.86,0.00,76.05,73.16,67.15,67.06,76.11,0.00,0.00,0.00,87.88,84.00,111.24,111.19
9.00,78.57,30.22,67.73,600.01,196.91,5.85,1.78,108.01,19.36,3.72,39.58,0.00,45.00,8.91,7.96,165.35,113.35,133.88,44.45,36.54,246.01,13.00,2.85,6.88,88.00,59.39,6.39,0.00,85.48,10.21,19.95,230.47,230.21,67.78,67.38,68.16,67.60,185.79,198.88,185.86,0.00,76.05,73.16,67.15,67.06,76.11,0.00,0.00,0.00,87.88,84.00,111.24,111.19
10.00,78.57,30.22,67.73,600.01,196.91,5.85,1.78,108.01,19.36,3.72,39.58,0.00,45.00,8.91,7.96,165.35,113.35,133.88,44.45,36.54,246.01,13.00,2.85,6.88,88.00,77.01,6.39,0.00,85.48,10.21,19.95,230.47,230.21,68.10,67.69,68.48,67.92,185.79,198.88,185.86,0.00,76.05,73.16,67.15,67.06,76.11,0.00,0.00,0.00,87.88,84.00,111.24,111.19
