"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,22.63,14.92,85.67,5.13,2.82,163.91,112.36,103.32,22.03,35.37,171.24,14.16,1.97,6.88,87.69,6.39,9.98,59.71,3.45,13.81,197.35,0.00,24.84,66.82,67.60,24.84,103.24,109.41,103.25,0.00,74.91,76.30,42.39,38.05,47.90,30.67,30.56,30.55,45.50,45.53,49.71,49.71,203.20,12.30,20.25
2.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,22.63,14.92,86.45,5.13,2.82,163.91,112.36,103.32,22.03,35.37,0.00,14.16,1.97,6.88,87.69,6.39,9.98,75.37,3.45,17.43,224.74,0.00,54.89,54.56,22.21,22.21,114.18,120.95,114.20,0.00,74.91,76.30,26.73,26.42,47.90,30.67,30.56,30.55,45.36,45.38,72.05,72.02,203.20,12.30,20.25
3.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,22.63,14.92,81.71,5.13,2.82,163.91,112.36,103.32,22.03,33.39,155.21,14.16,1.97,6.88,87.69,6.39,9.98,49.92,3.45,11.55,192.88,0.00,29.45,27.61,29.46,20.88,97.90,103.92,97.90,0.00,74.91,76.30,49.92,42.52,47.90,30.67,30.56,30.55,44.31,44.34,45.62,0.00,203.20,12.30,20.25
4.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,22.63,14.92,81.71,5.13,2.82,163.91,112.36,132.71,22.03,35.37,175.70,14.16,1.97,6.88,87.69,6.39,9.98,57.93,3.45,13.40,0.00,0.00,53.49,33.88,20.83,33.90,108.85,115.27,108.86,0.00,74.91,76.30,26.29,36.80,47.90,30.67,30.56,30.55,45.36,45.38,106.72,0.00,203.20,12.30,20.25
5.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,22.63,14.92,80.57,5.13,2.82,163.91,112.36,103.32,22.03,35.37,159.17,14.16,1.97,6.88,87.69,6.39,9.98,0.00,3.45,0.00,197.02,0.00,0.00,0.00,0.00,0.00,120.47,127.78,120.49,0.00,74.91,76.30,62.06,62.25,47.90,30.67,30.56,30.55,45.09,45.11,110.26,0.00,203.20,12.30,20.25
6.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,22.63,14.92,82.84,5.13,2.82,163.91,112.36,103.32,22.03,0.00,157.16,14.16,1.97,6.88,87.69,6.39,9.98,0.00,3.45,0.00,202.05,0.00,0.00,0.00,0.00,0.00,124.67,129.05,124.70,0.00,74.91,76.30,57.15,50.98,47.90,30.67,30.56,30.55,44.44,44.46,110.26,0.00,203.20,12.30,20.25
7.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,22.63,14.92,81.71,5.13,2.82,163.91,112.36,103.32,22.03,29.15,142.51,14.16,1.97,6.88,87.69,6.39,9.98,0.00,3.45,0.00,184.48,0.00,67.50,0.00,0.00,61.17,93.59,99.58,93.60,0.00,74.91,76.30,58.55,48.19,47.90,30.67,30.56,30.55,44.31,44.34,59.97,0.00,203.20,12.30,20.25
8.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,22.63,14.92,81.71,5.13,2.82,163.91,112.36,103.32,22.03,29.20,144.41,14.16,1.97,6.88,87.69,6.39,9.98,40.03,3.45,9.26,186.27,0.00,61.17,0.00,0.00,67.33,95.59,101.59,95.60,0.00,74.91,76.30,51.85,54.65,47.90,30.67,30.56,30.55,44.31,44.34,0.00,0.00,203.20,12.30,20.25
9.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,22.63,14.92,75.57,5.13,2.82,163.91,112.36,103.32,22.03,24.31,144.32,14.16,1.97,6.88,87.69,6.39,9.98,33.42,3.45,7.73,184.67,0.00,51.02,50.75,60.09,20.73,89.63,95.62,89.64,0.00,74.27,75.70,50.97,43.00,47.90,30.67,30.56,30.55,44.17,44.19,0.00,0.00,203.20,12.30,20.25
10.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,22.63,14.92,87.84,5.13,2.82,163.91,112.36,132.71,22.03,35.37,190.85,14.16,1.97,6.88,87.69,6.39,9.98,79.22,3.45,18.32,0.00,0.00,20.62,55.55,37.73,37.63,135.88,145.08,135.92,0.00,74.91,76.30,30.39,29.53,47.90,30.67,30.56,30.55,45.51,45.53,0.00,0.00,203.20,12.30,20.25
11.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,22.63,14.92,81.71,5.13,2.82,163.91,112.36,132.71,22.03,35.37,198.15,14.16,1.97,6.88,87.69,6.39,9.98,80.00,3.45,18.51,0.00,0.00,23.30,0.00,23.30,67.33,125.30,133.14,125.33,0.00,74.91,76.30,46.59,40.33,47.90,30.67,30.56,30.55,45.36,45.38,0.00,0.00,203.20,12.30,20.25
12.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,22.63,14.92,81.71,5.13,2.82,163.91,112.36,103.32,22.03,0.00,150.79,14.16,1.97,6.88,87.69,6.39,9.98,45.53,3.45,10.53,144.33,144.33,58.27,0.00,67.88,0.00,72.67,78.95,72.67,0.00,74.91,75.00,31.60,40.18,47.90,30.67,30.56,30.55,44.17,44.19,0.00,0.00,203.20,12.30,20.25
13.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,22.63,14.92,81.71,5.13,2.82,163.91,110.40,103.32,22.03,16.43,177.28,14.16,1.97,6.88,87.69,6.39,9.98,74.49,3.45,17.23,144.33,144.33,61.08,0.00,0.00,0.00,88.07,94.07,88.07,0.00,74.91,76.30,49.48,47.77,47.90,30.67,30.56,30.55,45.36,45.38,0.00,0.00,203.20,12.30,20.25
14.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,22.63,14.92,81.71,5.13,2.82,163.91,104.50,103.32,22.03,0.00,193.84,14.16,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,144.33,144.33,0.00,0.00,0.00,0.00,184.17,0.00,0.00,0.00,74.91,53.40,61.78,50.85,47.90,30.67,30.56,30.55,45.50,45.53,0.00,0.00,203.20,12.30,20.25
