"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CS SUNNY","CT AGROLMOS"
1.00,0.00,20.32,0.00,14.00,2.90,7.60,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,15.05,34.67,5.80,0.00,3.30,3.20,18.45,9.50,11.65,15.53,0.00,0.00,19.97,54.62,3.46,27.00,19.42,17.96,0.00,17.96,0.00,0.60,17.48,17.48,17.48,0.00,50.00,12.82,19.42,7.00,10.00,6.17,17.48,2.40,1.37,2.19,9.50,0.00,0.00,0.00,1.00,46.20,72.85,1.64,2.22,0.00,83.77,36.00,0.00,2.00,0.00,0.00,0.00,11.00
2.00,0.00,20.32,0.00,14.00,2.90,7.60,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,15.05,34.67,5.80,0.00,3.30,3.20,18.45,9.50,11.65,15.53,0.00,0.00,19.97,54.62,3.46,27.00,19.42,17.96,0.00,17.96,0.00,0.60,17.48,17.48,17.48,0.00,43.00,12.82,19.42,7.00,10.00,6.17,17.48,2.40,1.37,2.19,9.50,0.00,0.00,0.00,1.00,46.20,72.85,1.64,2.22,0.00,82.17,32.00,0.00,2.00,0.00,0.00,0.00,11.00
3.00,0.00,20.33,0.00,14.00,2.90,7.60,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,15.95,33.89,5.80,0.00,3.30,3.20,18.45,9.50,11.65,15.53,0.00,0.00,18.98,51.24,3.46,27.00,19.42,17.96,0.00,17.96,0.00,0.60,17.48,17.48,17.48,0.00,39.00,12.82,19.42,7.00,10.80,6.17,17.48,2.40,2.14,3.78,9.50,0.00,0.00,0.00,1.00,42.95,71.41,1.47,1.95,0.00,80.01,29.00,0.00,2.00,0.00,0.00,0.00,11.00
4.00,0.00,21.04,0.00,14.00,2.90,7.60,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,16.86,33.10,5.80,0.00,3.30,3.20,18.45,9.50,11.65,15.53,0.00,0.00,18.12,48.09,3.46,27.00,19.42,17.96,0.00,17.96,0.00,0.60,17.48,17.48,17.48,0.00,36.00,12.82,19.42,7.00,10.80,6.17,17.48,2.40,3.09,5.76,9.50,0.00,0.00,0.00,1.00,39.94,70.10,1.33,1.74,0.00,77.86,27.00,0.00,2.00,0.00,0.00,0.00,11.00
5.00,0.00,21.39,0.00,14.00,2.90,7.60,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,17.80,32.02,5.80,0.00,3.30,3.20,18.45,9.50,11.65,15.53,0.00,0.00,18.01,47.25,3.46,27.00,19.42,17.96,0.00,17.96,0.00,0.60,17.48,17.48,17.48,0.00,35.00,12.82,19.42,7.00,10.80,6.17,17.48,2.40,3.67,6.62,9.50,0.00,0.00,0.00,1.00,37.85,68.40,1.24,1.64,0.00,76.16,25.00,0.00,2.00,0.00,0.00,0.00,11.00
6.00,0.00,21.10,0.00,14.00,2.90,7.60,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,18.75,30.86,5.80,0.00,3.30,3.20,18.45,9.50,11.65,15.53,0.00,0.00,18.16,47.18,3.46,27.00,19.42,17.96,0.00,17.96,0.00,0.60,17.48,17.48,17.48,0.00,34.00,12.82,19.42,7.00,10.80,6.17,17.48,2.40,4.12,7.11,9.50,0.00,0.00,0.00,1.00,36.07,66.56,1.17,1.57,0.00,74.47,24.00,0.00,2.00,0.00,0.00,0.00,11.00
7.00,0.00,20.91,0.00,14.00,2.90,7.60,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,19.65,28.82,5.80,0.00,3.30,3.20,18.45,9.50,11.65,15.53,0.00,0.00,18.64,47.48,3.46,27.00,19.42,17.96,0.00,17.96,0.00,0.60,17.48,17.48,17.48,0.00,36.00,12.82,19.42,7.00,10.80,6.17,17.48,2.40,4.47,7.75,9.50,0.00,0.00,0.00,1.00,34.76,64.22,1.10,1.45,0.00,73.11,25.00,0.00,2.00,0.00,0.00,0.00,11.00
8.00,0.00,21.03,0.00,14.00,2.90,7.60,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,20.54,26.48,5.80,0.00,3.30,3.20,18.45,9.50,11.65,15.53,0.00,0.00,19.24,47.89,3.46,27.00,19.42,17.96,0.00,17.96,0.00,0.60,17.48,17.48,17.48,0.00,38.00,12.82,19.42,7.00,10.80,6.17,17.48,2.40,4.79,8.44,9.50,0.00,0.00,0.00,1.00,33.60,61.71,1.04,1.33,0.00,71.76,27.00,0.00,2.00,0.00,0.00,0.00,11.00
9.00,0.00,21.21,0.00,14.00,2.90,7.60,8.20,8.90,0.00,0.40,3.50,19.00,0.00,0.00,17.48,0.00,3.40,20.73,25.25,5.80,0.00,3.30,3.20,18.45,9.50,11.65,15.53,0.00,0.00,19.03,46.61,3.46,27.00,19.42,17.96,0.00,17.96,0.00,0.60,17.48,17.48,17.48,0.00,40.00,12.82,19.42,7.00,10.80,6.17,17.48,2.40,5.11,8.94,9.50,0.00,0.00,0.00,1.00,33.37,60.13,1.03,1.31,0.00,71.00,28.00,0.00,2.00,0.00,0.00,0.00,11.00
10.00,0.00,21.32,0.07,14.00,2.90,7.60,8.20,8.90,0.00,0.40,3.50,19.00,0.01,0.02,17.48,0.00,3.40,20.69,24.37,5.80,0.00,3.30,3.20,18.45,9.50,11.65,15.53,0.00,0.00,18.57,44.77,3.46,27.00,19.42,17.96,0.35,17.96,0.14,0.60,17.48,17.48,17.48,0.00,42.00,12.82,19.42,7.00,10.80,6.17,17.48,2.40,5.44,9.36,9.50,0.00,0.00,0.00,1.00,33.44,58.86,1.04,1.33,0.58,70.24,28.00,0.00,2.00,0.00,0.00,0.00,11.00
11.00,0.08,21.34,1.03,14.00,2.90,7.60,8.20,8.90,0.00,0.40,3.50,19.00,0.21,0.65,17.48,0.00,3.40,20.04,24.00,5.80,0.00,3.30,3.20,18.45,9.50,11.65,15.53,0.00,0.16,18.48,44.45,3.46,27.00,19.42,17.96,7.61,17.96,2.15,0.60,17.48,17.48,17.48,0.00,42.00,12.82,19.42,7.00,10.80,6.17,17.48,2.40,5.58,9.49,9.50,0.00,0.00,0.00,1.00,33.21,59.51,1.09,1.41,12.61,71.02,29.00,0.00,2.00,4.66,12.90,37.00,11.00
12.00,0.34,21.43,2.07,14.00,2.90,7.60,8.20,8.90,0.00,0.40,3.50,19.00,0.56,2.08,17.48,0.00,3.40,19.18,23.79,4.30,0.00,3.30,3.20,18.45,9.50,11.65,15.53,0.00,1.31,18.51,44.64,3.46,27.00,19.42,17.96,24.78,17.96,7.95,0.60,17.48,17.48,17.48,0.00,41.00,12.82,19.42,7.00,10.80,6.17,17.48,2.40,5.64,9.52,9.50,0.00,0.00,0.00,1.00,32.88,60.79,1.15,1.50,30.69,71.80,30.00,0.00,2.00,30.01,50.60,75.00,11.00
13.00,0.90,21.39,3.22,14.00,2.90,7.60,8.20,8.90,0.00,0.40,3.50,19.00,1.08,4.21,17.48,0.00,3.40,18.64,23.58,4.30,0.00,3.30,3.20,18.45,9.50,11.65,15.53,0.00,2.73,0.00,0.00,3.46,27.00,19.42,17.96,48.42,17.96,16.42,0.60,17.48,17.48,17.48,0.00,41.00,12.82,19.42,7.00,10.80,6.17,17.48,2.40,5.46,9.50,9.50,0.00,0.00,0.03,1.00,33.32,61.32,1.23,1.72,51.16,73.39,30.00,0.00,2.00,49.56,104.42,128.00,11.00
14.00,2.16,21.55,4.80,14.00,2.90,7.60,8.20,8.90,0.00,0.40,3.50,19.00,2.17,6.93,17.48,0.00,3.40,18.22,23.36,4.30,0.00,3.30,3.20,18.45,9.50,11.65,15.53,0.00,5.13,0.00,0.00,3.46,27.00,19.42,17.96,65.94,17.96,23.98,0.60,17.48,17.48,17.48,0.00,40.00,12.82,19.42,7.00,10.80,6.17,17.48,2.40,5.18,9.46,9.50,0.00,0.00,0.06,1.00,34.01,61.60,1.33,1.98,65.15,74.97,31.00,0.00,2.00,66.22,171.52,180.00,11.00
15.00,4.55,21.32,6.79,14.00,2.90,7.60,8.20,8.90,0.00,0.40,3.50,19.00,4.16,9.53,17.48,0.00,3.40,17.45,24.69,4.30,0.00,3.30,3.20,18.45,9.50,11.65,15.53,0.00,7.99,0.00,0.00,3.46,27.00,19.42,17.96,76.29,17.96,28.50,0.60,17.48,17.48,17.48,0.00,39.00,12.82,19.42,7.00,10.80,6.17,17.48,2.40,5.10,9.14,9.50,0.00,0.00,0.07,1.00,34.18,0.00,1.44,0.00,72.06,78.22,33.00,0.00,2.00,74.44,222.49,190.00,11.00
16.00,7.38,19.34,9.01,14.00,2.90,7.60,8.20,8.90,0.00,0.40,3.50,19.00,6.40,12.08,17.48,0.00,3.40,16.58,26.53,4.20,0.00,3.30,3.20,18.45,9.50,11.65,15.53,0.00,11.00,0.00,0.00,3.46,27.00,19.42,17.96,91.68,17.96,31.51,0.60,17.48,17.48,17.48,0.00,39.00,12.82,19.42,7.00,10.80,6.17,17.48,2.40,5.09,8.73,9.50,0.00,0.00,0.11,1.00,34.17,0.00,1.57,0.00,76.18,81.47,36.00,0.10,2.00,76.38,250.40,199.00,11.00
