"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,23.59,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,6.00,39.00,8.00,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.00,19.10,45.79,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,10.00,10.00,10.00,2.40,20.00,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,1.66,3.16,18.00,0.00,1.00,13.22,12.54,0.87,0.73,0.00,94.97,8.00,0.00,2.00,0.00
2.00,0.00,23.47,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,5.55,19.52,8.00,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.00,16.96,38.98,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,10.00,10.00,10.00,2.40,21.37,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,8.54,12.39,18.00,0.00,1.00,27.13,47.50,1.16,0.83,0.00,78.00,12.03,0.00,2.00,0.00
3.00,0.00,23.78,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,5.51,17.33,7.60,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.00,16.10,36.14,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,10.00,10.00,10.00,2.40,17.92,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,8.38,12.44,18.00,0.00,1.00,24.55,44.23,1.01,0.72,0.00,73.70,11.19,0.00,2.00,0.00
4.00,0.00,23.95,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,5.46,16.21,7.60,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.00,14.51,32.76,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,10.00,10.00,10.00,2.40,15.19,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,8.12,11.92,18.00,0.00,1.00,21.98,41.05,0.87,0.59,0.00,66.40,13.34,0.00,2.00,0.00
5.00,0.00,23.80,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,5.73,14.89,7.60,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.00,12.92,29.28,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,10.00,10.00,10.00,2.40,12.77,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,7.96,11.62,18.00,0.00,1.00,19.27,37.50,0.73,0.47,0.00,59.53,15.64,0.00,2.00,0.00
6.00,0.00,24.07,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,6.99,12.97,7.60,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.00,11.31,25.48,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,10.00,10.00,10.00,2.40,11.28,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,8.10,11.95,18.00,0.00,1.00,16.10,32.79,0.56,0.40,0.00,53.95,18.37,0.00,2.00,0.00
7.00,0.00,23.92,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,8.19,11.18,7.60,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.00,9.75,22.02,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,10.00,10.00,10.00,2.40,10.28,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,8.19,12.17,18.00,0.00,1.00,13.10,28.19,0.42,0.32,0.00,49.10,20.77,0.00,2.00,0.00
8.00,0.00,23.69,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,9.23,9.76,7.60,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.00,8.31,19.62,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,10.00,10.00,10.00,2.40,10.77,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,8.15,12.03,18.00,0.00,1.00,10.60,23.90,0.39,0.23,0.00,46.39,22.17,0.00,2.00,0.00
9.00,0.00,23.83,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,10.30,8.68,7.60,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.00,7.25,17.69,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,10.00,10.00,10.00,2.40,10.64,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,8.18,12.00,18.00,0.00,1.00,8.27,19.95,0.33,0.15,0.00,43.94,22.11,0.00,2.00,0.00
10.00,0.00,23.83,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,11.52,8.56,7.60,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.00,7.30,17.19,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,10.00,10.00,10.00,2.40,8.64,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,8.43,12.27,18.00,0.00,1.00,6.47,17.03,0.23,0.11,0.00,42.26,17.65,0.00,2.00,0.00
