"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,15.59,23.95,12.71,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,17.55,13.43,17.49,0.00,8.00,5.50,12.30,8.10,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,12.42,12.40,41.60,3.10,27.00,19.44,18.46,98.10,17.88,18.10,0.00,19.44,19.44,19.44,2.40,13.00,12.83,19.44,8.00,10.60,7.39,17.49,2.40,11.30,13.20,18.90,0.76,1.00,49.00,25.90,5.50,2.22,73.80,68.30,13.00,0.30,2.00,62.60,162.40,11.00,125.10,22.00,0.30,30.87
2.00,16.28,23.84,12.26,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,18.11,14.78,17.49,0.00,8.00,6.00,16.30,8.10,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,12.11,13.20,45.20,3.10,27.00,19.44,18.46,79.30,17.88,14.70,0.00,19.44,19.44,19.44,2.40,14.00,12.83,19.44,8.00,10.60,7.39,17.49,2.40,11.60,13.00,18.90,0.78,1.00,54.70,33.12,6.40,3.21,64.20,71.30,14.00,0.30,2.00,58.90,130.40,11.00,102.80,22.00,0.30,27.71
3.00,16.59,23.93,11.19,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,17.68,15.38,17.49,0.00,8.00,6.60,21.90,8.10,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,11.11,13.90,48.80,3.10,27.00,19.44,18.46,62.70,17.88,11.50,0.00,19.44,19.44,19.44,2.40,17.00,12.83,19.44,8.00,10.60,7.39,17.49,2.40,11.90,12.90,18.90,0.77,1.00,61.60,38.93,7.50,3.47,61.00,73.40,17.00,0.40,2.00,53.30,108.20,11.00,94.80,22.00,0.31,24.55
4.00,16.65,23.76,10.62,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,15.37,15.26,17.49,0.00,8.00,7.20,26.90,8.00,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,10.46,14.70,52.20,3.10,27.00,19.44,18.46,63.00,17.88,8.90,0.00,19.44,19.44,19.44,2.40,22.00,12.83,19.44,8.00,10.60,7.39,17.49,2.40,12.30,13.10,18.90,0.78,1.00,68.40,44.26,8.50,3.48,58.30,75.00,22.00,0.40,2.00,49.50,105.10,11.00,90.20,22.00,0.31,16.22
5.00,16.42,23.79,9.78,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,12.35,14.80,17.49,0.00,8.00,7.90,30.40,8.00,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,10.01,15.40,55.50,3.10,27.00,19.44,18.46,53.60,17.88,7.10,0.00,19.44,19.44,19.44,2.40,30.00,12.83,19.44,8.00,10.60,7.39,17.49,2.40,12.70,13.50,18.90,0.77,1.00,74.60,49.05,9.20,4.01,50.90,76.30,30.00,0.40,2.00,50.00,104.70,11.00,81.10,22.00,0.31,7.89
6.00,15.73,23.80,8.15,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,10.51,14.61,17.49,0.00,8.00,7.90,33.30,8.00,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,10.05,16.40,58.50,3.10,27.00,19.44,18.46,45.00,17.88,5.70,0.00,19.44,19.44,19.44,2.40,41.00,12.83,19.44,8.00,10.60,7.39,17.49,2.40,12.20,12.70,18.90,0.77,1.00,80.50,53.67,9.80,4.71,41.80,78.70,41.00,0.40,2.00,51.30,95.50,11.00,70.40,22.00,0.30,10.85
7.00,14.70,23.70,6.57,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,10.24,14.33,17.49,0.00,8.00,7.60,34.60,7.50,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,9.90,17.40,61.40,3.10,27.00,19.44,18.46,37.90,17.88,4.40,0.00,19.44,19.44,19.44,2.40,54.00,12.83,19.44,8.00,10.60,7.39,17.49,2.40,11.50,11.60,18.90,0.77,1.00,85.40,57.38,10.20,5.16,31.90,81.40,54.00,0.30,2.00,51.10,80.30,11.00,64.50,22.00,0.29,13.80
8.00,13.53,23.94,5.32,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,8.95,12.83,17.49,0.00,8.00,7.40,35.70,7.50,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,8.37,18.40,62.40,3.10,27.00,19.44,18.46,31.40,17.88,3.40,0.00,19.44,19.44,19.44,2.40,69.00,12.83,19.44,8.00,10.60,7.39,17.49,2.40,10.60,10.50,18.90,0.65,1.00,89.30,60.78,10.50,5.53,25.20,83.60,69.00,0.20,2.00,47.50,72.30,11.00,60.80,22.00,0.26,10.06
9.00,11.61,23.82,4.20,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,7.33,11.25,17.49,0.00,8.00,7.20,36.20,7.50,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,6.59,19.40,62.60,3.10,27.00,19.44,18.46,25.00,17.88,2.70,0.00,19.44,19.44,19.44,2.40,83.00,12.83,19.44,8.00,10.60,7.39,17.49,2.40,9.80,9.50,18.90,0.63,1.00,89.90,64.08,10.50,5.52,19.70,85.50,83.00,0.20,2.00,36.10,63.70,11.00,50.00,22.00,0.24,6.32
10.00,8.86,23.87,3.32,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,5.41,9.84,17.49,0.00,8.00,6.80,36.60,7.50,9.80,15.16,5.00,19.24,19.24,19.44,19.44,1.40,4.88,19.50,62.70,3.10,27.00,19.44,18.46,20.00,17.88,2.10,0.00,19.44,19.44,19.44,2.40,94.00,12.83,19.44,8.00,10.60,7.39,17.49,2.40,9.20,8.40,18.90,0.59,1.00,90.20,67.35,10.40,5.38,15.40,86.40,94.00,0.10,2.00,29.80,53.50,11.00,36.90,22.00,0.20,5.01
