"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXP"
1.00,6.90,23.15,8.63,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,0.00,14.41,13.85,17.01,0.00,7.20,1.82,0.06,8.00,10.86,13.79,5.00,18.70,18.70,18.89,18.89,1.40,12.90,3.11,4.91,3.24,27.00,18.89,17.94,108.00,0.00,33.95,0.60,18.89,18.89,18.89,2.40,0.00,12.47,18.89,8.20,10.70,7.80,17.00,1.20,0.02,0.00,18.00,0.37,2.00,0.42,0.00,0.01,0.04,31.30,1.90,0.80,0.10,2.00,70.79,132.70,5.00,173.00,22.00,0.18,38.70,95.35
2.00,10.51,23.26,10.95,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,0.00,15.37,15.15,17.01,0.00,7.20,2.38,0.07,8.00,10.86,13.79,5.00,18.70,18.70,18.89,18.89,1.40,14.01,2.73,4.86,3.24,27.00,18.89,17.94,110.60,0.00,35.76,0.60,18.89,18.89,18.89,2.40,0.00,12.47,18.89,8.20,10.70,7.80,17.00,1.20,0.01,0.00,18.00,0.50,2.00,0.97,0.50,0.01,0.04,35.20,1.10,0.70,0.20,2.00,75.50,144.50,5.00,174.00,22.00,0.22,41.10,98.10
3.00,12.52,23.17,12.87,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,0.00,15.71,16.05,17.01,0.00,7.20,3.11,0.21,8.00,10.86,13.79,5.00,18.70,18.70,18.89,18.89,1.40,14.47,2.41,4.96,3.24,27.00,18.89,17.94,108.70,0.00,36.45,0.60,18.89,18.89,18.89,2.40,0.10,12.47,18.89,8.20,10.70,7.80,17.00,1.20,0.01,0.00,18.00,0.62,2.00,2.08,3.20,0.02,0.07,46.00,1.40,0.60,0.20,2.00,76.37,151.90,5.00,174.00,22.00,0.25,43.50,100.43
4.00,13.46,23.04,14.40,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,0.00,16.01,16.43,17.01,0.00,7.20,2.98,1.10,8.00,10.86,13.79,5.00,18.70,18.70,18.89,18.89,1.40,14.68,2.21,5.85,3.24,27.00,18.89,17.94,106.00,0.00,36.48,0.60,18.89,18.89,18.89,2.40,0.90,12.47,18.89,8.20,10.70,7.80,17.00,1.20,0.00,0.00,18.00,0.70,2.00,4.19,6.40,0.11,0.31,45.70,1.70,0.70,0.30,2.00,76.60,165.50,5.00,174.00,22.00,0.28,45.07,101.78
5.00,13.63,23.19,15.26,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,0.00,16.57,16.55,17.01,0.00,7.20,2.96,2.71,8.00,10.86,13.79,5.00,18.70,18.70,18.89,18.89,1.40,14.72,2.14,6.97,3.24,27.00,18.89,17.94,102.60,0.00,36.16,0.60,18.89,18.89,18.89,2.40,3.90,12.47,18.89,8.20,10.70,7.80,17.00,1.20,0.01,0.01,18.00,0.76,2.00,6.33,8.80,0.24,0.70,54.50,1.20,1.20,0.30,2.00,76.07,168.90,5.00,174.00,22.00,0.31,46.63,102.75
6.00,13.81,23.18,15.46,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,0.00,17.11,16.52,17.01,0.00,7.20,3.16,5.09,8.00,10.86,13.79,5.00,18.70,18.70,18.89,18.89,1.40,14.49,2.39,8.64,3.24,27.00,18.89,17.94,91.50,0.00,36.09,0.60,18.89,18.89,18.89,2.40,3.60,12.47,18.89,8.20,10.70,7.80,17.00,1.20,0.05,0.02,18.00,0.78,2.00,8.99,10.00,0.44,1.18,62.00,1.10,2.50,0.30,2.00,74.83,184.80,5.00,174.00,22.00,0.33,45.06,103.21
7.00,14.17,23.23,14.63,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,0.00,17.34,16.22,17.01,0.00,7.20,4.00,7.96,8.00,10.86,13.79,5.00,18.70,18.70,18.89,18.89,1.40,13.68,2.75,10.55,3.24,27.00,18.89,17.94,81.10,0.00,36.22,0.60,18.89,18.89,18.89,2.40,3.30,12.47,18.89,8.20,10.70,7.80,17.00,1.20,0.15,0.07,18.00,0.77,2.00,9.32,11.40,0.54,1.31,53.30,4.50,5.80,0.40,2.00,71.38,189.20,17.00,174.00,22.00,0.35,43.48,103.54
8.00,14.41,23.28,13.46,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,0.00,16.86,16.41,17.01,0.00,7.20,5.13,13.41,7.90,10.86,13.79,5.00,18.70,18.70,18.89,18.89,1.40,13.59,2.98,11.97,3.24,27.00,18.89,17.94,75.80,0.00,35.74,0.60,18.89,18.89,18.89,2.40,10.20,12.47,18.89,8.20,10.70,7.80,17.00,1.20,0.43,0.16,18.00,0.78,2.00,9.81,13.20,0.63,1.21,48.10,6.90,12.20,0.40,2.00,67.84,179.30,17.00,174.00,22.00,0.34,42.21,103.82
9.00,14.09,23.22,12.28,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,0.00,15.54,16.81,17.01,0.00,7.20,5.80,16.94,7.90,10.86,13.79,5.00,18.70,18.70,18.89,18.89,1.40,14.00,3.12,13.47,3.24,27.00,18.89,17.94,68.00,0.00,34.57,0.60,18.89,18.89,18.89,2.40,20.10,12.47,18.89,8.20,10.70,7.80,17.00,1.20,0.96,0.42,18.00,0.77,2.00,12.89,15.10,0.89,1.45,55.20,8.80,11.10,0.40,2.00,66.35,182.30,6.00,174.00,22.00,0.34,40.93,103.57
10.00,12.27,23.10,11.39,14.00,4.20,0.00,11.90,18.62,0.00,0.00,3.50,0.00,14.85,17.03,17.01,0.00,7.20,6.17,17.41,8.00,10.86,13.79,5.00,18.70,18.70,18.89,18.89,1.40,14.26,3.27,15.40,3.24,27.00,18.89,17.94,61.40,0.00,32.40,0.60,18.89,18.89,18.89,2.40,33.40,12.47,18.89,8.20,10.70,7.80,17.00,1.20,1.75,0.95,18.00,0.77,2.00,17.68,16.80,1.26,1.93,52.60,5.50,23.50,0.40,2.00,65.84,178.00,6.00,174.00,22.00,0.32,39.55,102.93
